,driver_id,day_of_week,total_days,total_requests,total_assigned,avg_rating,completed_rides,ACR,status,avg_fare
732,4351430,3,5,20,41,4.307563701,6,0.146341463,COMPLETED,50.66666667
733,5329133,1,1,16,41,4.0,6,0.146341463,COMPLETED,107.83333329999999
734,5174834,3,6,16,34,4.0,5,0.147058824,COMPLETED,112.8
735,2926170,4,7,51,224,3.833333333,33,0.147321429,COMPLETED,114.48484850000001
736,4649481,1,3,22,88,4.25,13,0.14772727300000002,COMPLETED,120.07692309999999
737,4330985,1,4,16,54,4.8,8,0.148148148,COMPLETED,120.375
738,4348063,1,5,25,54,5.0,8,0.148148148,COMPLETED,62.25
739,4441562,7,1,6,27,2.666666667,4,0.148148148,COMPLETED,88.0
740,5138131,5,6,9,54,4.666666667,8,0.148148148,COMPLETED,159.25
741,5383040,4,3,13,54,4.666666667,8,0.148148148,COMPLETED,115.0
742,4633181,1,3,31,67,4.333333333,10,0.149253731,COMPLETED,99.8
743,3089358,2,4,15,40,4.666666667,6,0.15,COMPLETED,110.0
744,3132746,1,2,12,20,2.5,3,0.15,COMPLETED,106.33333329999999
745,4434650,3,6,43,120,3.8181818180000002,18,0.15,COMPLETED,91.83333333
746,4531224,4,3,4,20,4.5,3,0.15,COMPLETED,88.66666667
747,4964244,3,3,8,40,4.5,6,0.15,COMPLETED,64.0
748,5247802,6,4,19,100,4.538461538,15,0.15,COMPLETED,120.06666670000001
749,5325152,4,5,112,220,4.055555556,33,0.15,COMPLETED,106.9393939
750,4538988,6,5,34,133,3.9375,20,0.15037594,COMPLETED,98.75
751,5254374,4,5,40,133,3.777777778,20,0.15037594,COMPLETED,68.5
752,4417549,7,2,15,53,3.0,8,0.150943396,COMPLETED,123.125
753,4737985,2,2,12,53,4.0,8,0.150943396,COMPLETED,105.75
754,5123211,5,4,28,53,5.0,8,0.150943396,COMPLETED,132.25
755,3849877,5,4,7,33,4.0,5,0.151515152,COMPLETED,81.2
756,5207399,3,3,21,66,4.666666667,10,0.151515152,COMPLETED,96.2
757,5255426,3,6,40,112,4.545454545,17,0.15178571400000002,COMPLETED,95.47058824
758,5382753,3,4,15,79,4.833333333,12,0.151898734,COMPLETED,105.41666670000001
759,5164027,2,5,8,46,4.6,7,0.152173913,COMPLETED,140.5714286
760,5066782,4,6,106,361,4.260869565,55,0.152354571,COMPLETED,101.3454545
761,5366602,4,7,156,321,4.043478261000001,49,0.152647975,COMPLETED,124.2653061
762,5295219,2,2,25,98,4.571428571,15,0.153061224,COMPLETED,143.8666667
763,5396299,2,5,23,98,4.1,15,0.153061224,COMPLETED,101.8666667
764,4500882,1,1,3,13,1.0,2,0.153846154,COMPLETED,131.0
765,4808552,5,4,26,91,4.5,14,0.153846154,COMPLETED,116.5
766,4851938,2,2,3,13,4.307563701,2,0.153846154,COMPLETED,66.0
767,4894110,1,2,9,39,4.75,6,0.153846154,COMPLETED,74.16666667
768,5054213,1,1,6,13,5.0,2,0.153846154,CANCELED,45.0
769,5178892,7,3,7,26,4.666666667,4,0.153846154,COMPLETED,102.75
770,5252394,2,4,18,104,3.833333333,16,0.153846154,COMPLETED,106.0
771,5427166,7,1,9,39,3.666666667,6,0.153846154,COMPLETED,126.0
772,5068200,7,7,70,201,4.2352941180000006,31,0.154228856,COMPLETED,85.87096774
773,4486760,3,7,43,110,4.4,17,0.154545455,COMPLETED,103.11764709999999
774,5270397,7,6,85,284,4.208333333,44,0.15492957699999998,COMPLETED,101.3636364
775,5303987,6,6,29,116,4.75,18,0.155172414,COMPLETED,86.66666667
776,4809284,4,5,25,45,4.666666667,7,0.15555555599999998,COMPLETED,147.0
777,4868253,5,6,55,250,4.5,39,0.156,COMPLETED,141.9230769
778,3394918,4,5,63,173,4.533333333,27,0.15606936400000002,COMPLETED,103.2222222
779,4869011,4,2,5,32,4.4,5,0.15625,COMPLETED,115.6
780,5220621,7,1,6,32,4.0,5,0.15625,COMPLETED,72.0
781,5354588,4,3,20,64,3.8,10,0.15625,COMPLETED,128.0
782,5058736,4,6,116,293,4.1111111110000005,46,0.156996587,COMPLETED,99.67391304
783,5396817,2,7,33,121,4.5,19,0.157024793,COMPLETED,90.36842105
784,4029834,2,5,31,57,4.4,9,0.15789473699999998,COMPLETED,68.22222222
785,4833944,4,1,5,19,4.307563701,3,0.15789473699999998,COMPLETED,91.66666667
786,5405671,7,4,10,19,5.0,3,0.15789473699999998,COMPLETED,100.33333329999999
787,3646812,7,6,54,234,4.692307692,37,0.158119658,COMPLETED,88.91891892
788,2950334,4,3,13,82,4.5,13,0.158536585,COMPLETED,77.69230769
789,5105178,1,6,53,277,4.733333333,44,0.158844765,COMPLETED,95.45454545
790,4613526,2,5,61,195,4.3125,31,0.158974359,COMPLETED,113.22580649999999
791,5256215,7,6,19,88,4.1111111110000005,14,0.159090909,COMPLETED,123.57142859999999
792,4724083,4,6,37,113,4.272727273,18,0.159292035,COMPLETED,89.72222222
793,5399293,7,2,14,69,5.0,11,0.15942029,COMPLETED,119.18181820000001
794,3475712,6,6,78,301,4.161290323,48,0.15946843900000002,COMPLETED,104.1875
795,4854712,5,5,44,188,4.1875,30,0.159574468,COMPLETED,80.96666667
796,4295655,5,6,63,169,4.1428571430000005,27,0.15976331400000002,COMPLETED,118.0
797,3067864,2,3,6,25,4.666666667,4,0.16,COMPLETED,100.0
798,3906430,5,5,26,75,4.25,12,0.16,COMPLETED,136.91666669999998
799,4487174,1,4,10,50,4.2,8,0.16,COMPLETED,111.75
800,4605659,5,6,38,50,4.25,8,0.16,COMPLETED,86.375
801,5130068,7,6,44,175,3.571428571,28,0.16,COMPLETED,105.0357143
802,5173690,1,2,5,25,4.307563701,4,0.16,COMPLETED,99.25
803,5178953,2,6,37,156,4.533333333,25,0.16025641,COMPLETED,141.16
804,4148928,7,6,25,81,4.285714286,13,0.160493827,COMPLETED,87.38461538
805,4869098,1,2,17,56,4.5,9,0.16071428599999998,COMPLETED,83.22222222
806,4565655,7,6,22,118,4.615384615,19,0.161016949,COMPLETED,115.1052632
807,4357327,5,7,82,155,4.461538462,25,0.161290323,COMPLETED,121.8
808,5355288,2,3,29,31,3.5,5,0.161290323,COMPLETED,113.6
809,4393331,4,2,10,37,5.0,6,0.162162162,COMPLETED,127.33333329999999
810,4870120,1,3,25,74,4.666666667,12,0.162162162,COMPLETED,116.83333329999999
811,5418636,6,1,7,37,4.75,6,0.162162162,COMPLETED,108.66666670000001
812,5355491,2,7,86,154,3.5,25,0.162337662,COMPLETED,98.8
813,5325055,1,3,11,43,2.5,7,0.162790698,COMPLETED,106.1428571
814,4958782,2,6,53,221,4.55,36,0.162895928,COMPLETED,112.41666670000001
815,5227369,3,2,21,49,4.666666667,8,0.163265306,COMPLETED,52.5
816,5396394,3,7,53,147,4.125,24,0.163265306,COMPLETED,86.20833333
817,4034589,7,6,45,165,3.923076923,27,0.163636364,COMPLETED,106.4814815
818,5374235,5,5,27,122,4.75,20,0.163934426,COMPLETED,144.8
819,4027413,7,6,65,195,4.695652174,32,0.164102564,COMPLETED,137.375
820,5395238,2,5,21,73,4.222222222,12,0.16438356199999998,COMPLETED,76.75
821,3681569,1,5,36,158,4.571428571,26,0.164556962,COMPLETED,101.4615385
822,4314261,4,5,42,164,4.066666667,27,0.164634146,COMPLETED,102.2962963
823,5396809,3,3,34,103,4.571428571,17,0.165048544,COMPLETED,99.23529412
824,5318877,7,3,31,127,4.3636363639999995,21,0.165354331,COMPLETED,89.47619048
825,5071387,6,7,89,417,4.176470588,69,0.165467626,COMPLETED,88.07246377
826,5249560,7,6,66,259,4.117647058999999,43,0.166023166,COMPLETED,105.8837209
827,2904200,1,1,2,6,5.0,1,0.166666667,COMPLETED,123.0
828,3970204,3,4,26,60,4.6,10,0.166666667,COMPLETED,140.6
829,3998260,3,1,5,6,5.0,1,0.166666667,COMPLETED,115.0
830,4086354,5,1,3,12,1.0,2,0.166666667,COMPLETED,222.0
831,4499526,1,2,6,24,4.666666667,4,0.166666667,COMPLETED,118.0
832,4648386,2,3,9,36,5.0,6,0.166666667,COMPLETED,145.16666669999998
833,4673855,5,3,14,42,4.25,7,0.166666667,COMPLETED,131.4285714
834,4845237,1,1,6,6,4.307563701,1,0.166666667,CANCELED,45.0
835,5009215,1,2,3,12,4.307563701,2,0.166666667,COMPLETED,78.0
836,5085020,1,2,22,66,4.0,11,0.166666667,COMPLETED,111.6363636
837,5124308,3,1,1,6,4.307563701,1,0.166666667,COMPLETED,45.0
838,5158512,3,5,10,24,5.0,4,0.166666667,COMPLETED,144.75
839,5170666,2,5,36,138,4.875,23,0.166666667,COMPLETED,115.9565217
840,5188466,7,2,3,12,5.0,2,0.166666667,COMPLETED,171.0
841,5197853,5,1,1,6,4.0,1,0.166666667,COMPLETED,45.0
842,5218158,5,1,1,6,1.0,1,0.166666667,COMPLETED,277.0
843,5219932,1,3,25,90,3.428571429,15,0.166666667,COMPLETED,128.2666667
844,5248896,7,2,2,12,4.5,2,0.166666667,COMPLETED,143.5
845,5286793,2,1,2,12,4.307563701,2,0.166666667,COMPLETED,125.5
846,5291593,1,2,9,30,4.333333333,5,0.166666667,COMPLETED,83.0
847,5312625,7,4,13,48,4.666666667,8,0.166666667,COMPLETED,103.0
848,5325123,2,2,6,30,4.5,5,0.166666667,COMPLETED,98.2
849,5347429,2,3,14,30,5.0,5,0.166666667,COMPLETED,94.6
850,5383385,1,1,1,6,4.307563701,1,0.166666667,COMPLETED,93.0
851,5410571,5,4,26,108,4.0,18,0.166666667,COMPLETED,80.38888889
852,5433842,7,1,2,6,4.307563701,1,0.166666667,COMPLETED,116.0
853,5440226,7,1,2,12,4.0,2,0.166666667,COMPLETED,68.0
854,5273061,7,7,83,173,4.166666667,29,0.167630058,COMPLETED,92.65517241
855,4571584,5,7,44,125,4.5,21,0.168,COMPLETED,124.952381
856,4874975,1,3,39,83,3.8,14,0.16867469899999998,COMPLETED,105.1428571
857,4380414,3,4,22,71,4.166666667,12,0.169014085,COMPLETED,114.33333329999999
858,5059034,7,3,29,71,4.75,12,0.169014085,COMPLETED,83.91666667
859,5373585,5,4,43,136,4.0,23,0.16911764699999998,COMPLETED,74.0
860,3854963,5,6,59,260,4.458333333,44,0.16923076899999998,COMPLETED,99.84090909
861,5227760,3,5,19,53,3.666666667,9,0.16981132100000002,COMPLETED,123.55555559999999
862,5356175,7,5,15,53,4.0,9,0.16981132100000002,COMPLETED,109.0
863,3355215,3,7,37,147,4.214285714,25,0.17006802699999998,COMPLETED,123.16
864,4920404,4,2,8,47,3.75,8,0.17021276600000002,COMPLETED,110.25
865,5137826,7,3,10,47,4.4,8,0.17021276600000002,COMPLETED,88.375
866,5332197,1,5,65,176,4.25,30,0.170454545,COMPLETED,115.93333329999999
867,4498853,6,4,38,123,4.777777778,21,0.17073170699999998,COMPLETED,109.57142859999999
868,2969346,4,6,39,76,4.166666667,13,0.17105263199999998,COMPLETED,83.23076923
869,5202619,1,3,57,228,4.0,39,0.17105263199999998,COMPLETED,109.2307692
870,5132205,5,4,23,99,4.3636363639999995,17,0.171717172,COMPLETED,90.94117647
871,5073148,2,6,32,93,4.833333333,16,0.17204301100000002,COMPLETED,88.25
872,3798866,5,2,7,29,5.0,5,0.172413793,COMPLETED,127.6
873,5348618,4,5,26,116,4.1111111110000005,20,0.172413793,COMPLETED,90.35
874,4182411,4,3,17,81,3.888888889,14,0.172839506,COMPLETED,89.78571429
875,4830034,2,5,31,104,4.1,18,0.173076923,COMPLETED,120.1111111
876,5123131,3,5,25,52,5.0,9,0.173076923,COMPLETED,109.44444440000001
877,4868071,1,7,70,179,4.4,31,0.173184358,COMPLETED,123.5483871
878,5173801,2,7,111,225,3.833333333,39,0.173333333,COMPLETED,93.71794872
879,5316975,2,7,135,300,3.96,52,0.173333333,COMPLETED,77.40384615
880,5348657,7,5,17,75,4.5,13,0.173333333,COMPLETED,81.53846154
881,5256793,5,5,39,98,4.428571429,17,0.173469388,COMPLETED,106.76470590000001
882,5359844,2,5,32,98,4.181818182,17,0.173469388,COMPLETED,122.0
883,5323813,7,7,86,167,4.1,29,0.173652695,COMPLETED,98.13793103
884,3475872,3,1,5,23,5.0,4,0.17391304300000002,COMPLETED,61.75
885,5198183,2,2,6,23,5.0,4,0.17391304300000002,COMPLETED,58.25
886,5346880,3,3,5,23,5.0,4,0.17391304300000002,COMPLETED,131.75
887,5255932,5,5,57,224,4.052631579,39,0.17410714300000002,COMPLETED,113.38461540000002
888,3626950,4,7,104,201,4.6111111110000005,35,0.17412935300000001,COMPLETED,108.0571429
889,5180816,7,7,50,211,4.222222222,37,0.17535545,COMPLETED,91.62162162
890,4673799,5,5,98,325,4.057142857,57,0.175384615,COMPLETED,99.17543859999999
891,4751636,5,6,53,245,4.4,43,0.17551020399999998,COMPLETED,86.69767442
892,5387862,5,6,44,131,3.8181818180000002,23,0.17557251899999998,COMPLETED,82.21739129999999
893,5331692,2,4,38,159,4.2,28,0.17610062899999998,COMPLETED,105.1428571
894,3626282,7,1,6,34,4.0,6,0.176470588,COMPLETED,97.83333333
895,3994570,4,2,4,17,3.0,3,0.176470588,COMPLETED,54.66666667
896,4479481,5,1,7,17,4.307563701,3,0.176470588,COMPLETED,87.33333333
897,4778314,1,2,3,17,3.666666667,3,0.176470588,COMPLETED,114.0
898,4874345,3,4,47,85,4.333333333,15,0.176470588,COMPLETED,104.0
899,5084143,2,3,20,51,5.0,9,0.176470588,COMPLETED,103.7777778
900,5107614,7,6,63,170,4.1428571430000005,30,0.176470588,COMPLETED,113.13333329999999
901,5332254,6,1,3,17,5.0,3,0.176470588,COMPLETED,61.0
902,4856723,5,6,39,164,4.65,29,0.176829268,COMPLETED,103.03448279999999
903,5359946,6,7,48,130,4.285714286,23,0.17692307699999998,COMPLETED,109.2608696
904,4020783,2,4,31,79,3.4,14,0.17721519,COMPLETED,128.7857143
905,4493375,1,4,18,79,4.5,14,0.17721519,COMPLETED,101.6428571
906,5203691,3,6,33,62,4.666666667,11,0.177419355,COMPLETED,83.27272727
907,4735867,2,7,79,259,4.153846154,46,0.177606178,COMPLETED,138.41304350000001
908,3521193,5,4,13,45,2.8,8,0.177777778,COMPLETED,173.0
909,5347366,3,7,62,202,4.315789474,36,0.178217822,COMPLETED,99.52777778
910,5367923,7,4,28,129,4.444444444,23,0.17829457399999998,COMPLETED,134.69565219999998
911,5354936,5,5,14,56,4.5,10,0.17857142899999998,COMPLETED,92.8
912,5198241,4,5,41,179,3.4375,32,0.17877095,COMPLETED,93.21875
913,5388711,4,5,45,162,4.666666667,29,0.17901234600000002,COMPLETED,97.48275862
914,4465526,2,4,19,67,4.6,12,0.179104478,COMPLETED,105.58333329999999
915,5304780,5,5,20,67,4.777777778,12,0.179104478,COMPLETED,103.16666670000001
916,5159884,1,7,58,145,4.4,26,0.179310345,COMPLETED,115.57692309999999
917,5396999,3,7,54,223,4.3888888889999995,40,0.17937219699999998,COMPLETED,105.6
918,5051117,3,5,70,195,4.117647058999999,35,0.179487179,COMPLETED,88.2
919,5318498,7,2,8,39,4.75,7,0.179487179,COMPLETED,95.71428571
920,5012205,2,7,54,178,4.473684211,32,0.179775281,COMPLETED,100.25
921,5114957,1,2,27,89,4.5,16,0.179775281,COMPLETED,128.0
922,5348427,3,7,73,267,4.0,48,0.179775281,COMPLETED,93.5
923,3754231,2,2,17,50,4.333333333,9,0.18,COMPLETED,114.44444440000001
924,5415842,5,3,26,111,4.875,20,0.18018018,COMPLETED,130.2
925,4910065,1,3,16,72,4.75,13,0.180555556,COMPLETED,81.76923077
926,3735534,4,5,20,83,4.333333333,15,0.180722892,COMPLETED,82.73333333
927,5360321,5,5,41,149,4.25,27,0.18120805399999998,COMPLETED,118.03703700000001
928,3475644,3,1,5,11,4.307563701,2,0.181818182,COMPLETED,87.0
929,4030144,3,1,3,11,4.307563701,2,0.181818182,COMPLETED,48.0
930,4212401,4,1,3,11,4.0,2,0.181818182,COMPLETED,99.0
931,4797272,6,4,16,55,4.666666667,10,0.181818182,COMPLETED,82.9
932,4886574,5,4,36,55,4.333333333,10,0.181818182,COMPLETED,121.1
933,5165223,5,2,3,11,4.307563701,2,0.181818182,COMPLETED,59.5
934,5166106,2,2,6,22,4.0,4,0.181818182,COMPLETED,89.0
935,5304003,1,3,13,33,3.75,6,0.181818182,COMPLETED,48.5
936,5346380,1,5,14,55,2.25,10,0.181818182,COMPLETED,131.9
937,5387848,1,2,5,11,4.5,2,0.181818182,COMPLETED,92.0
938,5264526,2,6,56,225,4.375,41,0.182222222,COMPLETED,106.5609756
939,5228266,4,6,103,197,4.4,36,0.18274111699999998,COMPLETED,62.91666667
940,4555145,5,5,60,175,4.210526316,32,0.182857143,COMPLETED,114.75
941,3589235,2,5,20,82,3.8,15,0.18292682899999999,COMPLETED,117.66666670000001
942,5067678,4,6,34,153,4.5,28,0.18300653600000003,COMPLETED,105.4642857
943,3762149,2,5,58,180,4.3888888889999995,33,0.18333333300000001,COMPLETED,77.27272727
944,5330863,3,6,35,109,4.833333333,20,0.183486239,COMPLETED,101.65
945,5110612,2,6,49,147,4.375,27,0.18367346899999998,COMPLETED,101.0
946,5163916,2,5,40,136,4.153846154,25,0.18382352899999999,COMPLETED,122.32
947,5302420,4,7,61,174,4.3571428569999995,32,0.18390804600000002,COMPLETED,117.8125
948,4525054,5,4,26,76,4.0,14,0.184210526,COMPLETED,111.0
949,4651915,5,5,26,108,3.9090909089999997,20,0.185185185,COMPLETED,121.15
950,5204713,1,1,5,27,5.0,5,0.185185185,COMPLETED,96.0
951,5287180,6,4,9,27,4.666666667,5,0.185185185,COMPLETED,106.0
952,5296815,2,2,7,27,5.0,5,0.185185185,COMPLETED,110.0
953,4867768,2,4,25,97,4.0,18,0.18556701,COMPLETED,134.4444444
954,5381739,2,4,52,167,4.153846154,31,0.185628743,COMPLETED,74.96774194
955,5173784,5,5,21,70,4.5,13,0.185714286,COMPLETED,97.30769231
956,5397362,3,6,45,140,4.5,26,0.185714286,COMPLETED,113.92307690000001
957,4711220,4,3,12,43,4.2,8,0.186046512,COMPLETED,96.875
958,5120155,1,2,13,43,4.5,8,0.186046512,COMPLETED,91.75
959,3612345,6,5,35,102,4.384615385,19,0.18627451,COMPLETED,135.5789474
960,5114152,2,4,13,59,4.75,11,0.186440678,COMPLETED,101.5454545
961,5355294,2,7,99,295,4.4375,55,0.186440678,COMPLETED,115.87272730000001
962,4348516,3,2,23,75,4.0,14,0.18666666699999998,COMPLETED,105.3571429
963,4986153,4,3,5,16,4.0,3,0.1875,COMPLETED,129.6666667
964,5210811,7,1,3,16,5.0,3,0.1875,COMPLETED,110.66666670000001
965,5312109,3,3,12,32,5.0,6,0.1875,COMPLETED,88.66666667
966,5439508,7,1,7,32,4.6,6,0.1875,COMPLETED,165.5
967,4303751,3,6,78,154,4.461538462,29,0.188311688,COMPLETED,103.82758620000001
968,4679003,1,2,33,69,4.285714286,13,0.18840579699999999,COMPLETED,70.38461538
969,4922405,2,7,93,228,4.4,43,0.188596491,COMPLETED,137.744186
970,3448655,3,3,19,53,4.8,10,0.188679245,COMPLETED,135.9
971,3668460,1,4,15,53,4.75,10,0.188679245,COMPLETED,108.0
972,5354106,1,3,16,53,4.6,10,0.188679245,COMPLETED,93.1
973,5116282,3,7,107,291,4.137931034,55,0.18900343600000002,COMPLETED,88.65454545
974,4958007,5,6,51,132,3.666666667,25,0.18939393899999998,COMPLETED,110.2
975,5018387,2,6,24,95,4.0,18,0.18947368399999998,COMPLETED,105.1111111
976,4720242,4,5,31,79,4.571428571,15,0.18987341800000002,COMPLETED,85.06666667
977,3355609,5,1,9,42,5.0,8,0.19047619,COMPLETED,123.75
978,4120139,4,2,5,21,5.0,4,0.19047619,COMPLETED,120.25
979,4625469,5,6,20,42,4.666666667,8,0.19047619,COMPLETED,105.5
980,4709638,3,3,13,42,4.666666667,8,0.19047619,COMPLETED,106.25
981,4986157,2,4,12,42,5.0,8,0.19047619,COMPLETED,88.125
982,5034260,7,2,8,21,4.5,4,0.19047619,COMPLETED,102.0
983,5187545,2,5,66,105,4.461538462,20,0.19047619,COMPLETED,51.8
984,5249531,5,7,83,252,4.185185185,48,0.19047619,COMPLETED,82.0625
985,5250079,1,5,42,173,4.333333333,33,0.190751445,COMPLETED,88.15151515
986,4052610,2,6,44,162,4.375,31,0.191358025,COMPLETED,97.03225806
987,3751577,3,6,49,188,4.307692308,36,0.191489362,COMPLETED,112.7777778
988,5289364,7,7,125,475,4.326086957,91,0.191578947,COMPLETED,128.4945055
989,4577172,1,6,37,146,4.625,28,0.191780822,COMPLETED,83.53571429
990,5060587,3,6,81,219,3.928571429,42,0.191780822,COMPLETED,95.45238095
991,5316614,6,3,24,73,3.777777778,14,0.191780822,COMPLETED,137.71428569999998
992,4329565,4,5,78,245,4.703703704,47,0.191836735,COMPLETED,106.0851064
993,5123003,3,5,35,125,4.428571429,24,0.192,COMPLETED,114.70833329999999
994,4112660,1,2,8,26,4.333333333,5,0.192307692,COMPLETED,143.4
995,4304577,2,4,14,52,4.375,10,0.192307692,COMPLETED,121.1
996,4465335,7,2,6,26,5.0,5,0.192307692,COMPLETED,104.0
997,4529926,5,5,18,52,4.166666667,10,0.192307692,COMPLETED,133.8
998,4552096,5,5,64,182,4.615384615,35,0.192307692,COMPLETED,90.45714286
999,2931517,3,5,24,109,4.3,21,0.19266055,COMPLETED,125.2380952
1000,5319635,3,6,64,228,4.421052632,44,0.19298245600000002,COMPLETED,97.43181818
1001,4155397,1,3,10,31,4.0,6,0.193548387,COMPLETED,98.33333333
1002,4867741,5,5,26,62,4.8571428569999995,12,0.193548387,COMPLETED,105.08333329999999
1003,5164176,4,6,19,62,3.833333333,12,0.193548387,COMPLETED,123.16666670000001
1004,5205188,2,3,31,93,4.75,18,0.193548387,COMPLETED,95.88888889
1005,5333378,2,3,15,31,5.0,6,0.193548387,COMPLETED,114.0
1006,4880792,1,3,23,67,4.8571428569999995,13,0.194029851,COMPLETED,86.46153846
1007,5346278,4,3,19,72,4.555555556,14,0.194444444,COMPLETED,95.28571429
1008,4450526,3,2,10,41,1.0,8,0.19512195100000002,COMPLETED,105.75
1009,5420124,7,3,20,41,3.0,8,0.19512195100000002,COMPLETED,95.75
1010,5311001,1,7,124,225,4.090909091,44,0.19555555600000002,COMPLETED,123.79545449999999
1011,4243699,3,3,20,56,4.5,11,0.19642857100000002,COMPLETED,133.2727273
1012,4898205,2,4,24,56,4.833333333,11,0.19642857100000002,COMPLETED,108.2727273
1013,5289561,6,7,107,361,4.3125,71,0.19667590000000001,COMPLETED,86.32394366
1014,5217632,2,3,22,66,4.714285714,13,0.196969697,COMPLETED,128.5384615
1015,5165758,2,4,23,76,4.714285714,15,0.19736842100000002,COMPLETED,118.93333329999999
1016,5071047,1,6,28,86,4.833333333,17,0.197674419,COMPLETED,98.76470588
1017,4643360,7,6,52,197,4.352941176,39,0.197969543,COMPLETED,106.4871795
1018,3399525,4,5,39,101,4.769230769,20,0.198019802,COMPLETED,102.75
1019,2927397,7,1,1,5,4.307563701,1,0.2,COMPLETED,99.0
1020,2928430,3,1,5,10,4.0,2,0.2,COMPLETED,133.0
1021,3809961,4,2,18,45,4.25,9,0.2,COMPLETED,87.55555556
1022,3820817,1,1,2,5,4.307563701,1,0.2,CANCELED,88.0
1023,3899789,2,1,3,15,4.666666667,3,0.2,COMPLETED,102.33333329999999
1024,3945720,2,1,4,20,5.0,4,0.2,COMPLETED,133.75
1025,4005819,7,1,3,5,4.307563701,1,0.2,COMPLETED,173.0
1026,4204467,3,6,18,35,4.5,7,0.2,COMPLETED,89.0
1027,4264013,5,2,4,15,4.0,3,0.2,COMPLETED,135.0
1028,4374072,1,4,21,50,4.666666667,10,0.2,COMPLETED,91.7
1029,4449538,2,4,21,75,4.714285714,15,0.2,COMPLETED,85.33333333
1030,4520568,5,1,2,5,4.307563701,1,0.2,CANCELED,98.0
1031,4535225,4,2,3,5,4.307563701,1,0.2,COMPLETED,127.0
1032,4566126,4,1,1,5,5.0,1,0.2,COMPLETED,202.0
1033,4604445,1,3,5,5,4.0,1,0.2,COMPLETED,157.0
1034,4618187,2,1,1,5,5.0,1,0.2,COMPLETED,60.0
1035,4649791,1,1,2,5,4.0,1,0.2,CANCELED,91.0
1036,4678371,2,6,88,235,4.090909091,47,0.2,COMPLETED,108.3404255
1037,4679303,6,3,4,5,5.0,1,0.2,CANCELED,73.0
1038,4724464,2,2,2,5,3.0,1,0.2,COMPLETED,140.0
1039,4740322,7,6,49,130,4.153846154,26,0.2,COMPLETED,98.69230769
1040,4789669,2,2,4,5,4.307563701,1,0.2,COMPLETED,108.0
1041,4810060,5,3,14,45,4.0,9,0.2,COMPLETED,117.66666670000001
1042,4887294,7,1,1,5,4.307563701,1,0.2,COMPLETED,181.0
1043,4912443,2,1,1,5,4.307563701,1,0.2,COMPLETED,83.0
1044,4970946,3,4,15,55,3.333333333,11,0.2,COMPLETED,99.18181818
1045,5053020,3,2,6,10,4.307563701,2,0.2,COMPLETED,99.0
1046,5059411,2,2,11,30,4.5,6,0.2,COMPLETED,102.83333329999999
1047,5108961,7,4,24,75,4.6,15,0.2,COMPLETED,105.66666670000001
1048,5114683,1,1,4,5,4.0,1,0.2,COMPLETED,78.0
1049,5212684,7,1,2,5,4.307563701,1,0.2,CANCELED,45.0
1050,5217465,4,1,4,20,1.0,4,0.2,COMPLETED,93.5
1051,5225227,2,3,15,30,4.25,6,0.2,COMPLETED,82.0
1052,5250124,2,2,6,15,4.307563701,3,0.2,COMPLETED,118.0
1053,5286519,2,4,20,30,4.5,6,0.2,COMPLETED,99.33333333
1054,5302685,4,1,5,5,4.307563701,1,0.2,COMPLETED,143.0
1055,5332151,2,2,20,40,3.25,8,0.2,COMPLETED,106.625
1056,5367355,1,1,3,10,3.5,2,0.2,COMPLETED,75.0
1057,5383214,4,3,11,40,4.333333333,8,0.2,COMPLETED,137.25
1058,5412726,6,5,19,80,3.9,16,0.2,COMPLETED,101.3125
1059,5419099,5,1,3,5,4.307563701,1,0.2,COMPLETED,87.0
1060,5420018,6,2,11,30,4.307563701,6,0.2,COMPLETED,161.33333330000002
1061,5433621,6,1,2,10,4.307563701,2,0.2,COMPLETED,66.0
1062,5346362,4,5,62,179,4.210526316,36,0.20111731800000002,COMPLETED,105.58333329999999
1063,5395083,4,4,46,159,4.352941176,32,0.20125786199999998,COMPLETED,103.03125
1064,3119416,2,4,36,129,4.2352941180000006,26,0.201550388,COMPLETED,85.80769231
1065,4233558,7,6,63,238,4.64516129,48,0.201680672,COMPLETED,116.04166670000001
1066,4016310,4,7,67,114,4.3636363639999995,23,0.201754386,COMPLETED,51.86956522
1067,5028829,4,4,25,99,4.6363636360000005,20,0.20202020199999998,COMPLETED,111.0
1068,5245536,2,6,80,158,4.058823529,32,0.202531646,COMPLETED,100.78125
1069,4110740,6,6,39,74,4.5,15,0.202702703,COMPLETED,128.46666670000002
1070,4970770,1,7,70,202,4.076923077,41,0.202970297,COMPLETED,117.5609756
1071,5264739,3,6,51,133,4.0,27,0.203007519,COMPLETED,91.85185185
1072,3896826,3,6,99,206,4.380952381,42,0.203883495,COMPLETED,93.64285714
1073,5054538,7,5,26,93,4.444444444,19,0.204301075,COMPLETED,121.0
1074,4059435,7,4,39,137,4.4,28,0.204379562,COMPLETED,126.92857140000001
1075,4964684,1,5,56,171,4.555555556,35,0.204678363,COMPLETED,120.4571429
1076,4367430,5,3,36,83,4.4,17,0.204819277,COMPLETED,94.52941176
1077,5069161,7,4,14,39,4.0,8,0.205128205,COMPLETED,103.25
1078,5252585,2,6,46,185,4.0,38,0.205405405,COMPLETED,90.42105263
1079,3638664,3,6,48,175,4.444444444,36,0.20571428600000002,COMPLETED,126.2777778
