,driver_id,day_of_week,total_days,total_requests,total_assigned,avg_rating,completed_rides,ACR,status,avg_fare
1419,4699156,2,6,39,136,4.1363636360000005,36,0.264705882,COMPLETED,99.27777778
1420,5046454,7,4,10,34,4.5,9,0.264705882,COMPLETED,103.4444444
1421,5395014,4,6,46,117,4.2,31,0.264957265,COMPLETED,80.74193548
1422,5264597,3,5,92,147,4.333333333,39,0.265306122,COMPLETED,73.84615385
1423,5294547,2,5,26,64,4.375,17,0.265625,COMPLETED,102.4117647
1424,5070523,1,6,48,109,4.214285714,29,0.266055046,COMPLETED,121.48275859999998
1425,5309104,2,5,38,109,3.7,29,0.266055046,COMPLETED,92.65517241
1426,3981274,7,5,18,30,4.6,8,0.26666666699999997,COMPLETED,131.5
1427,4692622,1,1,8,15,5.0,4,0.26666666699999997,COMPLETED,143.25
1428,4693679,1,1,4,15,5.0,4,0.26666666699999997,COMPLETED,80.25
1429,4713124,3,5,25,60,4.0,16,0.26666666699999997,COMPLETED,84.0625
1430,5003919,2,2,15,30,4.666666667,8,0.26666666699999997,COMPLETED,105.0
1431,5193630,2,1,5,15,5.0,4,0.26666666699999997,COMPLETED,146.0
1432,5198297,7,6,121,315,4.348837209,84,0.26666666699999997,COMPLETED,114.3452381
1433,5412886,7,5,60,165,4.518518519,44,0.26666666699999997,COMPLETED,111.6136364
1434,5439220,7,1,7,15,5.0,4,0.26666666699999997,COMPLETED,70.25
1435,3936119,1,6,191,378,4.209302326,101,0.267195767,COMPLETED,110.990099
1436,3762069,6,7,83,217,4.178571429,58,0.267281106,COMPLETED,118.1724138
1437,5166041,1,6,42,112,3.8,30,0.267857143,COMPLETED,101.7666667
1438,5355430,5,7,65,168,4.307692308,45,0.267857143,COMPLETED,126.17777779999999
1439,4473842,3,6,30,82,4.625,22,0.26829268300000003,COMPLETED,114.1363636
1440,5391862,5,5,25,67,4.272727273,18,0.268656716,COMPLETED,96.83333333
1441,4517057,1,5,74,167,4.3,45,0.269461078,COMPLETED,106.24444440000002
1442,5374353,3,2,20,37,4.4,10,0.27027027,COMPLETED,120.6
1443,4051325,3,4,51,85,3.6363636360000005,23,0.270588235,COMPLETED,59.91304348
1444,3886324,5,5,55,144,4.0,39,0.270833333,COMPLETED,104.974359
1445,5124702,1,4,72,166,3.4444444439999997,45,0.271084337,COMPLETED,93.42222222
1446,2991424,2,3,3,11,4.5,3,0.272727273,COMPLETED,129.3333333
1447,4027867,3,1,5,11,5.0,3,0.272727273,COMPLETED,152.33333330000002
1448,4059098,4,2,10,22,5.0,6,0.272727273,COMPLETED,70.66666667
1449,4431252,7,3,8,22,4.0,6,0.272727273,COMPLETED,110.33333329999999
1450,4644837,5,2,3,11,5.0,3,0.272727273,COMPLETED,132.3333333
1451,5005974,1,6,24,66,4.272727273,18,0.272727273,COMPLETED,109.16666670000001
1452,5007501,7,1,3,11,5.0,3,0.272727273,COMPLETED,167.0
1453,5026466,2,2,4,11,5.0,3,0.272727273,COMPLETED,109.66666670000001
1454,5039886,4,6,43,132,4.736842105,36,0.272727273,COMPLETED,115.5
1455,5145880,2,2,25,44,4.4,12,0.272727273,COMPLETED,94.41666667
1456,5257974,2,1,11,11,3.5,3,0.272727273,COMPLETED,86.33333333
1457,5305152,1,2,20,44,4.0,12,0.272727273,COMPLETED,108.25
1458,5410525,7,1,9,22,4.666666667,6,0.272727273,COMPLETED,115.66666670000001
1459,5346148,1,7,171,340,3.7735849060000004,93,0.27352941199999997,COMPLETED,117.5376344
1460,5404169,5,6,77,223,4.03125,61,0.273542601,COMPLETED,91.27868852
1461,4487064,1,6,68,168,4.230769231,46,0.27380952399999997,COMPLETED,105.0869565
1462,5338203,3,6,31,84,4.714285714,23,0.27380952399999997,COMPLETED,110.52173909999998
1463,4122033,5,3,35,73,4.307692308,20,0.273972603,COMPLETED,85.55
1464,4486426,4,6,54,146,4.25,40,0.273972603,COMPLETED,111.475
1465,5160367,3,4,15,51,4.571428571,14,0.27450980399999997,COMPLETED,96.92857143
1466,5426155,6,3,23,80,4.75,22,0.275,COMPLETED,112.0909091
1467,3709813,2,6,42,109,4.3,30,0.27522935800000004,COMPLETED,121.53333329999998
1468,2974881,4,5,63,167,3.7037037039999996,46,0.275449102,COMPLETED,114.47826090000002
1469,4341426,6,7,40,98,4.214285714,27,0.275510204,COMPLETED,157.33333330000002
1470,4965310,1,7,88,196,4.583333333,54,0.275510204,COMPLETED,106.31481480000001
1471,5402459,5,5,42,87,4.727272727,24,0.275862069,COMPLETED,102.08333329999999
1472,4916483,5,3,20,47,4.75,13,0.276595745,COMPLETED,103.1538462
1473,5373224,7,7,47,141,4.0,39,0.276595745,COMPLETED,91.46153846
1474,3832175,2,5,47,112,4.266666667,31,0.27678571399999996,COMPLETED,103.03225809999999
1475,4826845,1,4,31,65,4.444444444,18,0.276923077,COMPLETED,97.16666667
1476,4867753,2,6,55,130,4.608695652,36,0.276923077,COMPLETED,98.52777778
1477,4358301,1,2,7,18,4.333333333,5,0.27777777800000003,COMPLETED,117.8
1478,5213337,7,3,5,18,1.5,5,0.27777777800000003,COMPLETED,125.0
1479,5348109,1,4,15,36,4.833333333,10,0.27777777800000003,COMPLETED,115.8
1480,5354168,3,3,49,90,3.588235294,25,0.27777777800000003,COMPLETED,110.12
1481,3952989,7,6,40,79,4.666666667,22,0.278481013,COMPLETED,82.77272727
1482,5003527,4,4,53,104,4.461538462,29,0.278846154,COMPLETED,104.7931034
1483,2950226,2,6,68,190,4.307692308,53,0.27894736800000003,COMPLETED,100.0188679
1484,4514439,3,6,78,172,4.5,48,0.27906976699999997,COMPLETED,101.64583329999999
1485,5219909,2,3,50,86,4.1,24,0.27906976699999997,COMPLETED,96.58333333
1486,5288367,4,5,32,86,3.9375,24,0.27906976699999997,COMPLETED,118.75
1487,5205496,2,6,41,118,4.347826087,33,0.279661017,COMPLETED,112.969697
1488,4759874,4,7,82,193,4.473684211,54,0.27979274600000004,COMPLETED,107.5925926
1489,4095262,4,3,9,25,4.6,7,0.28,COMPLETED,108.2857143
1490,4598089,3,3,8,25,4.5,7,0.28,COMPLETED,106.42857140000001
1491,4658714,1,3,9,25,4.5,7,0.28,COMPLETED,97.71428571
1492,4744404,2,2,8,25,3.5,7,0.28,COMPLETED,112.2857143
1493,5272555,2,6,29,75,3.9,21,0.28,COMPLETED,68.71428571
1494,5339448,5,4,21,50,4.444444444,14,0.28,COMPLETED,108.0
1495,4236070,5,6,35,107,4.3888888889999995,30,0.280373832,COMPLETED,93.2
1496,2886584,4,6,58,189,4.606060606000001,53,0.28042328,COMPLETED,111.96226419999999
1497,4004192,5,5,26,57,4.0,16,0.28070175399999997,COMPLETED,109.6875
1498,5255328,1,6,50,153,3.947368421,43,0.281045752,COMPLETED,79.23255814
1499,4264497,7,3,16,32,4.6,9,0.28125,COMPLETED,119.55555559999999
1500,4465664,2,2,16,32,3.5,9,0.28125,COMPLETED,123.2222222
1501,5159456,1,4,19,32,4.6,9,0.28125,COMPLETED,113.0
1502,5325020,1,2,11,32,4.25,9,0.28125,COMPLETED,99.66666667
1503,4978171,3,5,35,103,4.333333333,29,0.281553398,COMPLETED,87.34482759
1504,5139894,1,6,69,174,4.333333333,49,0.281609195,COMPLETED,117.18367350000001
1505,5361443,4,6,25,71,4.1,20,0.281690141,COMPLETED,83.5
1506,4736784,1,4,15,39,4.5,11,0.282051282,COMPLETED,116.45454550000001
1507,5206116,1,3,16,39,4.0,11,0.282051282,COMPLETED,100.81818179999999
1508,5319254,5,5,16,39,4.4,11,0.282051282,COMPLETED,111.6363636
1509,4284999,5,7,74,163,4.473684211,46,0.282208589,COMPLETED,89.15217391
1510,5381846,3,5,33,85,4.0,24,0.282352941,COMPLETED,96.20833333
1511,2894871,1,6,63,131,4.6,37,0.282442748,COMPLETED,110.0810811
1512,4826928,5,6,58,141,4.45,40,0.283687943,COMPLETED,116.175
1513,5211972,2,6,25,74,4.5,21,0.283783784,COMPLETED,108.9047619
1514,5297921,1,7,96,151,4.409090909,43,0.28476821199999997,COMPLETED,89.6744186
1515,2932118,2,1,3,7,5.0,2,0.28571428600000004,CANCELED,45.0
1516,3195850,7,5,26,70,4.333333333,20,0.28571428600000004,COMPLETED,112.9
1517,3754931,7,1,6,14,5.0,4,0.28571428600000004,COMPLETED,95.0
1518,4018319,4,2,2,7,4.307563701,2,0.28571428600000004,COMPLETED,131.5
1519,4089258,3,2,2,7,4.5,2,0.28571428600000004,COMPLETED,79.0
1520,4174398,2,3,28,63,4.714285714,18,0.28571428600000004,COMPLETED,123.2222222
1521,4416219,4,3,14,42,4.2,12,0.28571428600000004,COMPLETED,105.58333329999999
1522,4541888,5,2,2,7,5.0,2,0.28571428600000004,COMPLETED,111.5
1523,4599428,3,3,15,42,4.75,12,0.28571428600000004,COMPLETED,140.5
1524,4631445,1,2,13,28,4.333333333,8,0.28571428600000004,COMPLETED,113.5
1525,4700650,4,3,12,28,4.666666667,8,0.28571428600000004,COMPLETED,101.125
1526,5035445,1,5,39,98,4.461538462,28,0.28571428600000004,COMPLETED,96.10714286
1527,5051893,2,5,36,112,4.285714286,32,0.28571428600000004,COMPLETED,107.40625
1528,5067669,2,2,3,7,5.0,2,0.28571428600000004,COMPLETED,89.0
1529,5115402,2,3,33,49,4.166666667,14,0.28571428600000004,COMPLETED,102.6428571
1530,5139169,2,1,3,7,4.0,2,0.28571428600000004,COMPLETED,105.0
1531,5218407,1,4,17,56,3.428571429,16,0.28571428600000004,COMPLETED,76.375
1532,5219121,7,1,6,14,2.0,4,0.28571428600000004,COMPLETED,131.5
1533,5251049,2,4,21,70,4.75,20,0.28571428600000004,COMPLETED,98.9
1534,5310941,3,5,22,56,4.285714286,16,0.28571428600000004,COMPLETED,101.4375
1535,5371150,1,1,2,7,4.307563701,2,0.28571428600000004,COMPLETED,84.5
1536,5404280,7,6,63,168,4.24,48,0.28571428600000004,COMPLETED,103.39583329999999
1537,5012278,3,7,76,171,4.272727273,49,0.286549708,COMPLETED,108.61224490000001
1538,5395190,5,6,71,164,4.125,47,0.286585366,COMPLETED,127.02127659999998
1539,4718773,3,4,47,108,3.8461538460000004,31,0.287037037,COMPLETED,100.4193548
1540,5362388,2,7,76,146,4.1,42,0.287671233,COMPLETED,105.5238095
1541,3918668,2,4,28,66,4.666666667,19,0.287878788,COMPLETED,93.47368421
1542,4981877,7,4,19,52,4.333333333,15,0.288461538,COMPLETED,87.53333333
1543,5332096,2,6,63,104,4.066666667,30,0.288461538,COMPLETED,77.26666667
1544,3379506,2,3,39,97,4.0,28,0.28865979399999997,COMPLETED,96.57142857
1545,4348071,3,4,24,45,4.666666667,13,0.288888889,COMPLETED,83.38461538
1546,4559491,2,3,21,45,4.428571429,13,0.288888889,COMPLETED,97.38461538
1547,5202811,4,4,37,90,4.6428571430000005,26,0.288888889,COMPLETED,115.5384615
1548,4592639,4,5,45,128,3.666666667,37,0.2890625,COMPLETED,104.4324324
1549,4935252,7,6,42,114,4.529411765,33,0.289473684,COMPLETED,103.5454545
1550,5397221,3,4,28,76,4.222222222,22,0.289473684,COMPLETED,119.0
1551,3433573,3,4,27,69,4.333333333,20,0.289855072,COMPLETED,99.0
1552,4912988,2,2,22,69,4.625,20,0.289855072,COMPLETED,100.4
1553,4042294,2,4,27,62,4.3,18,0.290322581,COMPLETED,152.66666669999998
1554,5006017,3,4,15,31,4.6,9,0.290322581,COMPLETED,106.0
1555,5420084,7,3,12,31,4.75,9,0.290322581,COMPLETED,110.2222222
1556,3475591,2,1,12,24,4.5,7,0.291666667,COMPLETED,97.14285714
1557,4358221,3,3,15,24,4.5,7,0.291666667,COMPLETED,84.85714286
1558,4696214,3,3,8,24,3.4,7,0.291666667,COMPLETED,89.14285714
1559,4964794,1,2,43,89,3.75,26,0.29213483100000004,COMPLETED,58.76923077
1560,4747985,7,4,38,82,4.125,24,0.292682927,COMPLETED,104.75
1561,5053111,3,7,86,181,3.633333333,53,0.29281768,COMPLETED,127.56603770000001
1562,5346792,3,4,38,75,3.8181818180000002,22,0.29333333300000003,COMPLETED,106.5
1563,5286978,2,6,77,167,4.24137931,49,0.293413174,COMPLETED,100.9183673
1564,4571158,5,6,62,92,4.25,27,0.293478261,COMPLETED,75.11111111
1565,4606374,3,5,52,143,3.857142857,42,0.293706294,COMPLETED,107.42857140000001
1566,5074922,4,7,73,143,3.722222222,42,0.293706294,COMPLETED,98.95238095
1567,4424797,4,6,59,136,4.210526316,40,0.294117647,COMPLETED,89.325
1568,5125852,5,4,27,51,4.625,15,0.294117647,COMPLETED,105.73333329999998
1569,5133036,2,1,7,17,1.0,5,0.294117647,COMPLETED,92.0
1570,5165804,7,6,31,68,4.454545455,20,0.294117647,COMPLETED,120.75
1571,5296471,6,6,46,102,4.444444444,30,0.294117647,COMPLETED,97.33333333
1572,5361472,1,2,5,17,4.5,5,0.294117647,COMPLETED,132.8
1573,5411514,5,1,6,17,5.0,5,0.294117647,COMPLETED,105.0
1574,3804886,2,6,70,163,4.464285714,48,0.294478528,COMPLETED,103.97916670000001
1575,4573559,1,7,71,156,4.05,46,0.294871795,COMPLETED,96.76086957
1576,5367468,7,4,35,78,4.5,23,0.294871795,COMPLETED,102.7391304
1577,3801157,1,5,19,44,4.0,13,0.295454545,COMPLETED,93.23076923
1578,5180169,6,7,36,88,4.333333333,26,0.295454545,COMPLETED,108.7692308
1579,5212182,1,7,147,257,4.1578947369999995,76,0.295719844,COMPLETED,78.48684211
1580,4424694,5,4,37,71,4.0,21,0.29577464800000003,COMPLETED,92.76190476
1581,5350817,7,7,64,142,4.409090909,42,0.29577464800000003,COMPLETED,107.547619
1582,5285685,5,5,56,98,4.3125,29,0.295918367,COMPLETED,113.68965520000002
1583,2940838,1,6,50,125,4.5882352939999995,37,0.29600000000000004,COMPLETED,92.27027027
1584,4216761,1,5,30,54,3.777777778,16,0.296296296,COMPLETED,87.1875
1585,5117191,3,3,17,27,4.0,8,0.296296296,COMPLETED,130.0
1586,5310519,1,4,32,81,4.6,24,0.296296296,COMPLETED,124.375
1587,5439209,7,1,8,27,5.0,8,0.296296296,COMPLETED,100.75
1588,4970994,6,7,88,236,4.3142857139999995,70,0.296610169,COMPLETED,90.27142857
1589,5311290,3,5,46,118,4.458333333,35,0.296610169,COMPLETED,101.7142857
1590,5226786,1,6,53,91,4.3571428569999995,27,0.296703297,COMPLETED,88.59259259
1591,4612889,2,3,14,37,3.0,11,0.297297297,COMPLETED,89.81818182
1592,5033434,3,5,72,158,4.4,47,0.297468354,COMPLETED,102.0
1593,5090027,3,5,31,84,4.8571428569999995,25,0.297619048,COMPLETED,108.08
1594,5179681,5,4,36,94,4.416666667,28,0.29787234,COMPLETED,103.07142859999999
1595,5375397,5,7,72,151,4.24,45,0.298013245,COMPLETED,100.33333329999999
1596,4325997,1,5,40,87,4.272727273,26,0.298850575,COMPLETED,97.76923077
1597,3636342,3,3,43,80,4.166666667,24,0.3,COMPLETED,109.29166670000001
1598,3812874,1,1,3,10,5.0,3,0.3,COMPLETED,93.66666667
1599,4009983,4,2,4,10,5.0,3,0.3,COMPLETED,83.66666667
1600,4181160,2,1,7,10,4.0,3,0.3,COMPLETED,105.0
1601,4303264,6,4,14,30,4.625,9,0.3,COMPLETED,98.0
1602,4720103,4,2,5,10,4.0,3,0.3,COMPLETED,96.0
1603,5125607,7,1,6,10,5.0,3,0.3,COMPLETED,164.66666669999998
1604,5142034,4,3,19,30,3.666666667,9,0.3,COMPLETED,124.2222222
1605,5168368,2,2,16,30,5.0,9,0.3,COMPLETED,95.88888889
1606,5225579,1,1,3,10,5.0,3,0.3,COMPLETED,145.33333330000002
1607,5293470,5,2,7,20,5.0,6,0.3,COMPLETED,75.83333333
1608,5356133,1,1,5,10,3.333333333,3,0.3,COMPLETED,89.0
1609,5058733,6,7,72,183,4.34375,55,0.300546448,COMPLETED,96.69090909
1610,5348716,2,5,75,153,4.476190476,46,0.300653595,COMPLETED,110.30434779999999
1611,4912412,3,6,39,113,4.538461538,34,0.30088495600000004,COMPLETED,113.9705882
1612,4121747,5,4,37,93,3.583333333,28,0.301075269,COMPLETED,111.3571429
1613,4492069,3,5,44,93,4.6,28,0.301075269,COMPLETED,103.9642857
1614,5106316,3,6,34,63,3.916666667,19,0.301587302,COMPLETED,83.10526316
1615,4195544,1,7,71,169,4.391304348,51,0.301775148,COMPLETED,98.96078431
1616,5255956,4,4,29,53,4.444444444,16,0.301886792,COMPLETED,101.0625
1617,4967571,2,6,51,122,4.380952381,37,0.303278689,COMPLETED,103.5675676
1618,4959785,7,5,37,79,4.444444444,24,0.303797468,COMPLETED,107.45833329999999
1619,5168997,5,5,43,102,4.777777778,31,0.303921569,COMPLETED,68.58064516
1620,5137945,7,6,57,138,4.263157895,42,0.304347826,COMPLETED,122.8809524
1621,5375330,5,3,7,23,4.75,7,0.304347826,COMPLETED,114.8571429
1622,5317450,5,4,53,82,4.2,25,0.304878049,COMPLETED,109.92
1623,5317456,4,7,65,131,4.5,40,0.305343511,COMPLETED,105.55
1624,4657629,3,3,15,36,4.75,11,0.305555556,COMPLETED,117.9090909
1625,4746082,3,6,57,157,4.2173913039999995,48,0.30573248399999997,COMPLETED,89.875
1626,5168824,5,6,52,98,4.6111111110000005,30,0.30612244899999996,COMPLETED,94.2
1627,4920430,4,6,62,124,4.5,38,0.306451613,COMPLETED,108.73684209999999
1628,4004354,4,3,33,75,4.076923077,23,0.306666667,COMPLETED,95.95652174
1629,4323923,4,2,12,26,4.166666667,8,0.307692308,COMPLETED,86.25
1630,4498319,5,3,12,26,3.333333333,8,0.307692308,COMPLETED,120.875
1631,4703140,1,1,6,13,5.0,4,0.307692308,COMPLETED,143.0
1632,4797623,7,1,10,26,4.666666667,8,0.307692308,COMPLETED,73.25
1633,5004196,2,3,6,13,3.75,4,0.307692308,COMPLETED,104.75
1634,5169103,3,2,4,13,4.75,4,0.307692308,COMPLETED,84.0
1635,5206160,3,1,7,13,4.666666667,4,0.307692308,COMPLETED,135.75
1636,5285833,2,1,7,13,5.0,4,0.307692308,COMPLETED,88.5
1637,5361769,7,1,13,26,3.5,8,0.307692308,COMPLETED,115.625
1638,5381347,4,2,5,13,4.75,4,0.307692308,COMPLETED,81.5
1639,5412629,4,4,11,26,5.0,8,0.307692308,COMPLETED,98.375
1640,5255389,2,6,44,120,4.25,37,0.308333333,COMPLETED,117.7027027
1641,5139500,4,6,49,107,4.05,33,0.308411215,COMPLETED,92.60606061
1642,5295158,3,4,38,94,4.1,29,0.308510638,COMPLETED,103.48275859999998
1643,3132920,3,5,43,110,4.454545455,34,0.30909090899999997,COMPLETED,114.9705882
1644,5003092,4,6,68,126,4.315789474,39,0.30952381,COMPLETED,100.7692308
1645,5080337,1,6,37,71,4.333333333,22,0.309859155,COMPLETED,90.45454545
1646,4971773,3,7,107,229,4.2647058819999994,71,0.310043668,COMPLETED,97.77464789
1647,5374170,3,6,62,129,4.1875,40,0.31007751899999997,COMPLETED,105.225
1648,5252919,7,6,20,58,4.222222222,18,0.310344828,COMPLETED,121.83333329999999
1649,5320299,2,3,31,58,4.666666667,18,0.310344828,COMPLETED,104.66666670000001
1650,5352912,4,3,11,29,4.428571429,9,0.310344828,COMPLETED,101.11111109999999
1651,5388919,2,5,58,138,4.181818182,43,0.311594203,COMPLETED,98.88372093
1652,4604343,3,4,31,77,4.076923077,24,0.31168831199999997,COMPLETED,109.0
1653,4656561,7,4,27,77,4.666666667,24,0.31168831199999997,COMPLETED,101.79166670000001
1654,4536821,4,7,64,141,4.333333333,44,0.312056738,COMPLETED,113.7727273
1655,4473248,7,3,8,16,4.0,5,0.3125,COMPLETED,78.4
1656,4894815,7,2,6,16,4.0,5,0.3125,COMPLETED,107.8
1657,4940237,3,3,20,48,4.1428571430000005,15,0.3125,COMPLETED,107.53333329999998
1658,5247914,1,2,8,16,3.8,5,0.3125,COMPLETED,87.2
1659,5274185,3,5,19,48,4.8888888889999995,15,0.3125,COMPLETED,126.46666670000002
1660,5395367,2,3,12,32,4.6,10,0.3125,COMPLETED,91.4
1661,5406508,7,2,13,32,4.5,10,0.3125,COMPLETED,100.3
1662,5438810,7,1,5,16,4.666666667,5,0.3125,COMPLETED,142.0
1663,5402167,5,6,60,147,4.434782609,46,0.31292517,COMPLETED,106.06521740000001
1664,4282958,1,6,59,115,4.214285714,36,0.313043478,COMPLETED,96.97222222
1665,5397186,3,6,78,182,4.454545455,57,0.313186813,COMPLETED,96.78947368
1666,4554374,5,6,48,118,4.421052632,37,0.313559322,COMPLETED,103.972973
1667,4613832,1,3,25,51,4.285714286,16,0.31372549,COMPLETED,107.875
1668,5348158,7,6,46,137,4.666666667,43,0.313868613,COMPLETED,97.48837209
1669,5354603,4,5,54,86,4.2,27,0.313953488,COMPLETED,97.07407407
1670,4760071,7,4,18,35,4.166666667,11,0.314285714,COMPLETED,121.18181820000001
1671,5212475,2,4,36,70,4.545454545,22,0.314285714,COMPLETED,120.81818179999999
1672,5257385,2,4,39,89,3.5,28,0.314606742,COMPLETED,82.57142857
1673,4034260,3,2,36,54,4.0,17,0.314814815,COMPLETED,100.7647059
1674,5131960,5,5,23,54,4.571428571,17,0.314814815,COMPLETED,92.76470588
1675,5348402,2,5,25,54,4.555555556,17,0.314814815,COMPLETED,107.29411759999999
1676,4751686,7,7,100,200,4.517241379,63,0.315,COMPLETED,98.01587302
1677,5140837,5,4,38,92,4.3888888889999995,29,0.315217391,COMPLETED,94.48275862
1678,4673275,3,4,42,76,4.153846154,24,0.31578947399999996,COMPLETED,91.91666667
1679,4966506,4,4,13,38,4.0,12,0.31578947399999996,COMPLETED,104.66666670000001
1680,5025622,4,5,81,133,4.416666667,42,0.31578947399999996,COMPLETED,117.0952381
1681,5073807,6,2,7,19,3.5,6,0.31578947399999996,COMPLETED,90.16666667
1682,5099563,1,1,10,19,4.2,6,0.31578947399999996,COMPLETED,114.83333329999999
1683,5159535,3,6,42,95,4.266666667,30,0.31578947399999996,COMPLETED,118.9
1684,5339230,5,7,41,95,4.266666667,30,0.31578947399999996,COMPLETED,114.36666670000001
1685,5404262,5,5,69,174,4.68,55,0.316091954,COMPLETED,99.65454545
1686,4409159,5,5,81,161,4.434782609,51,0.316770186,COMPLETED,104.17647059999999
1687,4980010,1,7,62,101,4.3125,32,0.31683168300000003,COMPLETED,77.8125
1688,5004758,5,4,41,82,4.5,26,0.31707317100000004,COMPLETED,95.23076923
1689,5402976,4,4,18,41,3.428571429,13,0.31707317100000004,COMPLETED,117.6923077
1690,5368029,2,3,38,85,4.3571428569999995,27,0.317647059,COMPLETED,106.66666670000001
1691,3343921,2,5,48,88,4.0,28,0.318181818,COMPLETED,118.25
1692,4852745,2,3,9,22,4.0,7,0.318181818,COMPLETED,141.8571429
1693,5311176,1,1,11,22,4.75,7,0.318181818,COMPLETED,102.7142857
1694,5375135,5,4,18,44,4.375,14,0.318181818,COMPLETED,94.57142857
1695,4541499,5,6,58,138,4.272727273,44,0.31884058,COMPLETED,106.45454550000001
1696,5302142,3,5,43,69,3.4,22,0.31884058,COMPLETED,115.04545449999999
1697,5389387,6,3,22,47,4.375,15,0.319148936,COMPLETED,78.53333333
1698,2926142,1,7,73,144,4.416666667,46,0.319444444,COMPLETED,96.82608696
1699,4510572,1,6,31,72,4.6,23,0.319444444,COMPLETED,105.0
1700,4803994,2,5,34,72,4.545454545,23,0.319444444,COMPLETED,122.43478259999999
1701,4873380,5,5,28,50,4.0,16,0.32,COMPLETED,90.0625
1702,5017023,1,3,14,25,4.25,8,0.32,COMPLETED,134.125
1703,5266172,1,2,11,25,3.0,8,0.32,COMPLETED,88.25
1704,5289067,1,4,29,50,3.8181818180000002,16,0.32,COMPLETED,73.4375
1705,5426857,7,3,22,53,4.666666667,17,0.32075471699999997,COMPLETED,129.0
1706,5383323,7,5,31,81,4.923076923,26,0.320987654,COMPLETED,100.8461538
1707,5157604,2,7,109,274,4.295454545,88,0.321167883,COMPLETED,104.1477273
1708,2962047,2,4,26,56,4.2,18,0.321428571,COMPLETED,106.44444440000001
1709,4038984,3,5,13,28,3.2,9,0.321428571,COMPLETED,107.2222222
1710,5126985,7,4,64,140,4.2,45,0.321428571,COMPLETED,123.95555559999998
1711,5219811,1,3,12,28,4.0,9,0.321428571,COMPLETED,116.55555559999999
1712,5226849,2,5,25,56,4.571428571,18,0.321428571,COMPLETED,59.11111111
1713,5365337,2,2,11,28,4.0,9,0.321428571,COMPLETED,80.77777778
1714,5165788,4,6,63,143,4.2380952380000005,46,0.321678322,COMPLETED,110.17391299999998
1715,5266108,7,4,23,59,4.25,19,0.322033898,COMPLETED,92.47368421
1716,4021572,2,6,65,121,4.25,39,0.32231405,COMPLETED,103.6923077
1717,5273180,2,4,71,186,3.939393939,60,0.322580645,COMPLETED,104.5666667
1718,5412687,6,3,15,31,4.75,10,0.322580645,COMPLETED,98.8
1719,4946836,1,6,75,127,4.454545455,41,0.322834646,COMPLETED,95.70731707
1720,5317240,2,7,49,96,4.2,31,0.322916667,COMPLETED,99.80645161
1721,5354559,2,6,28,71,4.375,23,0.32394366199999997,COMPLETED,88.0
1722,4303472,4,5,17,37,4.666666667,12,0.324324324,COMPLETED,112.33333329999999
1723,4856793,3,4,21,37,4.333333333,12,0.324324324,COMPLETED,129.1666667
1724,4845880,4,7,53,80,3.375,26,0.325,COMPLETED,91.53846154
1725,5360551,1,2,19,40,4.428571429,13,0.325,COMPLETED,109.5384615
1726,4833154,3,7,68,126,4.210526316,41,0.325396825,COMPLETED,138.68292680000002
1727,4364336,6,7,64,129,4.5,42,0.325581395,COMPLETED,101.8571429
1728,5067563,7,2,16,43,4.625,14,0.325581395,COMPLETED,95.5
1729,4919968,4,7,107,261,4.451612903,85,0.32567049800000003,COMPLETED,109.4470588
1730,3718344,2,6,47,92,4.6875,30,0.326086957,COMPLETED,105.66666670000001
1731,5052985,1,7,77,138,4.535714286,45,0.326086957,COMPLETED,108.0
1732,5179321,4,3,22,46,4.375,15,0.326086957,COMPLETED,89.06666667
1733,5410655,5,5,102,187,3.96875,61,0.326203209,COMPLETED,105.2131148
1734,4840058,3,7,58,141,4.608695652,46,0.326241135,COMPLETED,112.2391304
1735,5051368,7,6,44,101,3.933333333,33,0.32673267300000003,COMPLETED,92.27272727
1736,3878003,2,3,68,104,4.466666667,34,0.326923077,COMPLETED,85.5
1737,5138154,5,7,139,308,4.615384615,101,0.327922078,COMPLETED,113.47524750000001
1738,4626074,4,6,58,125,4.35,41,0.32799999999999996,COMPLETED,120.5365854
1739,5374849,1,6,32,73,4.769230769,24,0.328767123,COMPLETED,104.45833329999999
1740,3109117,2,6,37,76,4.1111111110000005,25,0.328947368,COMPLETED,117.32
1741,4187580,3,5,27,79,4.666666667,26,0.329113924,COMPLETED,116.7307692
1742,4532374,1,3,42,82,4.1428571430000005,27,0.329268293,COMPLETED,115.44444440000001
1743,5208572,4,4,38,91,4.230769231,30,0.32967033,COMPLETED,115.3
1744,5245211,2,6,94,182,4.485714286,60,0.32967033,COMPLETED,100.75
1745,4612459,4,6,51,100,4.5,33,0.33,COMPLETED,83.63636364
1746,4254553,3,7,129,299,4.444444444,99,0.331103679,COMPLETED,106.020202
1747,3218204,4,1,2,6,5.0,2,0.333333333,COMPLETED,109.5
1748,3757071,3,2,2,3,3.0,1,0.333333333,CANCELED,91.0
1749,3758181,3,3,28,48,4.285714286,16,0.333333333,COMPLETED,102.75
1750,3813743,4,3,18,33,4.0,11,0.333333333,COMPLETED,98.81818182
1751,3905537,5,1,6,12,4.0,4,0.333333333,COMPLETED,119.75
1752,3914202,7,1,9,15,5.0,5,0.333333333,COMPLETED,86.6
1753,3917460,3,2,9,15,2.5,5,0.333333333,COMPLETED,127.8
1754,3967187,2,4,22,33,4.5,11,0.333333333,COMPLETED,103.5454545
