driver_id,day_of_week,Hour,Minute,total_assigned_request,avg_rating,completed_rides,ACR,status,ride_duration_hour,total_distance_covered_km
5302995,1,15,39,17,3.6,11,0.65,COMPLETED,1.25,37.214
5303101,3,10,3,14,4.285714286,11,0.79,COMPLETED,1.01,25.671
5303157,1,2,8,111,4.333333333,39,0.35,COMPLETED,2.691944444,65.506
5303372,5,6,9,42,4,25,0.6,COMPLETED,4.208055556,84.874
5303604,2,14,51,15,3.8,9,0.6,COMPLETED,1.579444444,36.028
5303683,1,12,45,2,,0,0,CANCELED,,
5303691,3,15,21,9,5,1,0.11,CANCELED,0.178888889,3.013
5303740,3,18,14,1,,0,0,CANCELED,,
5303746,6,16,54,3,5,1,0.33,CANCELED,0.010555556,0.184
5303987,6,18,15,29,4.75,18,0.62,COMPLETED,3.630555556,64.186
5304003,1,9,46,13,3.75,6,0.46,COMPLETED,0.133611111,3.867
5304013,2,16,45,1,,0,0,CANCELED,,
5304149,1,9,38,62,4.05,49,0.79,COMPLETED,13.78527778,253.462
5304161,2,9,41,3,,2,0.67,COMPLETED,0.484722222,8.924
5304619,5,17,3,44,4.666666667,7,0.16,COMPLETED,2.505277778,39.421
5304683,1,9,3,8,4.333333333,6,0.75,COMPLETED,1.129444444,16.703
5304718,5,9,32,62,4.5,38,0.61,COMPLETED,12.53805556,208.844
5304780,5,17,8,20,4.777777778,12,0.6,COMPLETED,3.630277778,57.679
5305045,4,21,3,17,4.285714286,14,0.82,COMPLETED,4.6225,83.499
5305072,6,11,9,24,4.7,14,0.58,COMPLETED,4.631666667,60.911
5305086,2,17,41,32,4,27,0.84,COMPLETED,4.175555556,83.826
5305088,7,17,6,136,4.260869565,83,0.61,COMPLETED,20.43027778,379.994
5305118,2,10,38,1,,0,0,CANCELED,,
5305152,1,7,19,20,4,12,0.6,COMPLETED,3.267222222,62.426
5306125,5,13,5,40,4.055555556,33,0.83,COMPLETED,6.229166667,99.978
5309101,3,23,23,15,4,12,0.8,COMPLETED,2.633055556,57.11
5309104,2,11,10,38,3.7,29,0.76,COMPLETED,6.454444444,113.995
5309242,5,14,29,180,4.366666667,71,0.39,COMPLETED,21.35861111,373.197
5309384,6,22,11,41,3.666666667,14,0.34,COMPLETED,1.94,53.343
5309730,1,17,36,39,4.333333333,23,0.59,COMPLETED,6.229166667,105.927
5310158,3,13,39,14,5,8,0.57,COMPLETED,4.062222222,60.838
5310359,7,12,36,47,4.357142857,37,0.79,COMPLETED,9.615277778,175.437
5310443,4,18,16,17,4.666666667,10,0.59,COMPLETED,3.204444444,45.904
5310502,2,17,17,75,4.4375,37,0.49,COMPLETED,8.305,171.104
5310519,1,20,34,32,4.6,24,0.75,COMPLETED,7.236111111,146.124
5310862,3,13,46,1,,0,0,CANCELED,,
5310941,3,9,30,22,4.285714286,16,0.73,COMPLETED,5.279722222,72.774
5310952,2,8,49,59,4.214285714,29,0.49,COMPLETED,11.00194444,165.574
5310984,1,6,29,4,,1,0.25,CANCELED,0.145833333,2.976
5310994,1,8,36,7,,4,0.57,COMPLETED,1.053055556,22.299
5310997,6,14,24,16,4,6,0.38,COMPLETED,1.863055556,25.358
5311001,1,10,11,124,4.090909091,44,0.35,COMPLETED,14.94027778,244.518
5311003,2,20,11,35,4.307692308,30,0.86,COMPLETED,8.660277778,143.711
5311075,7,16,6,225,4.333333333,42,0.19,COMPLETED,2.888888889,57.363
5311176,1,13,1,11,4.75,7,0.64,COMPLETED,2.150277778,33.912
5311253,4,19,56,10,4.2,9,0.9,COMPLETED,2.552777778,47.927
5311290,3,20,37,46,4.458333333,35,0.76,COMPLETED,7.377777778,157.571
5311808,5,10,19,79,4.666666667,63,0.8,COMPLETED,14.44527778,243.709
5312004,4,18,27,2,,1,0.5,CANCELED,0.146111111,2.987
5312059,7,9,13,36,4.142857143,29,0.81,COMPLETED,7.081944444,116.398
5312094,5,18,1,50,4.470588235,26,0.52,COMPLETED,8.144722222,159.128
5312109,3,17,58,12,5,6,0.5,COMPLETED,0.979166667,23.118
5312134,2,21,19,11,,1,0.09,COMPLETED,0.155277778,1.89
5312492,5,16,17,16,4.666666667,11,0.69,COMPLETED,2.649722222,52.839
5312574,2,9,58,42,4.4,32,0.76,COMPLETED,7.090555556,108.61
5312625,7,21,41,13,4.666666667,8,0.62,COMPLETED,1.591944444,32.533
5313093,2,21,20,46,4.238095238,39,0.85,COMPLETED,10.72416667,211.19
5315004,2,5,57,31,3.5,7,0.23,COMPLETED,0.009444444,4.916
5316186,1,20,55,24,5,11,0.46,COMPLETED,3.004722222,51.548
5316614,6,19,0,24,3.777777778,14,0.58,COMPLETED,4.470833333,94.608
5316680,7,14,0,64,4.8,46,0.72,COMPLETED,12.07777778,181.632
5316930,1,10,46,1,,0,0,CANCELED,,
5316975,2,10,53,135,3.96,52,0.39,COMPLETED,8.999444444,150.587
5317096,7,8,36,73,3.866666667,48,0.66,COMPLETED,11.81805556,205.471
5317240,2,19,31,49,4.2,31,0.63,COMPLETED,8.022222222,139.474
5317375,1,10,10,76,4.193548387,63,0.83,COMPLETED,17.72194444,287.412
5317450,5,9,43,53,4.2,25,0.47,COMPLETED,6.822222222,122.279
5317456,4,12,28,65,4.5,40,0.62,COMPLETED,10.97333333,184.539
5317465,2,11,31,63,4.666666667,39,0.62,COMPLETED,10.35638889,194.226
5317468,1,19,10,46,4.846153846,30,0.65,COMPLETED,8.568055556,119.646
5317507,6,13,51,7,4.5,5,0.71,COMPLETED,1.634722222,14.522
5317602,2,17,17,24,4.571428571,19,0.79,COMPLETED,5.278333333,68.038
5317671,1,16,17,10,5,8,0.8,COMPLETED,2.9825,39.733
5317704,2,17,56,32,3.8,13,0.41,COMPLETED,4.644444444,71.765
5318161,2,13,1,2,,0,0,CANCELED,,
5318180,4,18,21,10,4.333333333,4,0.4,COMPLETED,1.415,17.015
5318395,3,9,22,19,4.125,12,0.63,COMPLETED,3.294444444,64.857
5318396,5,12,11,16,3.75,12,0.75,COMPLETED,3.976388889,72.388
5318399,2,18,43,27,4.5,14,0.52,COMPLETED,3.540555556,53.722
5318402,3,15,4,2,,0,0,CANCELED,,
5318423,4,20,42,37,4.333333333,30,0.81,COMPLETED,5.232777778,95.441
5318498,7,18,17,8,4.75,7,0.88,COMPLETED,1.442777778,30.304
5318550,5,19,9,21,4.666666667,18,0.86,COMPLETED,2.785555556,44.292
5318723,4,18,28,7,4.666666667,5,0.71,COMPLETED,0.743333333,15.935
5318877,7,5,58,31,4.363636364,21,0.68,COMPLETED,4.222222222,82.924
5318906,4,10,10,57,3.866666667,31,0.54,COMPLETED,6.170277778,93.63
5319005,3,22,8,103,4.108108108,64,0.62,COMPLETED,15.98861111,281.86
5319237,1,8,36,21,4,14,0.67,COMPLETED,2.248055556,44.758
5319254,5,21,45,16,4.4,11,0.69,COMPLETED,4.542222222,55.512
5319312,3,20,48,12,4,11,0.92,COMPLETED,3.175277778,55.136
5319424,7,14,25,29,4.444444444,20,0.69,COMPLETED,5.279166667,128.362
5319635,3,6,9,64,4.421052632,44,0.69,COMPLETED,11.45416667,189.243
5319719,2,18,45,3,,1,0.33,COMPLETED,0.000555556,15.974
5319829,2,18,58,52,3.863636364,29,0.56,COMPLETED,8.467777778,147.384
5319842,4,21,35,47,4.666666667,24,0.51,COMPLETED,7.720555556,136.438
5320299,2,12,17,31,4.666666667,18,0.58,COMPLETED,4.796944444,84.993
5323813,7,14,54,86,4.1,29,0.34,COMPLETED,5.398055556,125.779
5323821,7,12,45,4,4,2,0.5,COMPLETED,0.219444444,4.101
5323904,1,19,19,70,4.310344828,59,0.84,COMPLETED,15.48333333,252.537
5323965,4,17,51,33,4.333333333,21,0.64,COMPLETED,6.065277778,112.69
5324300,1,20,2,46,4.5,8,0.17,COMPLETED,2.2175,39.666
5324317,2,8,6,20,3,14,0.7,COMPLETED,4.801666667,80.907
5324405,7,20,2,8,5,4,0.5,COMPLETED,0.999166667,21.209
5324522,5,17,26,130,4.375,89,0.68,COMPLETED,27.43472222,438.336
5324525,3,13,3,54,4.692307692,36,0.67,COMPLETED,9.336944444,168.328
5324527,2,8,51,4,,0,0,CANCELED,,
5324537,2,10,26,3,,1,0.33,COMPLETED,0.643611111,5.836
5324633,2,19,26,74,4.52,52,0.7,COMPLETED,9.753611111,197.795
5324858,7,15,4,15,4.5,12,0.8,COMPLETED,1.309166667,35.252
5325002,5,11,0,2,5,1,0.5,COMPLETED,0.261944444,6.341
5325020,1,16,14,11,4.25,9,0.82,COMPLETED,2.489444444,41.044
5325055,1,13,17,11,2.5,7,0.64,COMPLETED,1.558333333,33.739
5325056,7,18,50,35,4.3,29,0.83,COMPLETED,6.218611111,92.268
5325100,7,11,25,62,4.263157895,32,0.52,COMPLETED,6.944444444,150.252
5325123,2,17,13,6,4.5,5,0.83,COMPLETED,1.217777778,20.01
5325133,5,12,19,35,4.333333333,26,0.74,COMPLETED,7.025,106.59
5325152,4,16,17,112,4.055555556,33,0.29,COMPLETED,8.667777778,166.143
5325193,5,9,8,3,,0,0,CANCELED,,
5325471,2,15,34,85,4.475,68,0.8,COMPLETED,19.8825,339.524
5325641,2,13,53,25,4.5,23,0.92,COMPLETED,6.07,100.077
5325707,1,17,43,3,,0,0,CANCELED,,
5326464,2,7,9,86,4.454545455,60,0.7,COMPLETED,12.81166667,270.135
5326516,3,16,1,49,4.363636364,25,0.51,COMPLETED,2.2475,76.856
5326523,1,15,46,35,4.4,22,0.63,COMPLETED,6.441944444,75.816
5327093,4,18,20,29,3.875,15,0.52,COMPLETED,2.536666667,42.52
5327161,7,19,5,34,4.714285714,19,0.56,COMPLETED,8.870277778,71.239
5327331,1,9,39,33,3.5,8,0.24,COMPLETED,2.176111111,45.292
5327495,3,9,2,67,3.8125,50,0.75,COMPLETED,15.51111111,252.611
5327808,2,11,53,76,4.565217391,51,0.67,COMPLETED,15.06722222,266.62
5328213,4,19,40,30,4,23,0.77,COMPLETED,4.255,84.135
5329133,1,9,18,16,4,6,0.38,COMPLETED,1.405833333,26.1
5329150,1,11,54,15,4,13,0.87,COMPLETED,4.260833333,64.818
5329329,3,11,14,8,4.333333333,6,0.75,COMPLETED,1.038333333,20.623
5330863,3,16,16,35,4.833333333,20,0.57,COMPLETED,5.385277778,91.67
5331077,3,12,41,47,4.5,42,0.89,COMPLETED,12.29194444,223.982
5331644,5,18,34,32,4.466666667,23,0.72,COMPLETED,6.701944444,115.793
5331645,2,19,16,1,,0,0,CANCELED,,
5331692,2,19,15,38,4.2,28,0.74,COMPLETED,7.67,134.596
5331953,3,15,12,32,4.416666667,20,0.63,COMPLETED,5.631111111,89.866
5332096,2,23,53,63,4.066666667,30,0.48,COMPLETED,2.0775,73.266
5332146,5,11,23,11,5,8,0.73,COMPLETED,2.429444444,32.845
5332149,5,11,23,69,4.590909091,53,0.77,COMPLETED,15.6175,261.311
5332151,2,19,36,20,3.25,8,0.4,COMPLETED,1.644166667,37.86
5332163,1,16,9,58,3.636363636,25,0.43,COMPLETED,1.601944444,48.377
5332197,1,15,49,65,4.25,30,0.46,COMPLETED,10.10166667,166.721
5332275,6,12,35,4,,0,0,CANCELED,,
5332342,2,10,31,7,3,3,0.43,COMPLETED,0.6125,13.181
5332405,1,17,34,2,,0,0,CANCELED,,
5332449,7,16,55,12,4.5,10,0.83,COMPLETED,1.947222222,40.664
5332470,1,10,24,8,3,5,0.63,COMPLETED,0.885277778,13.562
5332522,4,17,10,24,3.666666667,18,0.75,COMPLETED,4.129722222,71.254
5332597,3,18,1,78,4.388888889,38,0.49,COMPLETED,13.42527778,215.166
5332856,3,16,48,10,2.5,6,0.6,COMPLETED,2.273333333,38.56
5332908,4,11,58,81,4.466666667,37,0.46,COMPLETED,8.373611111,135.646
5332914,7,20,2,36,4.5,26,0.72,COMPLETED,7.63,137.375
5332937,4,22,32,22,3.9,17,0.77,COMPLETED,5.002222222,91.558
5333000,1,17,44,1,,0,0,CANCELED,,
5333002,3,10,1,89,4,30,0.34,COMPLETED,5.209444444,111.315
5333045,2,18,7,1,,0,0,CANCELED,,
5333144,7,12,10,10,4,2,0.2,COMPLETED,0.489166667,11.27
5333150,4,17,11,47,4.444444444,30,0.64,COMPLETED,7.766388889,136.852
5333274,2,11,10,6,4.5,2,0.33,COMPLETED,0.380833333,5.979
5333378,2,12,22,15,5,6,0.4,COMPLETED,1.790833333,30.321
5333448,4,21,49,34,4.230769231,26,0.76,COMPLETED,4.0225,50.851
5333568,1,12,9,2,5,1,0.5,COMPLETED,0.132777778,2.574
5333721,1,9,6,91,4.341463415,74,0.81,COMPLETED,19.83833333,314.65
5333905,7,20,5,82,4.15,41,0.5,COMPLETED,8.454166667,184.63
5333945,4,18,27,51,4.125,33,0.65,COMPLETED,9.405555556,156.615
5334077,3,18,4,76,4.555555556,20,0.26,COMPLETED,4.242777778,71.772
5334090,4,17,53,4,,1,0.25,COMPLETED,0.199444444,1.999
5334091,1,15,48,5,4,2,0.4,COMPLETED,0.246388889,4.008
5334092,3,6,26,43,4.363636364,24,0.56,COMPLETED,4.771944444,95.838
5334103,3,11,5,9,5,2,0.22,CANCELED,0.6075,8.785
5334162,4,16,1,42,4.176470588,25,0.6,COMPLETED,6.203611111,103.226
5334236,1,11,5,3,5,2,0.67,COMPLETED,0.496944444,10.369
5334873,6,13,52,1,,0,0,CANCELED,,
5338203,3,18,20,31,4.714285714,23,0.74,COMPLETED,7.5875,119.147
5338870,7,17,53,30,3.571428571,20,0.67,COMPLETED,4.939722222,89.305
5339129,2,11,14,39,4.1875,29,0.74,COMPLETED,7.709444444,127.356
5339190,2,13,22,19,4.571428571,14,0.74,COMPLETED,3.502222222,58.617
5339195,4,9,35,6,,2,0.33,COMPLETED,0.365,12.804
5339230,5,21,59,41,4.266666667,30,0.73,COMPLETED,7.221944444,148.453
5339448,5,19,12,21,4.444444444,14,0.67,COMPLETED,3.299722222,62.986
5339790,2,13,53,3,5,1,0.33,CANCELED,0.231111111,3.564
5339851,5,18,54,9,4,5,0.56,COMPLETED,1.161666667,22.779
5340221,1,18,6,8,4.8,7,0.88,COMPLETED,1.9675,23.951
5340237,4,20,49,30,4,12,0.4,COMPLETED,1.826944444,35.393
5340249,3,9,45,5,4,1,0.2,COMPLETED,0.205833333,2.862
5340445,4,14,20,3,,2,0.67,COMPLETED,0.398055556,6.537
5340520,1,11,34,49,4.294117647,37,0.76,COMPLETED,10.41777778,173.982
5340814,5,21,42,14,4.625,12,0.86,COMPLETED,2.730833333,62
5341174,1,10,25,4,,2,0.5,COMPLETED,0.553888889,7.115
5341175,6,22,11,60,4.434782609,51,0.85,COMPLETED,11.65944444,248.914
5341186,5,18,1,10,,4,0.4,COMPLETED,1.130277778,15.54
5341210,2,8,53,14,5,11,0.79,COMPLETED,3.455,55.74
5343369,2,19,19,64,4.083333333,47,0.73,COMPLETED,16.23888889,251.064
5345600,3,10,46,57,4.111111111,43,0.75,COMPLETED,9.934166667,166.438
5346014,7,9,13,127,4.428571429,81,0.64,COMPLETED,21.04611111,366.125
5346148,1,20,37,171,3.773584906,93,0.54,COMPLETED,26.94194444,520.477
5346201,1,12,46,7,4.333333333,6,0.86,COMPLETED,2.498611111,41.891
5346278,4,13,51,19,4.555555556,14,0.74,COMPLETED,3.971666667,57.314
5346345,1,12,9,1,,0,0,CANCELED,,
5346353,5,15,27,46,4.470588235,38,0.83,COMPLETED,11.81111111,184.271
5346359,3,9,52,6,4,4,0.67,COMPLETED,0.966666667,18.657
5346362,4,13,36,62,4.210526316,36,0.58,COMPLETED,12.27694444,175.878
5346380,1,11,7,14,2.25,10,0.71,COMPLETED,2.775555556,61.75
5346381,3,13,13,35,4.5,30,0.86,COMPLETED,6.355,93.159
5346792,3,17,34,38,3.818181818,22,0.58,COMPLETED,7.091666667,107.706
5346813,2,18,17,1,,0,0,CANCELED,,
5346839,5,8,39,72,4.35483871,63,0.88,COMPLETED,17.38277778,305.86
5346880,3,14,5,5,5,4,0.8,COMPLETED,1.724166667,27.28
5346917,5,22,34,54,4.611111111,38,0.7,COMPLETED,9.611388889,205.54
5347050,2,19,36,24,5,15,0.63,COMPLETED,3.183611111,53.581
5347073,7,12,56,31,4.272727273,21,0.68,COMPLETED,5.076666667,104.845
5347209,2,9,46,48,4.454545455,43,0.9,COMPLETED,12.01,199.953
5347366,3,13,40,62,4.315789474,36,0.58,COMPLETED,8.835555556,158.404
5347429,2,13,35,14,5,5,0.36,COMPLETED,1.145555556,20.083
5347462,5,16,8,63,4.32,49,0.78,COMPLETED,11.72083333,229.44
5347552,1,19,31,25,4.272727273,21,0.84,COMPLETED,5.497222222,134.36
5347595,4,12,3,47,4.166666667,26,0.55,COMPLETED,4.910277778,103.784
5347610,3,13,31,25,4.666666667,20,0.8,COMPLETED,6.659444444,105.967
5347647,7,10,19,75,4.621621622,54,0.72,COMPLETED,15.60416667,292.039
5347771,4,18,11,17,3.857142857,15,0.88,COMPLETED,0.891111111,17.764
5347884,5,17,39,53,4.708333333,42,0.79,COMPLETED,8.792222222,159.535
5348096,7,23,18,40,4.357142857,30,0.75,COMPLETED,6.5025,137.533
5348109,1,10,48,15,4.833333333,10,0.67,COMPLETED,3.075277778,53.702
5348158,7,12,22,46,4.666666667,43,0.93,COMPLETED,10.93138889,184.39
5348233,3,11,47,90,3.703703704,61,0.68,COMPLETED,18.48111111,330.077
5348292,4,8,37,8,,3,0.38,COMPLETED,0.730833333,12.263
5348402,2,20,5,25,4.555555556,17,0.68,COMPLETED,4.048888889,80.25
5348427,3,17,44,73,4,48,0.66,COMPLETED,13.59,190.476
5348572,2,12,39,42,4.875,12,0.29,COMPLETED,2.844444444,51.19
5348574,7,13,23,40,4.294117647,31,0.78,COMPLETED,5.505833333,112.578
5348618,4,10,55,26,4.111111111,20,0.77,COMPLETED,6.0825,74.439
5348657,7,15,43,17,4.5,13,0.76,COMPLETED,3.903333333,39.973
5348716,2,9,48,75,4.476190476,46,0.61,COMPLETED,12.845,224.701
5348756,7,22,35,59,4.777777778,25,0.42,COMPLETED,4.320277778,104.837
5348826,1,11,24,132,4.454545455,81,0.61,COMPLETED,18.65805556,363.842
5348951,4,18,1,12,4.2,9,0.75,COMPLETED,2.0275,29.753
5350817,7,13,14,64,4.409090909,42,0.66,COMPLETED,11.95277778,209.532
5352096,7,20,33,41,4.25,33,0.8,COMPLETED,7.871666667,161.28
5352796,4,23,5,35,4.333333333,26,0.74,COMPLETED,6.798611111,117.023
5352797,7,19,34,20,4.333333333,12,0.6,COMPLETED,3.504444444,57.926
5352833,7,16,2,21,4.25,14,0.67,COMPLETED,3.743055556,50.876
5352897,4,17,21,95,4.214285714,70,0.74,COMPLETED,14.83222222,234.801
5352906,7,6,53,60,4,40,0.67,COMPLETED,10.57611111,208.126
5352910,4,10,49,1,,0,0,CANCELED,,
5352912,4,15,46,11,4.428571429,9,0.82,COMPLETED,2.601666667,41.156
5353449,2,10,25,31,4.25,20,0.65,COMPLETED,5.683611111,109.716
5353917,1,9,34,34,4.222222222,17,0.5,COMPLETED,6.296111111,101.481
5353940,2,19,51,1,,0,0,CANCELED,,
5354034,7,13,30,71,4.307692308,58,0.82,COMPLETED,11.9325,222.577
5354106,1,10,5,16,4.6,10,0.63,COMPLETED,2.068611111,40.848
5354133,2,9,32,53,4.142857143,31,0.58,COMPLETED,11.64361111,158.491
5354168,3,9,54,49,3.588235294,25,0.51,COMPLETED,7.353333333,132.25
5354277,3,18,51,43,4.285714286,26,0.6,COMPLETED,7.892222222,132.479
5354383,1,12,40,11,,2,0.18,COMPLETED,0.358888889,4.884
5354510,4,18,8,4,3,3,0.75,COMPLETED,0.814166667,13.265
5354521,1,18,30,45,4,22,0.49,COMPLETED,6.089444444,103.747
5354553,3,19,20,70,4.5,54,0.77,COMPLETED,15.22888889,257.207
5354559,2,17,3,28,4.375,23,0.82,COMPLETED,6.374166667,84.465
5354572,6,20,10,53,4.3,21,0.4,COMPLETED,9.041388889,122.493
5354588,4,9,58,20,3.8,10,0.5,COMPLETED,4.403055556,62.843
5354597,1,12,18,57,4.416666667,25,0.44,COMPLETED,6.688333333,119.384
5354603,4,20,54,54,4.2,27,0.5,COMPLETED,5.595555556,115.155
5354617,4,19,35,70,4.523809524,51,0.73,COMPLETED,13.22777778,221.214
5354626,2,18,20,9,4.2,7,0.78,COMPLETED,3.266388889,53.397
5354632,1,10,41,85,4.153846154,69,0.81,COMPLETED,23.58222222,351.526
5354650,4,17,32,46,3.952380952,39,0.85,COMPLETED,10.76416667,170.861
5354672,5,14,13,51,4.666666667,38,0.75,COMPLETED,10.51361111,194.998
5354936,5,10,21,14,4.5,10,0.71,COMPLETED,2.695833333,39.128
5355071,3,10,20,6,4,4,0.67,COMPLETED,0.593888889,12.044
5355121,1,10,10,41,4.4,29,0.71,COMPLETED,7.341388889,122.471
5355288,2,13,27,29,3.5,5,0.17,COMPLETED,1.708888889,27.752
5355294,2,22,13,99,4.4375,55,0.56,COMPLETED,14.01111111,284.727
5355391,5,10,26,3,,2,0.67,CANCELED,0.347777778,5.067
5355430,5,0,37,65,4.307692308,45,0.69,COMPLETED,10.34555556,230.496
5355491,2,10,19,86,3.5,25,0.29,COMPLETED,7.222222222,107.325
5355529,2,19,49,28,4.714285714,26,0.93,COMPLETED,7.498611111,155.951
5355559,2,18,53,6,5,5,0.83,COMPLETED,0.772222222,19.935
5356133,1,11,56,5,3.333333333,3,0.6,COMPLETED,0.703888889,11.312
5356159,1,15,25,23,2.857142857,12,0.52,COMPLETED,4.1425,55.785
5356164,5,14,24,23,4,16,0.7,COMPLETED,4.188888889,83.484
5356175,7,13,2,15,4,9,0.6,COMPLETED,2.601666667,46.161
5357051,2,10,58,11,4,9,0.82,COMPLETED,2.874166667,57.761
5357548,1,12,48,16,4.6,14,0.88,COMPLETED,3.371388889,57.228
5357726,3,18,34,66,4.115384615,48,0.73,COMPLETED,16.10277778,236.768
5357817,2,11,46,39,4.421052632,30,0.77,COMPLETED,8.003888889,152.819
5358404,1,11,17,16,4.125,13,0.81,COMPLETED,4.230277778,66.501
5358553,1,18,45,85,4.185185185,70,0.82,COMPLETED,18.04027778,316.459
5358979,5,16,38,4,4.5,2,0.5,COMPLETED,0.452222222,8.236
5359667,3,17,2,24,4.333333333,16,0.67,COMPLETED,5.332777778,100.778
5359727,1,15,49,13,4.714285714,12,0.92,COMPLETED,3.651666667,58.497
5359844,2,15,52,32,4.181818182,17,0.53,COMPLETED,6.321111111,97.509
5359891,6,21,42,44,3.785714286,33,0.75,COMPLETED,8.106666667,155.947
5359946,6,18,44,48,4.285714286,23,0.48,COMPLETED,5.531388889,115.026
5359947,4,21,27,60,4.157894737,48,0.8,COMPLETED,13.23805556,261.339
5359958,1,12,23,40,4.25,27,0.68,COMPLETED,8.1475,123.745
5360251,1,9,14,85,4.363636364,61,0.72,COMPLETED,16.81111111,302.848
5360289,6,13,21,177,4.022222222,101,0.57,COMPLETED,22.53666667,423.051
5360321,5,20,40,41,4.25,27,0.66,COMPLETED,7.761666667,148.001
5360329,3,7,2,1,,0,0,CANCELED,,
5360441,5,9,1,31,4.333333333,20,0.65,COMPLETED,5.364444444,88.187
5360551,1,9,27,19,4.428571429,13,0.68,COMPLETED,4.786944444,67.04
5360574,1,18,12,18,4.555555556,13,0.72,COMPLETED,4.373888889,59.82
5360601,1,14,27,159,4.087719298,107,0.67,COMPLETED,27.44416667,450.096
5360766,2,16,23,25,4.5,17,0.68,COMPLETED,3.338888889,57.86
5361023,3,19,21,119,4.52173913,82,0.69,COMPLETED,17.16805556,320.635
5361031,2,15,48,41,4.083333333,25,0.61,COMPLETED,4.337222222,89.834
5361053,1,14,3,33,4.428571429,24,0.73,COMPLETED,6.69,111.311
5361067,1,9,59,24,4.625,19,0.79,COMPLETED,4.096944444,57.537
5361234,2,18,15,31,4.133333333,23,0.74,COMPLETED,6.159444444,58.134
5361421,1,20,57,28,4.4,26,0.93,COMPLETED,5.464444444,124.691
5361443,4,20,17,25,4.1,20,0.8,COMPLETED,4.178611111,65.249
5361468,1,17,21,4,,0,0,CANCELED,,
5361511,2,10,51,157,4.245283019,106,0.68,COMPLETED,20.39944444,341.179
5361513,3,18,58,2,,1,0.5,COMPLETED,0.680555556,11.875
5361523,1,18,0,66,4.545454545,42,0.64,COMPLETED,11.69361111,201.177
5361534,2,14,36,39,4.5,28,0.72,COMPLETED,10.06472222,166.191
5361666,4,18,45,21,4.5,12,0.57,COMPLETED,3.9975,86.955
5361769,7,11,3,13,3.5,8,0.62,COMPLETED,2.834166667,42.878
5361875,2,12,8,17,4.5,8,0.47,COMPLETED,1.719166667,27.579
5361881,2,20,8,16,3.857142857,9,0.56,COMPLETED,1.628611111,27.283
5362254,4,17,36,5,4,2,0.4,COMPLETED,0.310555556,6.405
5362305,3,13,47,5,5,1,0.2,COMPLETED,0.213333333,3.145
5362324,4,9,8,22,3.5,8,0.36,COMPLETED,1.859444444,35.746
5362325,4,13,46,7,4,1,0.14,COMPLETED,0.471388889,8.42
5362332,3,19,51,117,4.25,40,0.34,COMPLETED,8.324166667,146.132
5362334,3,8,41,67,4.310344828,50,0.75,COMPLETED,14.22916667,246.819
5362388,2,22,18,76,4.1,42,0.55,COMPLETED,9.688333333,186.668
5362731,7,11,4,12,4.5,9,0.75,COMPLETED,2.236111111,47.769
5363152,1,6,13,75,3.941176471,39,0.52,COMPLETED,9.226666667,160.017
5363499,3,11,28,20,4.333333333,12,0.6,COMPLETED,4.376111111,67.706
5364132,1,18,2,32,4.1,20,0.63,COMPLETED,7.485277778,135.621
5364223,1,20,23,23,4,12,0.52,COMPLETED,3.1325,55.162
5365337,2,8,22,11,4,9,0.82,COMPLETED,3.225277778,26.374
5365784,7,22,31,43,4.8125,33,0.77,COMPLETED,7.506388889,153.346
5366284,3,20,37,9,4,5,0.56,COMPLETED,1.181944444,33.704
5366434,3,14,13,53,4.454545455,43,0.81,COMPLETED,12.05222222,206.788
5366544,1,10,34,3,,1,0.33,CANCELED,0.030833333,0.769
5366602,4,17,3,156,4.043478261,49,0.31,COMPLETED,15.33888889,290.254
5366616,7,10,45,70,4.392857143,53,0.76,COMPLETED,14.38666667,256.79
5366752,3,17,7,4,3,2,0.5,COMPLETED,1.215833333,13.799
5367355,1,9,52,3,3.5,2,0.67,COMPLETED,0.377777778,4.973
5367397,2,20,2,70,4.461538462,51,0.73,COMPLETED,11.835,257.971
5367468,7,15,58,35,4.5,23,0.66,COMPLETED,6.0125,111.705
5367779,1,12,31,17,4.5,10,0.59,COMPLETED,3.062222222,45.532
5367878,2,19,11,103,4.361111111,72,0.7,COMPLETED,20.56611111,355.826
5367916,1,18,44,22,4.571428571,13,0.59,COMPLETED,3.240277778,58.097
5367923,7,7,18,28,4.444444444,23,0.82,COMPLETED,8.415833333,157.11
5368029,2,16,36,38,4.357142857,27,0.71,COMPLETED,7.110277778,136.69
5368087,4,20,42,7,3,6,0.86,COMPLETED,1.440833333,25.829
5368278,4,17,40,148,4.396226415,108,0.73,COMPLETED,27.07361111,411.567
5368290,1,20,34,29,4.363636364,21,0.72,COMPLETED,4.358333333,96.495
5368344,6,12,49,49,4.428571429,14,0.29,COMPLETED,3.404444444,55.575
5368352,2,14,58,20,2.333333333,10,0.5,COMPLETED,2.876111111,35.682
5368427,5,14,39,24,4.714285714,15,0.63,COMPLETED,4.599722222,73.344
5368679,1,12,56,52,4.136363636,37,0.71,COMPLETED,8.838333333,152.137
5368718,2,15,9,5,5,4,0.8,COMPLETED,1.415277778,21.037
5368808,3,17,15,17,4.166666667,10,0.59,COMPLETED,2.4225,45.072
5368958,3,13,3,4,5,2,0.5,COMPLETED,0.722222222,11.115
5369065,2,7,16,1,,0,0,CANCELED,,
5369075,1,10,21,7,,2,0.29,COMPLETED,0.865555556,12.431
