driver_id,day_of_week,Hour,Minute,total_assigned_request,avg_rating,completed_rides,ACR,status,ride_duration_hour,total_distance_covered_km
4630383,1,11,36,3,5,3,1,COMPLETED,0.668611111,9.037
4644837,5,14,42,3,5,3,1,COMPLETED,1.091111111,19.234
4648430,1,12,34,3,4.5,3,1,COMPLETED,1.241944444,19
4671933,3,18,25,1,,1,1,COMPLETED,0.1325,1.879
4673316,4,19,0,1,5,1,1,COMPLETED,0.189722222,3.182
4677676,2,6,54,1,,1,1,COMPLETED,0.110833333,2.893
4684299,3,20,51,4,5,4,1,COMPLETED,0.800555556,17.152
4691253,3,18,41,2,,2,1,COMPLETED,0.996666667,16.843
4693239,4,12,57,2,1,2,1,COMPLETED,0.835833333,14.843
4693679,1,11,11,4,5,4,1,COMPLETED,1.012777778,13.6
4706078,5,10,40,2,4,2,1,COMPLETED,0.618055556,10.182
4735544,1,20,56,2,,2,1,COMPLETED,0.616666667,14.385
4740130,7,20,0,3,4,3,1,COMPLETED,0.5825,14.268
4750718,4,10,41,5,4.5,5,1,COMPLETED,1.470277778,10.232
4765988,1,15,32,6,4.333333333,6,1,COMPLETED,1.428611111,27.565
4777137,3,20,14,3,,3,1,COMPLETED,0.880555556,16.197
4778251,7,18,12,10,4.833333333,10,1,COMPLETED,2.002222222,37.91
4778314,1,17,14,3,3.666666667,3,1,COMPLETED,1.221388889,17.084
4779258,1,15,44,1,2,1,1,COMPLETED,0,0.002
4805025,3,18,8,1,,1,1,COMPLETED,0.262222222,4.026
4833554,4,8,13,2,3,2,1,COMPLETED,0.639722222,15.876
4837771,5,18,48,2,5,2,1,COMPLETED,0.6575,12.188
4864375,2,15,38,2,3.5,2,1,COMPLETED,0.001388889,0.429
4868327,1,10,48,1,5,1,1,COMPLETED,0.165277778,2.701
4868647,7,8,36,2,5,2,1,COMPLETED,0.575833333,13.329
4869011,4,16,48,5,4.4,5,1,COMPLETED,1.505277778,27.536
4869729,7,16,58,1,5,1,1,COMPLETED,0.144722222,3.582
4874382,1,19,34,5,4,5,1,COMPLETED,0.004444444,3.351
4874716,3,7,36,2,4,2,1,COMPLETED,0.461111111,12.031
4885806,2,13,43,5,4,5,1,COMPLETED,0.821111111,14.413
4887294,7,10,41,1,,1,1,COMPLETED,0.342777778,8.896
4912443,2,19,4,1,,1,1,COMPLETED,0.21,3.676
4915632,5,8,46,5,4.666666667,5,1,COMPLETED,1.551666667,26.838
4920404,4,20,22,8,3.75,8,1,COMPLETED,3.087222222,39.352
4933104,2,19,13,2,5,2,1,COMPLETED,0.498888889,9.533
4939558,2,17,38,1,,1,1,COMPLETED,0.090277778,0.985
4959005,7,21,31,5,3.333333333,5,1,COMPLETED,2.252222222,38.058
4971406,4,19,41,3,5,3,1,COMPLETED,0.565,8.794
4984824,2,14,4,3,4,3,1,COMPLETED,1.070833333,21.225
4985831,4,20,4,4,5,4,1,COMPLETED,0.7375,13.567
4986858,2,18,54,1,4,1,1,COMPLETED,0.359444444,5.85
4989474,2,19,19,1,,1,1,COMPLETED,0.131944444,2.253
4999922,1,6,20,1,,1,1,COMPLETED,0.38,6.033
5004214,7,12,35,4,5,4,1,COMPLETED,1.468055556,28.084
5006393,1,12,9,4,4,4,1,COMPLETED,0.004722222,2.023
5007501,7,15,46,3,5,3,1,COMPLETED,1.055277778,26.322
5007554,4,20,50,20,4.222222222,20,1,COMPLETED,4.9,119.109
5008987,2,9,11,5,4.5,5,1,COMPLETED,1.155,25.514
5010738,1,11,56,3,4.5,3,1,COMPLETED,0.511111111,9.078
5016045,1,6,54,2,5,2,1,COMPLETED,0.564166667,13.898
5017542,2,10,22,2,4,2,1,COMPLETED,0.517777778,7.108
5019571,3,17,19,1,,1,1,COMPLETED,0.353055556,4.504
5020187,3,16,49,15,4.285714286,15,1,COMPLETED,3.325833333,59.348
5025604,2,13,20,5,3.333333333,5,1,COMPLETED,1.278333333,21.95
5035367,7,18,2,3,4.5,3,1,COMPLETED,0.343611111,6.773
5037012,2,19,14,4,4,4,1,COMPLETED,1.103611111,13.154
5052203,7,19,50,2,4,2,1,COMPLETED,0.491666667,6.748
5058772,7,11,53,5,5,5,1,COMPLETED,1.163055556,26.9
5066786,2,18,35,1,5,1,1,COMPLETED,0.014722222,0.678
5070127,3,18,24,1,4,1,1,COMPLETED,0.448611111,9.238
5072166,5,18,44,2,5,2,1,COMPLETED,0.265833333,5.313
5074255,5,10,44,1,3,1,1,COMPLETED,0.001111111,0.113
5083194,1,12,4,17,3.777777778,17,1,COMPLETED,6.323611111,102.289
5097470,2,11,20,3,4.5,3,1,COMPLETED,0.688055556,10.637
5107420,2,15,45,1,4,1,1,COMPLETED,0.267777778,4.606
5114242,1,19,11,1,,1,1,COMPLETED,0.000555556,0.071
5115924,2,17,8,2,,2,1,COMPLETED,0.482777778,8.856
5117508,5,10,27,4,5,4,1,COMPLETED,1.309166667,14.747
5121283,3,14,2,1,,1,1,COMPLETED,0.433333333,6.067
5124308,3,10,29,1,,1,1,COMPLETED,0.193333333,0.84
5138597,1,9,58,3,4.5,3,1,COMPLETED,0.465555556,12.357
5164691,5,8,51,1,4,1,1,COMPLETED,0.850555556,10.969
5165146,4,16,51,3,4.5,3,1,COMPLETED,3.283055556,24.517
5169103,3,19,23,4,4.75,4,1,COMPLETED,0.558055556,14.419
5175458,3,18,27,1,,1,1,COMPLETED,0.270277778,4.554
5178946,7,15,21,7,3.333333333,7,1,COMPLETED,1.5475,33.617
5180196,3,5,44,4,5,4,1,COMPLETED,0.847777778,17.803
5180805,1,18,21,7,4.25,7,1,COMPLETED,1.405833333,34.493
5185459,5,18,24,12,4.333333333,12,1,COMPLETED,3.165555556,56.429
5197853,5,14,10,1,4,1,1,COMPLETED,0.000833333,0.014
5204713,1,19,38,5,5,5,1,COMPLETED,0.938611111,19.671
5209456,5,10,39,1,5,1,1,COMPLETED,0.276111111,3.709
5210811,7,11,21,3,5,3,1,COMPLETED,0.628611111,15.494
5213337,7,11,47,5,1.5,5,1,COMPLETED,1.903333333,30.35
5213646,3,18,20,4,4,4,1,COMPLETED,0.618055556,8.397
5217465,4,15,44,4,1,4,1,COMPLETED,1.131111111,13.835
5218158,5,12,45,1,1,1,1,COMPLETED,0.535,13.405
5219684,1,13,0,4,4.333333333,4,1,COMPLETED,0.737777778,15.267
5225579,1,9,35,3,5,3,1,COMPLETED,1.140277778,21.857
5226790,4,20,47,1,4,1,1,COMPLETED,0.280555556,5.383
5229395,1,10,31,1,5,1,1,COMPLETED,0.000277778,0.003
5230512,1,10,16,1,,1,1,COMPLETED,0.642777778,12.012
5248896,7,10,33,2,4.5,2,1,COMPLETED,0.675555556,13.84
5249943,3,11,42,1,,1,1,COMPLETED,0.437777778,7.03
5251219,2,13,42,3,3.333333333,3,1,COMPLETED,0.878611111,14.079
5252600,5,17,39,3,4.5,3,1,COMPLETED,0.005833333,0.405
5263235,2,8,27,2,5,2,1,COMPLETED,0.775833333,16.029
5264496,3,13,15,1,,1,1,COMPLETED,0.501388889,8.115
5265421,2,13,3,3,1,3,1,COMPLETED,1.112222222,22.896
5286121,5,12,3,1,,1,1,COMPLETED,0.3375,4.796
5286793,2,14,20,2,,2,1,COMPLETED,0.901388889,13.619
5288312,2,11,48,4,4.333333333,4,1,COMPLETED,1.143333333,20.012
5294837,1,9,16,2,3,2,1,COMPLETED,0.634722222,9.097
5296171,3,16,54,5,4.5,5,1,COMPLETED,2.053611111,23.278
5296602,7,12,8,8,4.666666667,8,1,COMPLETED,2.447222222,41.198
5303130,3,16,32,6,4.8,6,1,COMPLETED,1.405277778,16.549
5305674,2,13,25,3,4.666666667,3,1,COMPLETED,0.857777778,10.852
5308363,4,18,40,2,5,2,1,COMPLETED,0.181944444,3.397
5308944,2,8,50,1,,1,1,COMPLETED,0.521111111,6.387
5311278,3,19,28,5,4.666666667,5,1,COMPLETED,1.241666667,28.847
5318376,1,11,23,1,,1,1,COMPLETED,0.255,3.052
5319326,6,21,39,12,4.2,12,1,COMPLETED,2.081666667,36.807
5323842,7,14,21,9,4.5,9,1,COMPLETED,1.736666667,19.623
5325592,5,13,58,4,5,4,1,COMPLETED,0.771388889,14.552
5326434,3,11,14,2,,2,1,COMPLETED,1.184722222,12.448
5332254,6,19,55,3,5,3,1,COMPLETED,0.200833333,4.294
5338953,4,17,31,2,4,2,1,COMPLETED,0.644166667,3.237
5339878,2,18,16,5,,5,1,COMPLETED,2.260277778,20.637
5355449,5,9,5,2,,2,1,COMPLETED,0.993055556,15.625
5355571,2,12,34,4,4.5,4,1,COMPLETED,1.195833333,15.942
5355952,1,11,47,1,,1,1,COMPLETED,0.528888889,8.419
5360532,4,21,56,2,,2,1,COMPLETED,0.361666667,7.995
5360554,2,11,42,3,2.5,3,1,COMPLETED,0.441388889,5.988
5360654,2,15,22,1,5,1,1,COMPLETED,0.341388889,7.022
5361472,1,15,56,5,4.5,5,1,COMPLETED,1.926666667,34.246
5362310,2,22,17,3,,3,1,COMPLETED,1.088888889,16.275
5363414,4,18,23,1,,1,1,COMPLETED,0.186111111,4.031
5363655,5,15,16,7,4.8,7,1,COMPLETED,1.912777778,26.747
5366589,7,19,6,2,4,2,1,COMPLETED,0.596666667,13.708
5367202,5,10,49,1,,1,1,COMPLETED,0.011944444,0.007
5367780,2,13,37,8,4.666666667,8,1,COMPLETED,2.467777778,41.899
5368319,5,12,57,8,4,8,1,COMPLETED,1.905277778,26.168
5369334,3,15,54,2,4,2,1,COMPLETED,1.099722222,17.548
5371150,1,11,54,2,,2,1,COMPLETED,0.494722222,7.246
5373364,3,12,53,2,,2,1,COMPLETED,0.395555556,8.08
5373517,3,12,15,4,4.5,4,1,COMPLETED,0.955833333,18.062
5375330,5,11,7,7,4.75,7,1,COMPLETED,1.729166667,28.887
5380528,2,13,42,2,5,2,1,COMPLETED,0.408055556,9.006
5383385,1,20,24,1,,1,1,COMPLETED,0.2375,4.207
5394137,7,17,10,20,5,20,1,COMPLETED,6.223333333,112.259
5395400,3,16,57,5,4.666666667,5,1,COMPLETED,0.502222222,11.432
5396245,5,16,28,5,4.333333333,5,1,COMPLETED,1.446111111,24.287
5396280,3,19,35,8,4.666666667,8,1,COMPLETED,2.808055556,42.521
5397354,7,19,34,3,5,3,1,COMPLETED,0.813888889,10.841
5403269,4,19,26,5,5,5,1,COMPLETED,2.813333333,25.668
5405565,5,18,25,8,3,8,1,COMPLETED,1.613611111,26.953
5411105,5,9,6,2,,2,1,COMPLETED,0.328333333,5.577
5411509,3,20,2,9,4.75,9,1,COMPLETED,2.046944444,39.35
5411627,5,8,35,5,4.5,5,1,COMPLETED,1.315555556,19.106
5414981,7,17,0,1,4,1,1,COMPLETED,0.482222222,9.173
5424925,7,9,56,5,3.75,5,1,COMPLETED,0.918333333,21.46
5425369,7,10,21,6,5,6,1,COMPLETED,1.232777778,25.192
5433339,7,20,16,13,3.777777778,13,1,COMPLETED,2.329166667,48.837
5433621,6,16,21,2,,2,1,COMPLETED,0.229166667,4.038
5438810,7,12,38,5,4.666666667,5,1,COMPLETED,1.413055556,37.777
5439209,7,14,53,8,5,8,1,COMPLETED,1.494722222,36.307
5440226,7,18,33,2,4,2,1,COMPLETED,0.311944444,5.067
5440699,7,20,22,5,,5,1,COMPLETED,1.136666667,20.228
5441296,7,17,53,3,4,3,1,COMPLETED,1.110833333,26.753
5441667,7,18,54,1,,1,1,COMPLETED,0.6775,5.013
