,driver_id,day_of_week,total_days,Hour,Minute,passenger_id,total_requests,total_assigned,avg_rating,completed_rides,ACR,status,ride_duration_hour,total_distance_covered_km,avg_fare,abandoned_trips,% completed_rides,canceled_rides
642,4282958,1,6,9,6,4841152,59,115,4.214285714,36,0.313043478,1,9.351111111,155.261,96.97222222,56,61.016949152542374,23
643,4264734,3,6,21,58,4686854,110,154,4.470588235,76,0.49350649399999996,1,19.07472222,357.246,104.6710526,44,69.0909090909091,34
644,4236070,5,6,17,25,4721178,35,107,4.3888888889999995,30,0.280373832,1,8.613333333,126.16799999999999,93.2,72,85.71428571428571,5
645,4236063,7,6,18,39,5085766,54,68,4.555555556,39,0.5735294120000001,1,7.475833333,172.352,106.4102564,14,72.22222222222221,15
646,4233720,4,6,9,55,4778778,42,144,4.6,19,0.131944444,1,4.898611111,87.118,100.0,102,45.23809523809524,23
647,4233558,7,6,13,1,4549226,63,238,4.64516129,48,0.201680672,1,14.31166667,265.676,116.04166670000001,175,76.19047619047619,15
648,4228298,7,6,14,26,5399552,66,155,5.0,5,0.032258065,1,1.0169444440000002,18.072,84.6,89,7.575757575757576,61
649,4215795,5,6,17,37,5350230,75,84,4.689655172,59,0.7023809520000001,1,18.25555556,326.677,117.71186440000001,9,78.66666666666666,16
650,4212318,5,6,9,25,5335633,24,65,4.333333333,15,0.23076923100000002,1,4.425833333,64.571,96.13333333,41,62.5,9
651,4204467,3,6,9,21,5032576,18,35,4.5,7,0.2,1,1.5363888890000001,24.421999999999997,89.0,17,38.88888888888889,11
652,4153934,1,6,14,47,3898959,55,85,4.0869565219999995,39,0.458823529,1,10.87055556,165.982,98.58974359,30,70.9090909090909,16
653,4148928,7,6,23,0,4035417,25,81,4.285714286,13,0.160493827,1,3.038888889,47.185,87.38461538,56,52.0,12
654,4112672,5,6,11,53,4867812,26,100,4.4,9,0.09,1,1.794444444,26.28,76.22222222,74,34.61538461538461,17
655,4110740,6,6,9,42,4980188,39,74,4.5,15,0.202702703,1,4.737777778,96.82700000000001,128.46666670000002,35,38.46153846153847,24
656,4052610,2,6,18,59,4398640,44,162,4.375,31,0.191358025,1,6.751666667,131.571,97.03225806,118,70.45454545454545,13
657,4035678,4,6,11,1,4001426,36,46,3.75,27,0.586956522,1,7.675833333,142.74200000000002,109.85185190000001,10,75.0,9
658,4034589,7,6,20,4,4883739,45,165,3.923076923,27,0.163636364,1,6.877222222,118.771,106.4814815,120,60.0,18
659,4028017,6,6,14,53,5397504,60,96,4.3636363639999995,43,0.44791666700000005,1,6.622777778,123.896,77.37209302,36,71.66666666666667,17
660,4027965,5,6,19,41,4977748,35,60,4.4,28,0.46666666700000003,1,6.072222222000001,118.01299999999999,96.78571429,25,80.0,7
661,4027413,7,6,14,20,4128048,65,195,4.695652174,32,0.164102564,1,9.772777778,205.612,137.375,130,49.23076923076923,33
662,4021572,2,6,15,38,4536964,65,121,4.25,39,0.32231405,1,8.938611111,179.74900000000002,103.6923077,56,60.0,26
663,4012859,3,6,17,55,5068974,71,354,3.666666667,20,0.056497175,1,5.939166667,94.146,102.2,283,28.169014084507044,51
664,3980110,4,6,18,21,4761024,22,119,3.833333333,14,0.117647059,1,4.237777778,62.538000000000004,104.8571429,97,63.63636363636363,8
665,3952989,7,6,6,49,3522510,40,79,4.666666667,22,0.278481013,1,4.985555556,72.913,82.77272727,39,55.00000000000001,18
666,3951792,2,6,9,26,4322127,108,147,4.205128205,74,0.503401361,1,19.02027778,361.31,118.6756757,39,68.51851851851852,34
667,3946079,1,6,8,6,5384113,60,142,3.923076923,33,0.23239436600000002,1,9.170277777999999,135.24,94.39393939,82,55.00000000000001,27
668,3936971,2,6,9,47,5325454,29,211,5.0,8,0.037914692,1,2.141944444,37.696999999999996,106.75,182,27.586206896551722,21
669,3936119,1,6,7,19,4512835,191,378,4.209302326,101,0.267195767,1,27.31972222,534.73,110.990099,187,52.879581151832454,90
670,3916755,1,6,10,29,4276871,35,57,4.454545455,22,0.38596491200000005,1,5.8088888889999994,100.139,101.31818179999999,22,62.857142857142854,13
671,3896826,3,6,9,48,4363840,99,206,4.380952381,42,0.203883495,1,10.25888889,167.27599999999998,93.64285714,107,42.42424242424242,57
672,3887018,1,6,16,49,5310790,58,85,4.421052632,46,0.541176471,1,13.62222222,200.46,97.71739129999999,27,79.3103448275862,12
673,3864586,2,6,16,38,4564848,46,220,3.285714286,10,0.045454545,1,1.9452777780000001,28.943,79.4,174,21.73913043478261,36
674,3854963,5,6,6,45,4987531,59,260,4.458333333,44,0.16923076899999998,1,9.870555556000001,197.782,99.84090909,201,74.57627118644068,15
675,3837162,2,6,9,45,4064943,78,189,4.47826087,47,0.248677249,1,15.76111111,263.434,117.10638300000001,111,60.256410256410255,31
676,3804886,2,6,10,34,5263268,70,163,4.464285714,48,0.294478528,1,15.85,231.09400000000002,103.97916670000001,93,68.57142857142857,22
677,3772692,3,6,4,42,5408281,52,97,4.208333333,39,0.402061856,1,10.25527778,171.597,101.8205128,45,75.0,13
678,3751577,3,6,10,56,5047747,49,188,4.307692308,36,0.191489362,1,10.16138889,187.847,112.7777778,139,73.46938775510205,13
679,3738000,3,6,15,45,3776070,19,132,3.833333333,10,0.075757576,1,1.8958333330000001,52.826,118.4,113,52.63157894736842,9
680,3718344,2,6,21,54,4830383,47,92,4.6875,30,0.326086957,1,6.169722222000001,137.415,105.66666670000001,45,63.829787234042556,17
681,3717245,4,6,10,52,3577566,91,128,4.59375,69,0.5390625,1,18.35777778,282.591,95.44927536,37,75.82417582417582,22
682,3709813,2,6,22,38,5291399,42,109,4.3,30,0.27522935800000004,1,7.361388889,131.018,121.53333329999998,67,71.42857142857143,12
683,3698459,3,6,15,29,4635106,104,131,4.075,81,0.618320611,1,21.75055556,386.11800000000005,104.1975309,27,77.88461538461539,23
684,3646812,7,6,14,54,4513832,54,234,4.692307692,37,0.158119658,1,7.420555556,138.976,88.91891892,180,68.51851851851852,17
685,3645038,1,6,19,1,4456862,12,135,5.0,4,0.02962963,1,0.9894444440000001,15.511,89.75,123,33.33333333333333,8
686,3638664,3,6,21,1,4720448,48,175,4.444444444,36,0.20571428600000002,1,11.36583333,214.217,126.2777778,127,75.0,12
687,3637101,1,6,10,32,4215439,24,77,4.0,10,0.12987013,1,1.474444444,32.076,80.9,53,41.66666666666667,14
688,3634447,5,6,21,36,5428208,69,104,4.655172414,47,0.451923077,1,10.74777778,221.107,109.8510638,35,68.11594202898551,22
689,3550359,2,6,10,21,5158077,70,155,4.413793103,53,0.341935484,1,10.36777778,216.146,97.07547170000001,85,75.71428571428571,17
690,3527160,4,6,17,30,3091801,71,144,4.333333333,54,0.375,1,6.39,118.212,66.74074074,73,76.05633802816901,17
691,3481158,3,6,13,23,4319383,85,149,4.074074073999999,72,0.483221477,1,21.63444444,356.723,106.7638889,64,84.70588235294117,13
692,3475712,6,6,8,39,5290325,78,301,4.161290323,48,0.15946843900000002,1,11.60333333,223.252,104.1875,223,61.53846153846154,30
693,3459818,2,6,10,51,4412719,70,108,3.789473684,38,0.351851852,1,9.311388889,159.06,97.39473684,38,54.285714285714285,32
694,3452591,2,6,19,20,4946356,37,66,4.263157895,28,0.424242424,1,7.106944444,138.102,106.8928571,29,75.67567567567568,9
695,3442931,4,6,21,53,4721722,86,146,4.5,38,0.260273973,1,12.17972222,212.37099999999998,123.0263158,60,44.18604651162791,48
696,3419580,7,6,18,15,4791762,43,240,3.833333333,14,0.058333333,1,3.798611111,53.321999999999996,93.28571429,197,32.55813953488372,29
697,3399291,4,6,10,54,5330988,33,95,3.5,3,0.031578947,1,0.278888889,4.475,55.66666667,62,9.090909090909092,30
698,3360438,7,6,16,3,4945116,34,59,4.090909091,27,0.45762711899999997,1,7.436111111000001,96.78200000000001,87.48148148,25,79.41176470588235,7
699,3243415,1,6,9,31,4484351,53,385,4.333333333,24,0.062337662,1,3.978333333,71.163,74.95833333,332,45.28301886792453,29
700,3226970,1,6,9,19,3354199,45,107,4.214285714,28,0.261682243,1,5.592222222,113.37200000000001,93.42857143,62,62.22222222222222,17
701,3218143,4,6,9,39,3906220,25,368,5.0,7,0.019021739,1,1.424166667,30.318,98.57142857,343,28.000000000000004,18
702,3143007,5,6,6,43,3979189,110,214,4.333333333,93,0.434579439,1,24.63333333,482.906,116.4193548,104,84.54545454545455,17
703,3110182,2,6,21,30,4716039,45,208,4.0,25,0.12019230800000001,1,7.437777777999999,147.32,123.88,163,55.55555555555556,20
704,3109117,2,6,14,0,4464862,37,76,4.1111111110000005,25,0.328947368,1,6.299722222000001,137.793,117.32,39,67.56756756756756,12
705,2969346,4,6,9,47,4566054,39,76,4.166666667,13,0.17105263199999998,1,2.229444444,44.347,83.23076923,37,33.33333333333333,26
706,2957882,7,6,12,47,4575731,81,143,4.424242424,63,0.440559441,1,13.55972222,271.608,98.53968254,62,77.77777777777779,18
707,2950628,5,6,9,41,4513270,8,57,3.0,7,0.122807018,1,1.721388889,22.699,79.71428571,49,87.5,1
708,2950226,2,6,12,10,4527127,68,190,4.307692308,53,0.27894736800000003,1,15.78194444,240.19099999999997,100.0188679,122,77.94117647058823,15
709,2940838,1,6,13,0,5210702,50,125,4.5882352939999995,37,0.29600000000000004,1,9.130555556000001,147.97299999999998,92.27027027,75,74.0,13
710,2931712,6,6,9,48,4985526,16,314,4.6,6,0.01910828,1,1.8875,28.884,108.33333329999999,298,37.5,10
711,2895351,3,6,10,56,5387628,96,118,4.5806451610000005,78,0.661016949,1,19.84944444,367.691,104.83333329999999,22,81.25,18
712,2894948,4,6,9,54,3490350,44,358,4.555555556,33,0.09217877099999999,1,10.275,185.18099999999998,118.21212120000001,314,75.0,11
713,2894871,1,6,10,18,4945432,63,131,4.6,37,0.282442748,1,10.33861111,190.003,110.0810811,68,58.730158730158735,26
714,2886584,4,6,21,3,4851288,58,189,4.606060606000001,53,0.28042328,1,12.56305556,265.841,111.96226419999999,131,91.37931034482759,5
715,2870173,2,6,17,14,4519887,49,285,4.25,19,0.066666667,1,4.008888889,71.02,89.26315789,236,38.775510204081634,30
716,5413087,3,5,19,43,5021979,16,199,4.4,11,0.055276382,1,3.2580555560000004,48.003,99.0,183,68.75,5
717,5412886,7,5,18,2,3963221,60,165,4.518518519,44,0.26666666699999997,1,13.64916667,226.205,111.6136364,105,73.33333333333333,16
718,5412726,6,5,20,18,3856975,19,80,3.9,16,0.2,1,2.8988888889999997,67.403,101.3125,61,84.21052631578947,3
719,5412139,5,5,14,33,5142936,17,64,3.8,9,0.140625,1,2.345555556,27.826999999999998,82.22222222,47,52.94117647058824,8
720,5412026,6,5,17,43,5057655,58,284,4.714285714,31,0.10915493,1,2.8816666669999997,58.03,66.12903226,226,53.44827586206896,27
721,5412014,7,5,10,26,3769866,29,59,4.272727273,22,0.372881356,1,3.952777778,80.396,91.22727273,30,75.86206896551724,7
722,5411571,4,5,20,27,5200294,94,120,4.348837209,74,0.6166666670000001,1,17.48444444,328.49300000000005,99.44594595,26,78.72340425531915,20
723,5411546,6,5,8,43,4864892,49,94,4.352941176,34,0.36170212799999996,1,11.91333333,165.387,109.6764706,45,69.38775510204081,15
724,5410655,5,5,13,48,5171954,102,187,3.96875,61,0.326203209,1,14.20611111,286.95,105.2131148,85,59.80392156862745,41
725,5410635,3,5,23,59,4261516,29,164,4.5,13,0.079268293,1,3.7177777780000003,48.196000000000005,101.38461540000002,135,44.827586206896555,16
726,5405478,5,5,12,57,3134345,20,58,4.5,14,0.24137931,1,5.454722222000001,74.164,112.2142857,38,70.0,6
727,5405146,5,5,8,24,5030834,22,59,4.0,15,0.254237288,1,3.405833333,76.295,109.8,37,68.18181818181817,7
728,5404933,4,5,9,0,5043433,54,112,4.566666667,46,0.41071428600000004,1,12.92472222,233.139,108.52173909999998,58,85.18518518518519,8
729,5404904,7,5,9,23,4660137,26,182,4.0,6,0.032967033,1,5.209444444,25.206999999999997,102.83333329999999,156,23.076923076923077,20
730,5404891,4,5,9,38,4899397,39,56,4.7,37,0.660714286,1,9.170555556,180.15900000000002,103.1891892,17,94.87179487179486,2
731,5404301,7,5,19,47,4078048,28,91,4.428571429,21,0.23076923100000002,1,5.407222222000001,88.15,97.80952381,63,75.0,7
732,5404262,5,5,17,7,4552782,69,174,4.68,55,0.316091954,1,12.56833333,242.56099999999998,99.65454545,105,79.71014492753623,14
733,5404192,4,5,13,6,5327063,35,227,4.909090909,23,0.10132158599999999,1,7.659722222,120.83200000000001,114.17391299999998,192,65.71428571428571,12
734,5403816,7,5,15,55,3073677,44,130,4.8,16,0.123076923,1,4.5433333330000005,75.491,105.6875,86,36.36363636363637,28
735,5402543,7,5,17,25,4245725,40,60,3.6875,30,0.5,1,7.646944444,120.93,96.06666667,20,75.0,10
736,5402459,5,5,9,24,3948091,42,87,4.727272727,24,0.275862069,1,6.751388888999999,106.637,102.08333329999999,45,57.14285714285714,18
737,5400286,5,5,10,37,3526394,107,135,4.148148148,57,0.42222222200000004,1,16.3375,305.138,113.9122807,28,53.271028037383175,50
738,5396443,5,5,10,24,4078737,49,78,4.608695652,43,0.551282051,1,10.88333333,167.24400000000003,93.65116279,29,87.75510204081633,6
739,5396363,2,5,13,0,3863432,38,85,4.0,20,0.235294118,1,5.7247222220000005,99.90299999999999,107.95,47,52.63157894736842,18
740,5396318,7,5,15,17,4391856,38,101,4.266666667,26,0.257425743,1,5.546666667,116.779,103.07692309999999,63,68.42105263157895,12
741,5396299,2,5,16,16,3761347,23,98,4.1,15,0.153061224,1,4.8125,66.755,101.8666667,75,65.21739130434783,8
742,5395238,2,5,14,27,3991022,21,73,4.222222222,12,0.16438356199999998,1,1.770555556,34.482,76.75,52,57.14285714285714,9
743,5395225,5,5,17,28,5426703,78,130,4.035714286,62,0.47692307700000003,1,14.99888889,262.95599999999996,97.37096774,52,79.48717948717949,16
744,5394706,3,5,19,21,5041638,22,94,4.0,12,0.127659574,1,3.370833333,45.56100000000001,89.58333333,72,54.54545454545454,10
745,5391862,5,5,18,13,4418854,25,67,4.272727273,18,0.268656716,1,2.73,72.821,96.83333333,42,72.0,7
746,5389748,4,5,15,23,4604039,22,142,4.571428571,16,0.112676056,1,3.01,45.549,75.125,120,72.72727272727273,6
747,5388919,2,5,7,27,4098016,58,138,4.181818182,43,0.311594203,1,11.51666667,186.12400000000002,98.88372093,80,74.13793103448276,15
748,5388711,4,5,16,59,4180407,45,162,4.666666667,29,0.17901234600000002,1,7.674444444,124.462,97.48275862,117,64.44444444444444,16
749,5388303,3,5,19,32,5085508,50,180,4.5,22,0.12222222199999999,1,5.42,119.552,116.1363636,130,44.0,28
750,5387865,5,5,17,44,5326572,32,104,4.416666667,25,0.240384615,1,8.067222222,140.54399999999998,116.52,72,78.125,7
751,5387569,4,5,22,3,3381725,14,34,4.5,12,0.352941176,1,3.2061111110000002,65.66199999999999,125.33333329999999,20,85.71428571428571,2
752,5383391,4,5,9,56,4900753,36,52,4.466666667,29,0.557692308,1,8.869722222,154.503,114.2413793,16,80.55555555555556,7
753,5383323,7,5,22,33,5444058,31,81,4.923076923,26,0.320987654,1,5.229166667,110.12700000000001,100.8461538,50,83.87096774193549,5
754,5382990,1,5,10,36,4559628,30,100,3.666666667,26,0.26,1,6.7863888889999995,118.84100000000001,100.8461538,70,86.66666666666667,4
755,5382185,4,5,9,32,5224345,52,117,4.578947368,40,0.341880342,1,12.83333333,189.893,104.175,65,76.92307692307693,12
756,5381846,3,5,17,46,4989875,33,85,4.0,24,0.282352941,1,5.345277778,96.78,96.20833333,52,72.72727272727273,9
757,5374817,5,5,17,16,5098791,39,76,4.4,27,0.35526315799999997,1,6.865833332999999,98.65700000000001,88.2962963,37,69.23076923076923,12
758,5374235,5,5,12,17,4815813,27,122,4.75,20,0.163934426,1,8.612777778,148.377,144.8,95,74.07407407407408,7
759,5374110,2,5,11,27,5240212,116,318,4.5,29,0.091194969,1,9.800555556,150.861,111.2758621,202,25.0,87
760,5373515,6,5,8,17,4672286,55,95,4.125,40,0.42105263200000004,1,11.67805556,181.725,103.45,40,72.72727272727273,15
761,5373431,7,5,13,35,4627232,54,103,4.052631579,37,0.359223301,1,11.93944444,169.27700000000002,102.37837840000002,49,68.51851851851852,17
762,5368290,1,5,20,34,4678491,29,92,4.3636363639999995,21,0.22826087,1,4.358333333,96.495,104.57142859999999,63,72.41379310344827,8
763,5364223,1,5,20,23,4525761,23,142,4.0,12,0.08450704199999999,1,3.1325,55.162,102.91666670000001,119,52.17391304347826,11
764,5364132,1,5,18,2,5024890,32,96,4.1,20,0.208333333,1,7.4852777779999995,135.621,141.8,64,62.5,12
765,5361881,2,5,20,8,4680522,16,85,3.857142857,9,0.10588235300000001,1,1.628611111,27.283,77.33333333,69,56.25,7
766,5361666,4,5,18,45,4702125,21,51,4.5,12,0.235294118,1,3.9975,86.955,139.58333330000002,30,57.14285714285714,9
767,5361421,1,5,20,57,5329794,28,34,4.4,26,0.764705882,1,5.464444444,124.691,112.5384615,6,92.85714285714286,2
768,5361234,2,5,18,15,5373363,31,44,4.133333333,23,0.522727273,1,6.159444444,58.13399999999999,73.56521739,13,74.19354838709677,8
769,5360441,5,5,9,1,4744125,31,49,4.333333333,20,0.408163265,1,5.364444444,88.18700000000001,100.8,18,64.51612903225806,11
770,5360321,5,5,20,40,4545177,41,149,4.25,27,0.18120805399999998,1,7.761666667,148.001,118.03703700000001,108,65.85365853658537,14
771,5359844,2,5,15,52,4242333,32,98,4.181818182,17,0.173469388,1,6.3211111110000004,97.509,122.0,66,53.125,15
772,5356175,7,5,13,2,5376272,15,53,4.0,9,0.16981132100000002,1,2.601666667,46.161,109.0,38,60.0,6
773,5354936,5,5,10,21,5093998,14,56,4.5,10,0.17857142899999998,1,2.695833333,39.128,92.8,42,71.42857142857143,4
774,5354650,4,5,17,32,5258948,46,163,3.952380952,39,0.239263804,1,10.76416667,170.861,98.15384615,117,84.78260869565217,7
775,5354603,4,5,20,54,5041811,54,86,4.2,27,0.313953488,1,5.595555556,115.155,97.07407407,32,50.0,27
776,5353917,1,5,9,34,4518419,34,118,4.222222222,17,0.144067797,1,6.296111111,101.48100000000001,144.0,84,50.0,17
777,5353449,2,5,10,25,4758298,31,55,4.25,20,0.363636364,1,5.683611111,109.71600000000001,116.3,24,64.51612903225806,11
778,5352833,7,5,16,2,4670115,21,37,4.25,14,0.37837837799999996,1,3.7430555560000003,50.876000000000005,85.64285714,16,66.66666666666666,7
779,5352096,7,5,20,33,4503798,41,132,4.25,33,0.25,1,7.871666667,161.28,106.78787879999999,91,80.48780487804879,8
780,5348716,2,5,9,48,4699340,75,153,4.476190476,46,0.300653595,1,12.845,224.701,110.30434779999999,78,61.33333333333333,29
781,5348657,7,5,15,43,3831017,17,75,4.5,13,0.173333333,1,3.903333333,39.973,81.53846154,58,76.47058823529412,4
782,5348618,4,5,10,55,3971146,26,116,4.1111111110000005,20,0.172413793,1,6.0825,74.439,90.35,90,76.92307692307693,6
783,5348402,2,5,20,5,5093615,25,54,4.555555556,17,0.314814815,1,4.048888889,80.25,107.29411759999999,29,68.0,8
784,5347647,7,5,10,19,4812735,75,98,4.621621622,54,0.551020408,1,15.60416667,292.039,113.5185185,23,72.0,21
785,5347552,1,5,19,31,5146803,25,48,4.272727273,21,0.4375,1,5.497222222,134.36,127.0952381,23,84.0,4
786,5347462,5,5,16,8,5427118,63,68,4.32,49,0.720588235,1,11.72083333,229.44,100.77551020000001,5,77.77777777777779,14
787,5347209,2,5,9,46,5401848,48,49,4.454545455,43,0.87755102,1,12.01,199.953,101.9767442,1,89.58333333333334,5
788,5346917,5,5,22,34,5414932,54,60,4.6111111110000005,38,0.6333333329999999,1,9.611388889,205.54,143.9210526,6,70.37037037037037,16
789,5346380,1,5,11,7,4118621,14,55,2.25,10,0.181818182,1,2.775555556,61.75,131.9,41,71.42857142857143,4
790,5346362,4,5,13,36,5402530,62,179,4.210526316,36,0.20111731800000002,1,12.27694444,175.878,105.58333329999999,117,58.06451612903226,26
791,5346353,5,5,15,27,3300665,46,159,4.470588235,38,0.23899371100000003,1,11.81111111,184.271,105.31578950000001,113,82.6086956521739,8
792,5343369,2,5,19,19,5207969,64,113,4.083333333,47,0.415929204,1,16.23888889,251.06400000000002,113.1702128,49,73.4375,17
793,5341186,5,5,18,1,4133049,10,45,4.307563701,4,0.088888889,1,1.130277778,15.54,95.0,35,40.0,6
794,5340520,1,5,11,34,5187332,49,91,4.294117647,37,0.406593407,1,10.41777778,173.982,102.5945946,42,75.51020408163265,12
795,5340237,4,5,20,49,4079641,30,219,4.0,12,0.054794521,1,1.826944444,35.393,82.08333333,189,40.0,18
796,5339129,2,5,11,14,4763498,39,231,4.1875,29,0.125541126,1,7.709444444,127.35600000000001,98.96551724,192,74.35897435897436,10
797,5338870,7,5,17,53,3121765,30,90,3.571428571,20,0.222222222,1,4.939722221999999,89.305,99.6,60,66.66666666666666,10
798,5334162,4,5,16,1,3733782,42,206,4.176470588,25,0.121359223,1,6.203611111,103.226,93.52,164,59.523809523809526,17
799,5333721,1,5,9,6,3091099,91,155,4.341463415,74,0.477419355,1,19.83833333,314.65,96.08108108,64,81.31868131868131,17
800,5333448,4,5,21,49,4017602,34,50,4.230769231,26,0.52,1,4.0225,50.851000000000006,62.84615385,16,76.47058823529412,8
801,5333150,4,5,17,11,4997076,47,233,4.444444444,30,0.128755365,1,7.766388889,136.852,101.33333329999999,186,63.829787234042556,17
802,5332914,7,5,20,2,3888741,36,63,4.5,26,0.412698413,1,7.63,137.375,113.4615385,27,72.22222222222221,10
803,5332197,1,5,15,49,4697522,65,176,4.25,30,0.170454545,1,10.10166667,166.72099999999998,115.93333329999999,111,46.15384615384615,35
804,5331644,5,5,18,34,5046474,32,63,4.466666667,23,0.365079365,1,6.701944444,115.79299999999999,107.43478259999999,31,71.875,9
805,5327495,3,5,9,2,4771845,67,89,3.8125,50,0.561797753,1,15.51111111,252.611,111.58,22,74.6268656716418,17
806,5326516,3,5,16,1,4373691,49,112,4.3636363639999995,25,0.223214286,1,2.2475,76.85600000000001,85.92,63,51.02040816326531,24
807,5325471,2,5,15,34,5310790,85,97,4.475,68,0.701030928,1,19.8825,339.524,106.61764709999999,12,80.0,17
808,5325152,4,5,16,17,4944914,112,220,4.055555556,33,0.15,1,8.667777778,166.143,106.9393939,108,29.464285714285715,79
809,5325133,5,5,12,19,5189469,35,106,4.333333333,26,0.245283019,1,7.025,106.59,93.88461538,71,74.28571428571429,9
810,5324525,3,5,13,3,3069052,54,70,4.692307692,36,0.514285714,1,9.336944444,168.328,102.0555556,16,66.66666666666666,18
811,5323965,4,5,17,51,5173125,33,90,4.333333333,21,0.233333333,1,6.065277778,112.69,119.42857140000001,57,63.63636363636363,12
812,5319254,5,5,21,45,3669877,16,39,4.4,11,0.282051282,1,4.5422222219999995,55.512,111.6363636,23,68.75,5
813,5318550,5,5,19,9,4956835,21,82,4.666666667,18,0.219512195,1,2.7855555560000003,44.292,73.05555556,61,85.71428571428571,3
814,5318399,2,5,18,43,5350022,27,198,4.5,14,0.070707071,1,3.540555556,53.722,90.0,171,51.85185185185185,13
815,5317465,2,5,11,31,5225210,63,183,4.666666667,39,0.213114754,1,10.35638889,194.226,107.6410256,120,61.904761904761905,24
816,5316680,7,5,14,0,4680694,64,110,4.8,46,0.418181818,1,12.07777778,181.632,91.95652174,46,71.875,18
817,5316186,1,5,20,55,5081717,24,159,5.0,11,0.06918239,1,3.004722222,51.548,103.7272727,135,45.83333333333333,13
818,5312574,2,5,9,58,5301222,42,145,4.4,32,0.220689655,1,7.090555556,108.61,83.625,103,76.19047619047619,10
819,5312134,2,5,21,19,4714347,11,155,4.307563701,1,0.006451613,1,0.155277778,1.89,71.0,144,9.090909090909092,10
820,5312059,7,5,9,13,5286204,36,42,4.1428571430000005,29,0.69047619,1,7.0819444439999995,116.398,92.31034483,6,80.55555555555556,7
821,5311808,5,5,10,19,4798424,79,158,4.666666667,63,0.398734177,1,14.44527778,243.709,89.96825397,79,79.74683544303798,16
822,5311290,3,5,20,37,4286580,46,118,4.458333333,35,0.296610169,1,7.377777778,157.571,101.7142857,72,76.08695652173914,11
823,5310941,3,5,9,30,3684437,22,56,4.285714286,16,0.28571428600000004,1,5.279722222,72.774,101.4375,34,72.72727272727273,6
824,5310443,4,5,18,16,5400244,17,102,4.666666667,10,0.098039216,1,3.204444444,45.903999999999996,103.4,85,58.82352941176471,7
825,5309104,2,5,11,10,4933148,38,109,3.7,29,0.266055046,1,6.454444444,113.995,92.65517241,71,76.31578947368422,9
826,5305086,2,5,17,41,5198357,32,38,4.0,27,0.7105263159999999,1,4.175555556,83.82600000000001,82.88888889,6,84.375,5
827,5305045,4,5,21,3,5342786,17,99,4.285714286,14,0.141414141,1,4.6225,83.499,129.7857143,82,82.35294117647058,3
828,5304780,5,5,17,8,3345891,20,67,4.777777778,12,0.179104478,1,3.630277778,57.678999999999995,103.16666670000001,47,60.0,8
829,5304149,1,5,9,38,5345624,62,100,4.05,49,0.49,1,13.78527778,253.46200000000002,109.3673469,38,79.03225806451613,13
830,5302142,3,5,20,54,3885460,43,69,3.4,22,0.31884058,1,6.130555556,111.208,115.04545449999999,26,51.162790697674424,21
831,5297335,7,5,19,52,5436622,50,73,4.428571429,26,0.356164384,1,7.368055556,119.20200000000001,105.38461540000002,23,52.0,24
832,5296824,3,5,13,17,4946045,30,97,3.666666667,20,0.206185567,1,5.967222222,96.277,102.7,67,66.66666666666666,10
833,5295836,4,5,9,24,5377873,22,126,4.5,17,0.134920635,1,3.971666667,70.556,96.70588235,104,77.27272727272727,5
834,5294547,2,5,13,52,5383896,26,64,4.375,17,0.265625,1,5.321666667,77.804,102.4117647,38,65.38461538461539,9
835,5288834,5,5,12,39,4824602,32,112,5.0,12,0.107142857,1,2.336666667,48.726000000000006,94.75,80,37.5,20
836,5288367,4,5,17,24,4942138,32,86,3.9375,24,0.27906976699999997,1,7.469722222000001,135.912,118.75,54,75.0,8
837,5287268,5,5,8,22,5386830,35,50,4.461538462,28,0.56,1,5.22,87.559,81.0,15,80.0,7
838,5286475,4,5,8,54,4264706,27,77,4.25,6,0.07792207799999999,1,1.333611111,21.971,85.16666667,50,22.22222222222222,21
839,5286057,1,5,7,37,3784000,65,127,4.304347826,49,0.38582677200000004,1,13.12166667,207.273,95.53061224,62,75.38461538461539,16
840,5285685,5,5,20,12,4785529,56,98,4.3125,29,0.295918367,1,7.609444444,136.342,113.68965520000002,42,51.78571428571429,27
841,5276036,7,5,21,12,3665614,25,136,3.8,18,0.132352941,1,5.255555556,111.495,125.6111111,111,72.0,7
842,5274185,3,5,21,15,4763128,19,48,4.8888888889999995,15,0.3125,1,3.9897222219999997,90.029,126.46666670000002,29,78.94736842105263,4
843,5273096,1,5,18,23,4358566,67,166,4.375,35,0.210843373,1,8.765277778,151.629,95.57142857,99,52.23880597014925,32
844,5272682,3,5,19,28,4586907,61,142,4.291666667,50,0.352112676,1,13.94972222,267.96,113.38,81,81.9672131147541,11
845,5271687,1,5,5,48,4194635,59,133,4.277777778,49,0.36842105299999994,1,13.82972222,221.84,99.89795918,74,83.05084745762711,10
846,5271509,2,5,19,10,4213953,11,58,4.5,4,0.068965517,1,1.614722222,23.055999999999997,118.0,47,36.36363636363637,7
847,5270676,7,5,17,59,4518580,59,79,4.0,45,0.569620253,1,11.99138889,219.56599999999997,104.9777778,20,76.27118644067797,14
848,5270410,3,5,19,24,4640924,14,99,4.0,6,0.060606060999999996,1,2.039444444,41.516999999999996,137.0,85,42.857142857142854,8
849,5266272,2,5,10,52,3442296,49,69,4.3684210530000005,36,0.52173913,1,9.748888889,152.235,95.36111111,20,73.46938775510205,13
850,5265495,2,5,5,48,3520281,52,116,4.1875,26,0.224137931,1,7.024444443999999,152.072,127.07692309999999,64,50.0,26
