,driver_id,day_of_week,total_days,Hour,Minute,passenger_id,total_requests,total_assigned,avg_rating,completed_rides,ACR,status,ride_duration_hour,total_distance_covered_km,avg_fare
461,5165081,5,6,18,16,4233317,18,52,4.285714286,13,0.25,COMPLETED,2.805277778,58.018,98.38461538
462,5165078,1,6,20,25,3608464,60,87,4.391304348,49,0.563218391,COMPLETED,13.86194444,243.379,106.1836735
463,5164551,2,6,9,8,4715283,56,81,4.5,35,0.432098765,COMPLETED,10.39888889,177.095,107.0857143
464,5164176,4,6,18,29,4615814,19,62,3.833333333,12,0.193548387,COMPLETED,3.193888889,70.448,123.1666667
465,5160519,3,6,10,40,3988017,96,127,4.12195122,72,0.566929134,COMPLETED,18.47333333,307.253,97.16666667
466,5159535,3,6,8,20,4527203,42,95,4.266666667,30,0.315789474,COMPLETED,10.17111111,173.629,118.9
467,5159079,5,6,15,23,4183761,38,70,3.857142857,28,0.4,COMPLETED,10.91277778,97.534,87.53571429
468,5154441,2,6,20,28,4568353,37,141,4.363636364,32,0.226950355,COMPLETED,8.116944444,172.64,119.40625
469,5141790,3,6,13,12,3494352,117,188,4.657142857,73,0.388297872,COMPLETED,14.62944444,291.437,92.69863014
470,5139894,1,6,16,29,4856698,69,174,4.333333333,49,0.281609195,COMPLETED,15.13027778,268.983,117.1836735
471,5139500,4,6,17,34,3228526,49,107,4.05,33,0.308411215,COMPLETED,7.413055556,131.721,92.60606061
472,5138131,5,6,8,42,5409206,9,54,4.666666667,8,0.148148148,COMPLETED,3.904444444,64.857,159.25
473,5137945,7,6,19,27,5146637,57,138,4.263157895,42,0.304347826,COMPLETED,15.20222222,253.412,122.8809524
474,5137931,7,6,10,30,4910490,25,513,4.666666667,11,0.021442495,COMPLETED,2.6825,47.46,97.54545455
475,5137417,1,6,13,33,5319805,102,154,4.578947368,81,0.525974026,COMPLETED,20.43388889,377.937,104.7530864
476,5130068,7,6,19,5,4792240,44,175,3.571428571,28,0.16,COMPLETED,7.652777778,130.313,105.0357143
477,5126940,3,6,6,5,4726371,44,104,4.2,35,0.336538462,COMPLETED,8.453888889,139.098,93.08571429
478,5122730,6,6,15,43,4195569,15,256,4.5,6,0.0234375,COMPLETED,1.548611111,28.37,105.1666667
479,5122002,7,6,16,11,3646317,37,136,4.307692308,31,0.227941176,COMPLETED,8.584444444,131.375,95.35483871
480,5121110,3,6,8,39,4782806,68,233,4.344827586,49,0.210300429,COMPLETED,16.43777778,314.619,129.4693878
481,5115955,2,6,21,33,3569000,48,83,4.181818182,35,0.421686747,COMPLETED,8.739444444,165.039,104.9428571
482,5110612,2,6,20,13,4211341,49,147,4.375,27,0.183673469,COMPLETED,5.914444444,124.574,101
483,5107614,7,6,12,43,5131011,63,170,4.142857143,30,0.176470588,COMPLETED,10.14861111,160.668,113.1333333
484,5107074,2,6,15,1,4723508,56,179,4.818181818,26,0.145251397,COMPLETED,10.25277778,144.553,117.2307692
485,5106434,2,6,13,58,3493164,69,84,4.333333333,54,0.642857143,COMPLETED,17.22111111,205.448,90.75925926
486,5106316,3,6,9,26,4867548,34,63,3.916666667,19,0.301587302,COMPLETED,4.9325,64.206,83.10526316
487,5105178,1,6,8,26,5394103,53,277,4.733333333,44,0.158844765,COMPLETED,10.71555556,187.433,95.45454545
488,5096387,2,6,16,32,4605130,56,85,4.5,41,0.482352941,COMPLETED,10.14055556,190.869,116.9512195
489,5084423,4,6,12,16,3979845,62,146,4.833333333,14,0.095890411,COMPLETED,4.930555556,77.405,115.5
490,5080337,1,6,8,34,4977102,37,71,4.333333333,22,0.309859155,COMPLETED,3.972222222,81.701,90.45454545
491,5073160,4,6,9,18,4422923,8,87,4.333333333,6,0.068965517,COMPLETED,1.934444444,29.74,109.5
492,5073148,2,6,16,3,4870037,32,93,4.833333333,16,0.172043011,COMPLETED,3.501388889,62.102,88.25
493,5071047,1,6,16,49,3785713,28,86,4.833333333,17,0.197674419,COMPLETED,4.823611111,70.95,98.76470588
494,5070523,1,6,10,26,4988745,48,109,4.214285714,29,0.266055046,COMPLETED,9.202222222,175.63,121.4827586
495,5069685,2,6,11,8,4950226,68,113,3.916666667,51,0.451327434,COMPLETED,13.44194444,209.032,93.03921569
496,5067678,4,6,16,12,4110399,34,153,4.5,28,0.183006536,COMPLETED,7.976111111,135.819,105.4642857
497,5066782,4,6,16,9,5362456,106,361,4.260869565,55,0.152354571,COMPLETED,15.6275,253.354,101.3454545
498,5060587,3,6,10,32,3923438,81,219,3.928571429,42,0.191780822,COMPLETED,11.97416667,172.97,95.45238095
499,5058736,4,6,8,53,4631748,116,293,4.111111111,46,0.156996587,COMPLETED,13.02277778,210.659,99.67391304
500,5058727,2,6,12,28,3701140,92,168,4.2,59,0.351190476,COMPLETED,11.17805556,216.095,86.47457627
501,5051368,7,6,13,18,4912382,44,101,3.933333333,33,0.326732673,COMPLETED,9.227777778,134.565,92.27272727
502,5050680,5,6,18,18,4735562,47,76,4.307692308,27,0.355263158,COMPLETED,4.446944444,93.349,87.40740741
503,5039886,4,6,20,17,4033621,43,132,4.736842105,36,0.272727273,COMPLETED,10.52611111,191.076,115.5
504,5034262,7,6,22,14,5054770,38,59,3.833333333,29,0.491525424,COMPLETED,7.734444444,153.257,111.8965517
505,5029226,4,6,10,26,3675480,44,151,4.666666667,36,0.238410596,COMPLETED,10.65583333,167.175,101.4444444
506,5026569,1,6,10,23,5107870,147,194,4.513888889,116,0.597938144,COMPLETED,33.89972222,563.687,106.2758621
507,5026118,1,6,10,19,4529587,42,272,4.307692308,29,0.106617647,COMPLETED,8.040555556,149.384,111.9655172
508,5026015,7,6,19,56,4319676,43,287,4.666666667,27,0.094076655,COMPLETED,10.74555556,204.148,146.8148148
509,5018387,2,6,8,6,4202189,24,95,4,18,0.189473684,COMPLETED,4.790277778,89.021,105.1111111
510,5008665,2,6,17,7,5030834,60,81,4.461538462,45,0.555555556,COMPLETED,13.18722222,211.483,102.8
511,5005974,1,6,19,34,4358566,24,66,4.272727273,18,0.272727273,COMPLETED,4.100277778,89.972,109.1666667
512,5005212,4,6,9,46,4892799,35,111,4.272727273,23,0.207207207,COMPLETED,6.342777778,108.338,107.7391304
513,5003092,4,6,19,6,4168039,68,126,4.315789474,39,0.30952381,COMPLETED,11.68583333,170.894,100.7692308
514,4995469,5,6,9,13,4043522,24,51,3.555555556,20,0.392156863,COMPLETED,3.513888889,72.78,90.15
515,4986145,7,6,13,42,4589681,24,44,4.3,22,0.5,COMPLETED,5.348888889,99.752,101.5909091
516,4985523,4,6,23,3,4328902,69,114,4.2,55,0.48245614,COMPLETED,17.26388889,302.895,117.5818182
517,4984851,1,6,20,24,3228006,45,69,3.75,35,0.507246377,COMPLETED,7.121111111,146.993,98
518,4984387,3,6,14,12,4332191,76,171,4.365853659,65,0.380116959,COMPLETED,19.75611111,356.142,113.0461538
519,4983472,5,6,21,16,4884681,19,81,4,6,0.074074074,COMPLETED,1.310277778,26.632,102.3333333
520,4970658,2,6,11,17,4181603,23,62,3,4,0.064516129,COMPLETED,0.999166667,15.753,89
521,4968175,7,6,15,15,3214975,46,75,4.533333333,36,0.48,COMPLETED,9.919166667,168.533,104.6666667
522,4967571,2,6,22,56,4441966,51,122,4.380952381,37,0.303278689,COMPLETED,9.183333333,168.648,103.5675676
523,4965389,2,6,16,20,5222620,81,155,4.583333333,52,0.335483871,COMPLETED,13.04777778,264.708,110.1730769
524,4965137,4,6,14,21,4366656,43,59,4.25,36,0.610169492,COMPLETED,8.264444444,177.234,107.6944444
525,4960908,5,6,17,47,4969178,69,135,4.16,53,0.392592593,COMPLETED,9.383055556,165.865,84.66037736
526,4958782,2,6,6,43,3078160,53,221,4.55,36,0.162895928,COMPLETED,10.70861111,190.189,112.4166667
527,4958474,4,6,9,7,4555681,37,71,4.125,33,0.464788732,COMPLETED,9.085833333,159.74,106.1515152
528,4958350,1,6,19,49,3990665,102,332,4.625,45,0.135542169,COMPLETED,11.45138889,225.439,110.3333333
529,4958007,5,6,14,53,4432920,51,132,3.666666667,25,0.189393939,COMPLETED,7.874722222,126.414,110.2
530,4946836,1,6,9,57,3993237,75,127,4.454545455,41,0.322834646,COMPLETED,7.884722222,169.743,95.70731707
531,4942239,6,6,18,27,4409547,40,275,4.666666667,4,0.014545455,COMPLETED,0.001111111,18.661,115.5
532,4940284,1,6,14,27,4949789,120,197,4.575,76,0.385786802,COMPLETED,22.75055556,369.914,105.8289474
533,4939232,6,6,8,51,3878369,30,195,4.5,22,0.112820513,COMPLETED,4.694722222,99.317,103.5909091
534,4936533,3,6,17,25,5174906,46,150,4.714285714,34,0.226666667,COMPLETED,10.24361111,155.385,103.8529412
535,4935252,7,6,10,44,5152140,42,114,4.529411765,33,0.289473684,COMPLETED,8.633611111,154.066,103.5454545
536,4933315,7,6,17,5,4519266,50,93,4,35,0.376344086,COMPLETED,10.36666667,191.747,114.6285714
537,4933002,5,6,12,19,4825475,97,114,4.4,76,0.666666667,COMPLETED,20.53388889,348.063,99.85526316
538,4920430,4,6,11,4,5118384,62,124,4.5,38,0.306451613,COMPLETED,11.98916667,191.455,108.7368421
539,4915041,5,6,16,28,5017780,50,289,4.444444444,35,0.121107266,COMPLETED,7.468888889,144.906,95.74285714
540,4912412,3,6,16,21,5265182,39,113,4.538461538,34,0.300884956,COMPLETED,11.46527778,184.406,113.9705882
541,4907992,1,6,13,27,4831671,79,144,4.142857143,21,0.145833333,COMPLETED,5.306666667,71.72,85.23809524
542,4889482,7,6,7,44,3662622,36,62,4.5,31,0.5,COMPLETED,8.600555556,141.375,100.4193548
543,4889422,5,6,22,33,5430376,88,135,4.222222222,59,0.437037037,COMPLETED,3.712222222,60.29,52.93220339
544,4887499,1,6,10,43,5232037,36,355,4.2,21,0.05915493,COMPLETED,5.0175,79.197,90.80952381
545,4881520,2,6,9,27,4976658,63,93,4.5,51,0.548387097,COMPLETED,13.10277778,233.297,102.0784314
546,4876106,5,6,20,48,4070112,52,86,4.588235294,32,0.372093023,COMPLETED,5.681388889,137.41,104.875
547,4872729,2,6,10,12,3505505,53,110,4.481481481,47,0.427272727,COMPLETED,12.32055556,198.582,96.53191489
548,4868970,1,6,19,7,5374755,72,139,4.363636364,54,0.388489209,COMPLETED,15.85583333,274.292,109.9814815
549,4868471,3,6,18,47,5067588,98,123,4.310344828,68,0.552845528,COMPLETED,21.69611111,320.271,102.0882353
550,4868253,5,6,11,47,3638848,55,250,4.5,39,0.156,COMPLETED,16.35833333,279.299,141.9230769
551,4867753,2,6,6,49,4358566,55,130,4.608695652,36,0.276923077,COMPLETED,7.801666667,159.271,98.52777778
552,4856723,5,6,14,23,4172842,39,164,4.65,29,0.176829268,COMPLETED,8.039722222,132.632,103.0344828
553,4835217,2,6,9,46,4707081,37,60,4.666666667,24,0.4,COMPLETED,6.004722222,102.807,97.625
554,4834241,6,6,17,52,4937145,147,265,4.179104478,110,0.41509434,COMPLETED,31.6375,564.971,110.3363636
555,4826928,5,6,21,10,3493100,58,141,4.45,40,0.283687943,COMPLETED,11.11,214.76,116.175
556,4825983,2,6,20,22,5208987,57,186,4.19047619,41,0.220430108,COMPLETED,11.32138889,206.479,109.5853659
557,4824444,3,6,16,4,3791646,49,173,3.615384615,19,0.10982659,COMPLETED,4.2525,60.605,81.36842105
558,4810079,1,6,13,3,5326318,36,110,4.615384615,24,0.218181818,COMPLETED,5.753611111,108.491,102.5416667
559,4798667,7,6,17,16,4205094,46,114,4.571428571,38,0.333333333,COMPLETED,9.275833333,197.302,114.2368421
560,4766432,4,6,18,43,4043345,17,96,4.555555556,13,0.135416667,COMPLETED,3.935277778,58.883,103.0769231
561,4759527,4,6,9,54,4393514,108,155,4.170731707,85,0.548387097,COMPLETED,20.64583333,374.665,97.37647059
562,4751636,5,6,16,4,5367198,53,245,4.4,43,0.175510204,COMPLETED,12.11861111,155.762,86.69767442
563,4748299,4,6,14,42,3227250,129,235,4.3125,31,0.131914894,COMPLETED,4.846111111,107.035,85.29032258
564,4747243,2,6,21,18,4749633,33,68,4.222222222,17,0.25,COMPLETED,2.972222222,60.981,93.52941176
565,4746093,2,6,17,12,4434096,65,176,4.4,46,0.261363636,COMPLETED,15.57722222,292.115,127.9130435
566,4746082,3,6,16,24,5122653,57,157,4.217391304,48,0.305732484,COMPLETED,12.43416667,187.121,89.875
567,4745683,1,6,9,57,4775564,23,162,2,5,0.030864198,COMPLETED,1.235,20.249,99.4
568,4742252,4,6,18,19,4943540,78,121,4.206896552,54,0.446280992,COMPLETED,12.46277778,269.88,113.7222222
569,4740322,7,6,14,10,3481302,49,130,4.153846154,26,0.2,COMPLETED,6.017222222,114.387,98.69230769
570,4735627,2,6,17,31,5252141,43,103,4.4,36,0.349514563,COMPLETED,13.90583333,190.342,111.6111111
571,4734526,3,6,13,58,3968592,81,111,4.230769231,65,0.585585586,COMPLETED,17.91416667,316.545,106.2461538
572,4724083,4,6,19,7,5109473,37,113,4.272727273,18,0.159292035,COMPLETED,3.411388889,67.197,89.72222222
573,4719213,4,6,15,11,4994670,35,70,4.555555556,17,0.242857143,COMPLETED,4.071388889,78.465,106
574,4717605,4,6,21,51,3055456,56,65,4.111111111,37,0.569230769,COMPLETED,8.905833333,181.637,106.1891892
575,4715881,3,6,17,39,4796745,47,118,4.588235294,43,0.36440678,COMPLETED,11.43305556,227.37,114.1860465
576,4712098,2,6,23,25,5010056,43,140,4.277777778,31,0.221428571,COMPLETED,8.457222222,168.846,118.8709677
577,4704370,1,6,11,4,3583987,35,73,4.25,26,0.356164384,COMPLETED,7.289166667,115.221,100.5384615
578,4703938,7,6,15,53,3926601,49,88,4.470588235,33,0.375,COMPLETED,9.252222222,173.829,111.8484848
579,4699156,2,6,13,31,4851044,39,136,4.136363636,36,0.264705882,COMPLETED,9.723333333,158.822,99.27777778
580,4698073,5,6,9,1,4975696,30,57,4.625,28,0.49122807,COMPLETED,7.885555556,139.1,107.1071429
581,4692537,4,6,16,13,5100051,64,78,4.55,44,0.564102564,COMPLETED,10.25861111,221.239,113.4772727
582,4692530,3,6,16,51,4100505,49,187,4.130434783,40,0.213903743,COMPLETED,11.55416667,193.134,108.35
583,4691104,5,6,11,36,3764423,136,179,4.45,87,0.48603352,COMPLETED,24.55944444,459.948,112.4252874
584,4678371,2,6,8,13,3234520,88,235,4.090909091,47,0.2,COMPLETED,10.52972222,230.996,108.3404255
585,4671798,7,6,14,28,5110427,48,98,4.357142857,33,0.336734694,COMPLETED,1.477777778,43.931,59.66666667
586,4666083,7,6,11,41,4188864,39,385,4.375,20,0.051948052,COMPLETED,7.555277778,148.772,144.95
587,4658363,3,6,17,50,4514746,11,76,4.6,7,0.092105263,COMPLETED,2.426388889,31.754,100.1428571
588,4649420,7,6,19,27,3993964,57,101,4.454545455,39,0.386138614,COMPLETED,7.027777778,153.936,94.64102564
589,4643360,7,6,18,38,5423336,52,197,4.352941176,39,0.197969543,COMPLETED,10.23611111,190.963,106.4871795
590,4638038,6,6,17,57,4951153,48,70,4.571428571,30,0.428571429,COMPLETED,10.14222222,183.321,124.8
591,4633592,2,6,19,9,5358376,80,210,4.444444444,51,0.242857143,COMPLETED,11.25416667,242.83,104.4705882
592,4632234,1,6,14,26,4973722,79,134,4.171428571,65,0.485074627,COMPLETED,17.98944444,334.15,109.9692308
593,4626846,1,6,11,41,5384217,85,158,4,66,0.417721519,COMPLETED,21.75055556,391.398,121.4242424
594,4626074,4,6,10,37,4405251,58,125,4.35,41,0.328,COMPLETED,12.30138889,239.931,120.5365854
595,4625469,5,6,15,3,4650975,20,42,4.666666667,8,0.19047619,COMPLETED,2.474166667,40.349,105.5
596,4612459,4,6,21,33,4283167,51,100,4.5,33,0.33,COMPLETED,5.406388889,109.748,83.63636364
597,4605659,5,6,14,34,4757269,38,50,4.25,8,0.16,COMPLETED,1.723888889,28.294,86.375
598,4600591,7,6,18,13,5368768,71,114,4.517241379,54,0.473684211,COMPLETED,11.29583333,240.733,100.0185185
599,4592166,7,6,14,16,4904376,79,195,4.142857143,68,0.348717949,COMPLETED,18.8525,348.748,108.8823529
600,4585923,2,6,9,42,5305967,113,164,4.282608696,83,0.506097561,COMPLETED,18.98388889,340.269,96.3373494
601,4579092,3,6,20,33,4319759,46,102,4.454545455,38,0.37254902,COMPLETED,8.424444444,203.592,112.5789474
602,4577172,1,6,11,34,4580033,37,146,4.625,28,0.191780822,COMPLETED,5.756666667,97.785,83.53571429
603,4572050,3,6,12,13,5270650,72,119,4.090909091,47,0.394957983,COMPLETED,10.77861111,194.699,93.74468085
604,4571534,3,6,12,20,5073572,92,207,4.314285714,70,0.338164251,COMPLETED,19.12888889,324.394,102.4857143
605,4571158,5,6,11,14,4555681,62,92,4.25,27,0.293478261,COMPLETED,3.8325,75.727,75.11111111
606,4565655,7,6,17,42,4695318,22,118,4.615384615,19,0.161016949,COMPLETED,6.526388889,102.933,115.1052632
607,4554374,5,6,18,20,5423842,48,118,4.421052632,37,0.313559322,COMPLETED,8.603611111,164.702,103.972973
608,4552639,5,6,8,47,3941712,35,246,5,8,0.032520325,COMPLETED,1.331111111,29.521,92.625
609,4541864,1,6,11,25,4514116,38,120,4.307563701,2,0.016666667,COMPLETED,0.186944444,7.881,93
610,4541499,5,6,10,17,4296998,58,138,4.272727273,44,0.31884058,COMPLETED,11.94083333,212.64,106.4545455
611,4540772,5,6,13,28,4389756,91,113,4.088888889,81,0.716814159,COMPLETED,20.56166667,351.756,100.1234568
612,4525331,3,6,9,42,4961917,84,128,4.576923077,67,0.5234375,COMPLETED,21.67555556,337.566,108.1940299
613,4514439,3,6,15,55,3899581,78,172,4.5,48,0.279069767,COMPLETED,10.43055556,213.228,101.6458333
614,4510572,1,6,14,5,4632958,31,72,4.6,23,0.319444444,COMPLETED,5.085555556,104.131,105
615,4510388,3,6,10,0,3191381,50,70,4.111111111,32,0.457142857,COMPLETED,3.556388889,58.336,59.1875
616,4489028,4,6,20,49,5062369,31,148,4.3,16,0.108108108,COMPLETED,3.856666667,83.411,112.375
617,4487711,7,6,15,5,3054098,9,41,4,9,0.219512195,COMPLETED,2.2475,35.775,92.66666667
618,4487064,1,6,18,57,5396533,68,168,4.230769231,46,0.273809524,COMPLETED,14.71444444,229.042,105.0869565
619,4486426,4,6,13,51,4851762,54,146,4.25,40,0.273972603,COMPLETED,11.48972222,209.077,111.475
620,4479381,7,6,20,32,4600349,35,44,3.7,30,0.681818182,COMPLETED,7.583611111,130.225,98.4
621,4478130,5,6,8,25,5416081,47,64,4.423076923,45,0.703125,COMPLETED,12.42555556,192.323,97.6
622,4473842,3,6,17,58,4480685,30,82,4.625,22,0.268292683,COMPLETED,5.573888889,120.746,114.1363636
623,4472358,7,6,18,30,5181343,126,170,4.326923077,89,0.523529412,COMPLETED,23.44583333,456.923,110.5955056
624,4468616,2,6,13,47,4868993,29,98,3,3,0.030612245,COMPLETED,0.009722222,10.118,87
625,4465138,5,6,20,12,3481302,64,284,4.75,13,0.045774648,COMPLETED,1.943055556,51.234,95.23076923
626,4464698,3,6,18,48,4765740,29,247,4.4,18,0.072874494,COMPLETED,1.963055556,35.218,63.44444444
627,4464332,2,6,8,38,4949730,97,196,4.222222222,73,0.37244898,COMPLETED,23.05833333,384.512,112.7808219
628,4450505,4,6,14,49,5419377,47,108,4.619047619,36,0.333333333,COMPLETED,10.27444444,176.871,108.4444444
629,4445887,2,6,18,23,4728764,12,65,4,5,0.076923077,COMPLETED,2.024722222,37.189,142
630,4444577,3,6,11,35,5118173,87,208,4.171428571,74,0.355769231,COMPLETED,23.50138889,425.346,120.1756757
631,4434650,3,6,19,33,3770422,43,120,3.818181818,18,0.15,COMPLETED,2.465,67.464,91.83333333
632,4424797,4,6,6,51,3516865,59,136,4.210526316,40,0.294117647,COMPLETED,12.86777778,150.963,89.325
633,4413887,5,6,14,12,3763268,23,57,4.166666667,23,0.403508772,COMPLETED,8.946388889,118.116,110.0434783
634,4408332,4,6,17,8,5106871,73,122,4.333333333,65,0.532786885,COMPLETED,19.54638889,329.296,111.1230769
635,4384381,3,6,11,45,4971511,21,87,4.4,9,0.103448276,COMPLETED,2.476944444,35.111,94.11111111
636,4373795,7,6,13,56,5330850,16,72,4.2,10,0.138888889,COMPLETED,3.0125,50.066,109.5
637,4372392,7,6,17,19,3988254,81,93,4.37037037,62,0.666666667,COMPLETED,14.13305556,320.406,116.9354839
638,4364901,3,6,18,2,3426419,18,101,4.571428571,10,0.099009901,COMPLETED,0.531944444,25.157,75.7
639,4346771,1,6,16,17,4988745,60,82,4.485714286,58,0.707317073,COMPLETED,11.62916667,236.586,92.67241379
640,4335274,1,6,9,22,4551811,10,114,4.5,7,0.061403509,COMPLETED,2.155555556,31.948,101.7142857
641,4303751,3,6,17,25,4815234,78,154,4.461538462,29,0.188311688,COMPLETED,8.388611111,134.212,103.8275862
642,4301381,1,6,16,14,4549187,56,164,4.384615385,23,0.140243902,COMPLETED,6.811111111,106.144,104.173913
643,4295655,5,6,19,3,4974184,63,169,4.142857143,27,0.159763314,COMPLETED,7.586111111,150.212,118
644,4282958,1,6,9,6,4841152,59,115,4.214285714,36,0.313043478,COMPLETED,9.351111111,155.261,96.97222222
645,4264734,3,6,21,58,4686854,110,154,4.470588235,76,0.493506494,COMPLETED,19.07472222,357.246,104.6710526
646,4236070,5,6,17,25,4721178,35,107,4.388888889,30,0.280373832,COMPLETED,8.613333333,126.168,93.2
647,4236063,7,6,18,39,5085766,54,68,4.555555556,39,0.573529412,COMPLETED,7.475833333,172.352,106.4102564
648,4233720,4,6,9,55,4778778,42,144,4.6,19,0.131944444,COMPLETED,4.898611111,87.118,100
649,4233558,7,6,13,1,4549226,63,238,4.64516129,48,0.201680672,COMPLETED,14.31166667,265.676,116.0416667
650,4228298,7,6,14,26,5399552,66,155,5,5,0.032258065,COMPLETED,1.016944444,18.072,84.6
651,4215795,5,6,17,37,5350230,75,84,4.689655172,59,0.702380952,COMPLETED,18.25555556,326.677,117.7118644
652,4212318,5,6,9,25,5335633,24,65,4.333333333,15,0.230769231,COMPLETED,4.425833333,64.571,96.13333333
653,4204467,3,6,9,21,5032576,18,35,4.5,7,0.2,COMPLETED,1.536388889,24.422,89
654,4153934,1,6,14,47,3898959,55,85,4.086956522,39,0.458823529,COMPLETED,10.87055556,165.982,98.58974359
655,4148928,7,6,23,0,4035417,25,81,4.285714286,13,0.160493827,COMPLETED,3.038888889,47.185,87.38461538
656,4112672,5,6,11,53,4867812,26,100,4.4,9,0.09,COMPLETED,1.794444444,26.28,76.22222222
657,4110740,6,6,9,42,4980188,39,74,4.5,15,0.202702703,COMPLETED,4.737777778,96.827,128.4666667
658,4052610,2,6,18,59,4398640,44,162,4.375,31,0.191358025,COMPLETED,6.751666667,131.571,97.03225806
659,4035678,4,6,11,1,4001426,36,46,3.75,27,0.586956522,COMPLETED,7.675833333,142.742,109.8518519
660,4034589,7,6,20,4,4883739,45,165,3.923076923,27,0.163636364,COMPLETED,6.877222222,118.771,106.4814815
661,4028017,6,6,14,53,5397504,60,96,4.363636364,43,0.447916667,COMPLETED,6.622777778,123.896,77.37209302
662,4027965,5,6,19,41,4977748,35,60,4.4,28,0.466666667,COMPLETED,6.072222222,118.013,96.78571429
663,4027413,7,6,14,20,4128048,65,195,4.695652174,32,0.164102564,COMPLETED,9.772777778,205.612,137.375
664,4021572,2,6,15,38,4536964,65,121,4.25,39,0.32231405,COMPLETED,8.938611111,179.749,103.6923077
665,4012859,3,6,17,55,5068974,71,354,3.666666667,20,0.056497175,COMPLETED,5.939166667,94.146,102.2
666,3980110,4,6,18,21,4761024,22,119,3.833333333,14,0.117647059,COMPLETED,4.237777778,62.538,104.8571429
667,3952989,7,6,6,49,3522510,40,79,4.666666667,22,0.278481013,COMPLETED,4.985555556,72.913,82.77272727
668,3951792,2,6,9,26,4322127,108,147,4.205128205,74,0.503401361,COMPLETED,19.02027778,361.31,118.6756757
669,3946079,1,6,8,6,5384113,60,142,3.923076923,33,0.232394366,COMPLETED,9.170277778,135.24,94.39393939
670,3936971,2,6,9,47,5325454,29,211,5,8,0.037914692,COMPLETED,2.141944444,37.697,106.75
671,3936119,1,6,7,19,4512835,191,378,4.209302326,101,0.267195767,COMPLETED,27.31972222,534.73,110.990099
672,3916755,1,6,10,29,4276871,35,57,4.454545455,22,0.385964912,COMPLETED,5.808888889,100.139,101.3181818
673,3896826,3,6,9,48,4363840,99,206,4.380952381,42,0.203883495,COMPLETED,10.25888889,167.276,93.64285714
674,3887018,1,6,16,49,5310790,58,85,4.421052632,46,0.541176471,COMPLETED,13.62222222,200.46,97.7173913
675,3864586,2,6,16,38,4564848,46,220,3.285714286,10,0.045454545,COMPLETED,1.945277778,28.943,79.4
676,3854963,5,6,6,45,4987531,59,260,4.458333333,44,0.169230769,COMPLETED,9.870555556,197.782,99.84090909
677,3837162,2,6,9,45,4064943,78,189,4.47826087,47,0.248677249,COMPLETED,15.76111111,263.434,117.106383
678,3804886,2,6,10,34,5263268,70,163,4.464285714,48,0.294478528,COMPLETED,15.85,231.094,103.9791667
679,3772692,3,6,4,42,5408281,52,97,4.208333333,39,0.402061856,COMPLETED,10.25527778,171.597,101.8205128
680,3751577,3,6,10,56,5047747,49,188,4.307692308,36,0.191489362,COMPLETED,10.16138889,187.847,112.7777778
681,3738000,3,6,15,45,3776070,19,132,3.833333333,10,0.075757576,COMPLETED,1.895833333,52.826,118.4
682,3718344,2,6,21,54,4830383,47,92,4.6875,30,0.326086957,COMPLETED,6.169722222,137.415,105.6666667
683,3717245,4,6,10,52,3577566,91,128,4.59375,69,0.5390625,COMPLETED,18.35777778,282.591,95.44927536
684,3709813,2,6,22,38,5291399,42,109,4.3,30,0.275229358,COMPLETED,7.361388889,131.018,121.5333333
685,3698459,3,6,15,29,4635106,104,131,4.075,81,0.618320611,COMPLETED,21.75055556,386.118,104.1975309
686,3646812,7,6,14,54,4513832,54,234,4.692307692,37,0.158119658,COMPLETED,7.420555556,138.976,88.91891892
687,3645038,1,6,19,1,4456862,12,135,5,4,0.02962963,COMPLETED,0.989444444,15.511,89.75
688,3638664,3,6,21,1,4720448,48,175,4.444444444,36,0.205714286,COMPLETED,11.36583333,214.217,126.2777778
689,3637101,1,6,10,32,4215439,24,77,4,10,0.12987013,COMPLETED,1.474444444,32.076,80.9
690,3634447,5,6,21,36,5428208,69,104,4.655172414,47,0.451923077,COMPLETED,10.74777778,221.107,109.8510638
691,3550359,2,6,10,21,5158077,70,155,4.413793103,53,0.341935484,COMPLETED,10.36777778,216.146,97.0754717
692,3527160,4,6,17,30,3091801,71,144,4.333333333,54,0.375,COMPLETED,6.39,118.212,66.74074074
693,3481158,3,6,13,23,4319383,85,149,4.074074074,72,0.483221477,COMPLETED,21.63444444,356.723,106.7638889
694,3475712,6,6,8,39,5290325,78,301,4.161290323,48,0.159468439,COMPLETED,11.60333333,223.252,104.1875
695,3459818,2,6,10,51,4412719,70,108,3.789473684,38,0.351851852,COMPLETED,9.311388889,159.06,97.39473684
696,3452591,2,6,19,20,4946356,37,66,4.263157895,28,0.424242424,COMPLETED,7.106944444,138.102,106.8928571
697,3442931,4,6,21,53,4721722,86,146,4.5,38,0.260273973,COMPLETED,12.17972222,212.371,123.0263158
698,3419580,7,6,18,15,4791762,43,240,3.833333333,14,0.058333333,COMPLETED,3.798611111,53.322,93.28571429
699,3399291,4,6,10,54,5330988,33,95,3.5,3,0.031578947,COMPLETED,0.278888889,4.475,55.66666667
700,3360438,7,6,16,3,4945116,34,59,4.090909091,27,0.457627119,COMPLETED,7.436111111,96.782,87.48148148
701,3243415,1,6,9,31,4484351,53,385,4.333333333,24,0.062337662,COMPLETED,3.978333333,71.163,74.95833333
702,3226970,1,6,9,19,3354199,45,107,4.214285714,28,0.261682243,COMPLETED,5.592222222,113.372,93.42857143
