,driver_id,day_of_week,Hour,Minute,passenger_id,total_assigned_request,avg_rating,completed_rides,total_canceled_ride,ACR,status,ride_duration_hour,total_distance_covered_km,undiscounted_fare
796,4613526,2,11,35,4944639,61,4.3125,31,30,0.51,COMPLETED,9.307222222,166.725,62
797,4613832,1,10,30,4628387,25,4.285714286,16,9,0.64,COMPLETED,4.4025,82.845,59
798,4619707,1,10,16,4928329,1,,0,1,0,CANCELED,,,
799,4624228,1,17,49,3534435,18,3.666666667,7,11,0.39,COMPLETED,3.004444444,54.08,77
800,4625469,5,15,3,4650975,20,4.666666667,8,12,0.4,COMPLETED,2.474166667,40.349,107
801,4625503,1,10,14,4677915,21,4.625,15,6,0.71,COMPLETED,4.391944444,81.122,186
802,4626035,3,9,31,3458489,9,,2,7,0.22,COMPLETED,0.556388889,7.752,130
803,4626074,4,10,37,4405251,58,4.35,41,17,0.71,COMPLETED,12.30138889,239.931,108
804,4626846,1,11,41,5384217,85,4,66,19,0.78,COMPLETED,21.75055556,391.398,146
805,4626859,1,18,58,4910767,2,,1,1,0.5,CANCELED,0.258055556,3.977,
806,4626980,2,21,14,4198519,106,4.322580645,69,37,0.65,COMPLETED,16.425,293.372,114
807,4627142,2,13,18,3534796,19,4.285714286,11,8,0.58,COMPLETED,2.995833333,51.692,81
808,4627263,4,10,28,3521338,14,4.5,5,9,0.36,COMPLETED,1.4875,28.276,163
809,4631045,4,10,28,3105855,86,4.217391304,47,39,0.55,COMPLETED,11.76777778,158.706,84
810,4631445,1,13,27,5359214,13,4.333333333,8,5,0.62,COMPLETED,2.299722222,43.132,133
811,4632234,1,14,26,4973722,79,4.171428571,65,14,0.82,COMPLETED,17.98944444,334.15,144
812,4632572,1,17,49,3050740,2,5,1,1,0.5,COMPLETED,0.225277778,3.172,78
813,4633171,7,20,7,5246029,17,4.666666667,14,3,0.82,COMPLETED,2.562777778,50.258,135
814,4633181,1,10,17,5344986,31,4.333333333,10,21,0.32,COMPLETED,2.272222222,43.048,129
815,4633592,2,19,9,5358376,80,4.444444444,51,29,0.64,COMPLETED,11.25416667,242.83,116
816,4637864,2,13,40,4726853,27,4.6,18,9,0.67,COMPLETED,3.773055556,81.578,81
817,4638038,6,17,57,4951153,48,4.571428571,30,18,0.63,COMPLETED,10.14222222,183.321,212
818,4639206,2,17,10,4928121,26,4.666666667,8,18,0.31,COMPLETED,3.1,53.109,227
819,4640472,2,18,2,5195589,12,3.5,10,2,0.83,COMPLETED,2.6325,42.492,154
820,4643237,4,15,1,3600055,13,4.6,10,3,0.77,COMPLETED,3.431666667,45.685,150
821,4643360,7,18,38,5423336,52,4.352941176,39,13,0.75,COMPLETED,10.23611111,190.963,60
822,4643382,2,22,45,4605070,36,4.583333333,23,13,0.64,COMPLETED,4.5175,121.041,211
823,4644128,3,10,19,4950907,2,5,1,1,0.5,COMPLETED,0.293888889,5.468,133
824,4644240,3,9,26,4537375,2,,0,2,0,CANCELED,,,
825,4644662,1,9,51,5093269,10,4,9,1,0.9,COMPLETED,1.888333333,29.163,57
826,4644848,4,21,59,5191665,35,3.909090909,26,9,0.74,COMPLETED,7.483611111,165.617,74
827,4645382,1,13,10,4505719,3,,1,2,0.33,CANCELED,0.322777778,4.287,
828,4647808,6,19,34,5096191,51,4.6,27,24,0.53,COMPLETED,6.565555556,91.21,113
829,4648386,2,18,21,5397523,9,5,6,3,0.67,COMPLETED,2.746944444,45.365,139
830,4649337,2,13,12,5380336,1,,0,1,0,CANCELED,,,
831,4649420,7,19,27,3993964,57,4.454545455,39,18,0.68,COMPLETED,7.027777778,153.936,114
832,4649481,1,13,35,4542608,22,4.25,13,9,0.59,COMPLETED,4.117777778,76.742,122
833,4649791,1,7,54,5020587,2,4,1,1,0.5,CANCELED,0.196111111,4.078,
834,4649920,4,10,57,4540129,18,,0,18,0,CANCELED,,,
835,4650483,4,22,58,4712121,147,4.580645161,119,28,0.81,COMPLETED,32.30972222,540.469,177
836,4650507,2,9,36,4719894,7,4,3,4,0.43,COMPLETED,0.771944444,11.747,56
837,4650888,4,14,18,4986734,18,4.875,11,7,0.61,COMPLETED,3.378055556,58.188,126
838,4651915,5,19,24,5059814,26,3.909090909,20,6,0.77,COMPLETED,6.188888889,111.745,107
839,4652099,1,18,58,4824301,33,3.714285714,24,9,0.73,COMPLETED,6.763888889,126.088,93
840,4652677,5,16,45,4909284,3,,1,2,0.33,COMPLETED,0.334166667,7.709,146
841,4653134,2,17,17,5161300,7,2.5,5,2,0.71,COMPLETED,1.149166667,20.196,118
842,4656070,4,18,20,4847701,18,4,7,11,0.39,COMPLETED,2.314166667,41.529,152
843,4656561,7,20,37,4406956,27,4.666666667,24,3,0.89,COMPLETED,6.989722222,112.04,55
844,4657071,5,10,39,4780368,15,4.2,10,5,0.67,COMPLETED,2.246666667,36.775,112
845,4657106,3,13,42,5168442,116,4.230769231,92,24,0.79,COMPLETED,20.60861111,429.271,124
846,4657629,3,0,53,4928504,15,4.75,11,4,0.73,COMPLETED,1.709444444,40.824,352
847,4658363,3,17,50,4514746,11,4.6,7,4,0.64,COMPLETED,2.426388889,31.754,118
848,4658403,2,21,18,3875612,10,4.8,9,1,0.9,COMPLETED,1.578333333,34.87,156
849,4658714,1,20,3,5065735,9,4.5,7,2,0.78,COMPLETED,1.934722222,32.52,81
850,4662188,2,12,34,5316259,89,4.606060606,68,21,0.76,COMPLETED,16.10083333,265.94,74
851,4666083,7,11,41,4188864,39,4.375,20,19,0.51,COMPLETED,7.555277778,148.772,106
852,4670952,3,11,2,5410211,1,,0,1,0,CANCELED,,,
853,4671798,7,14,28,5110427,48,4.357142857,33,15,0.69,COMPLETED,1.477777778,43.931,61
854,4672173,7,11,55,5114584,2,,1,1,0.5,COMPLETED,0.338333333,6.992,135
855,4672272,2,12,39,4011865,12,3.75,8,4,0.67,COMPLETED,3.134166667,50.362,184
856,4672609,7,8,47,5435066,24,4.125,15,9,0.63,COMPLETED,3.133888889,55.884,146
857,4672619,1,13,6,5296700,5,,0,5,0,CANCELED,,,
858,4672644,7,17,35,4628838,37,4.090909091,32,5,0.86,COMPLETED,7.337222222,149.08,103
859,4673275,3,11,36,5185001,42,4.153846154,24,18,0.57,COMPLETED,5.556111111,95.369,108
860,4673799,5,14,4,3949686,98,4.057142857,57,41,0.58,COMPLETED,17.36166667,255.529,101
861,4673855,5,15,19,4797573,14,4.25,7,7,0.5,COMPLETED,2.395277778,46.217,162
862,4674280,3,18,14,4735993,1,,0,1,0,CANCELED,,,
863,4677968,6,7,15,5327056,18,3.833333333,11,7,0.61,COMPLETED,1.958333333,49.709,81
864,4678338,2,20,29,3750327,11,4.5,5,6,0.45,COMPLETED,1.967777778,24.366,116
865,4678371,2,8,13,3234520,88,4.090909091,47,41,0.53,COMPLETED,10.52972222,230.996,125
866,4678744,1,22,31,4833032,32,4.428571429,15,17,0.47,COMPLETED,5.028611111,93.55,168
867,4678838,5,13,5,5425731,80,4.636363636,63,17,0.79,COMPLETED,20.64861111,323.549,164
868,4679003,1,13,32,3332134,33,4.285714286,13,20,0.39,COMPLETED,1.035833333,29.327,115
869,4679232,3,12,23,5304197,9,4.5,3,6,0.33,COMPLETED,1.229722222,25.139,157
870,4679303,6,4,12,3063118,4,5,1,3,0.25,CANCELED,0.637222222,2.513,
871,4679323,3,12,35,5186037,16,4.8,8,8,0.5,COMPLETED,3.686111111,60.133,170
872,4679675,3,11,43,4233449,3,,0,3,0,CANCELED,,,
873,4679813,4,20,31,3715729,37,,1,36,0.03,CANCELED,0.141388889,4.009,
874,4680724,3,13,43,5327640,22,3.875,16,6,0.73,COMPLETED,5.276944444,76.782,193
875,4690931,4,17,36,5009736,6,3,5,1,0.83,COMPLETED,1.307222222,23.101,109
876,4691019,2,16,39,5346994,16,4.285714286,15,1,0.94,COMPLETED,3.479722222,71.12,120
877,4691104,5,11,36,3764423,136,4.45,87,49,0.64,COMPLETED,24.55944444,459.948,204
878,4691717,3,10,0,4511469,32,4,16,16,0.5,COMPLETED,5.531388889,87.911,139
879,4691947,5,20,57,3747524,14,4.75,7,7,0.5,COMPLETED,1.399444444,24.51,131
880,4692224,5,17,58,3641183,7,5,5,2,0.71,COMPLETED,1.200277778,14.133,127
881,4692530,3,16,51,4100505,49,4.130434783,40,9,0.82,COMPLETED,11.55416667,193.134,119
882,4692537,4,16,13,5100051,64,4.55,44,20,0.69,COMPLETED,10.25861111,221.239,121
883,4692567,7,13,35,4766102,1,,0,1,0,CANCELED,,,
884,4692622,1,11,41,5160259,8,5,4,4,0.5,COMPLETED,1.531666667,26.969,175
885,4693119,1,16,26,4073460,75,4.517241379,50,25,0.67,COMPLETED,11.135,182.356,107
886,4693541,7,7,12,5316546,1,,0,1,0,CANCELED,,,
887,4693702,5,18,16,3521338,9,5,4,5,0.44,CANCELED,0.001388889,3.445,
888,4693935,3,18,33,5272916,4,5,3,1,0.75,COMPLETED,0.970833333,18.856,93
889,4696214,3,21,8,3198342,8,3.4,7,1,0.88,COMPLETED,1.171111111,24.56,72
890,4698073,5,9,1,4975696,30,4.625,28,2,0.93,COMPLETED,7.885555556,139.1,200
891,4698655,7,19,31,5092840,65,4.25,31,34,0.48,COMPLETED,7.994444444,159.147,184
892,4699129,2,14,28,4577554,10,3.666666667,5,5,0.5,COMPLETED,0.997222222,18.309,123
893,4699156,2,13,31,4851044,39,4.136363636,36,3,0.92,COMPLETED,9.723333333,158.822,141
894,4699753,1,9,33,4537375,23,4.428571429,12,11,0.52,COMPLETED,2.768055556,54.277,117
895,4700650,4,17,13,5330049,12,4.666666667,8,4,0.67,COMPLETED,1.815,35.877,54
896,4703140,1,8,44,4709727,6,5,4,2,0.67,COMPLETED,1.605833333,30.135,163
897,4703843,5,11,45,4982261,24,4.111111111,18,6,0.75,COMPLETED,5.2425,92.082,132
898,4703938,7,15,53,3926601,49,4.470588235,33,16,0.67,COMPLETED,9.252222222,173.829,51
899,4704370,1,11,4,3583987,35,4.25,26,9,0.74,COMPLETED,7.289166667,115.221,140
900,4705148,2,14,17,4493087,14,4.5,5,9,0.36,COMPLETED,1.508333333,20.677,108
901,4705527,5,16,7,4058217,61,4.05,43,18,0.7,COMPLETED,9.757777778,154.388,68
902,4705535,7,9,27,5364861,71,4.066666667,29,42,0.41,COMPLETED,6.674722222,106.686,72
903,4706126,7,19,52,5274372,11,5,6,5,0.55,COMPLETED,0.268611111,16.005,58
904,4709638,3,7,18,4944639,13,4.666666667,8,5,0.62,COMPLETED,1.532777778,40.626,136
905,4711220,4,14,34,4940817,12,4.2,8,4,0.67,COMPLETED,2.778333333,34.024,114
906,4711706,4,22,47,4953528,4,5,3,1,0.75,COMPLETED,0.706944444,19.576,179
907,4712098,2,23,25,5010056,43,4.277777778,31,12,0.72,COMPLETED,8.457222222,168.846,105
908,4712145,2,16,46,4638403,38,4.571428571,26,12,0.68,COMPLETED,9.168888889,181.37,159
909,4712745,7,12,41,4600935,7,5,3,4,0.43,COMPLETED,1.096111111,23.885,160
910,4713124,3,9,34,3195697,25,4,16,9,0.64,COMPLETED,3.586944444,53.737,78
911,4713179,1,20,9,4133106,21,4,7,14,0.33,COMPLETED,0.005277778,6.489,113
912,4715668,5,10,57,4568402,17,4.333333333,12,5,0.71,COMPLETED,2.644444444,48.183,55
913,4715881,3,17,39,4796745,47,4.588235294,43,4,0.91,COMPLETED,11.43305556,227.37,178
914,4716125,4,18,19,4449223,22,3.25,13,9,0.59,COMPLETED,3.270833333,44.99,127
915,4716906,2,18,7,4172511,17,4.2,10,7,0.59,COMPLETED,3.748333333,60.022,109
916,4717605,4,21,51,3055456,56,4.111111111,37,19,0.66,COMPLETED,8.905833333,181.637,114
917,4718173,4,20,42,5126851,17,3.2,10,7,0.59,COMPLETED,3.319444444,62.604,197
918,4718773,3,13,46,4557200,47,3.846153846,31,16,0.66,COMPLETED,8.880555556,140.688,87
919,4718962,3,8,23,3926096,3,5,2,1,0.67,COMPLETED,1.485833333,29.874,260
920,4719007,5,11,51,4467185,36,4.666666667,27,9,0.75,COMPLETED,6.327222222,105.87,182
921,4719048,2,12,59,5383493,23,4,16,7,0.7,COMPLETED,3.140277778,48.779,142
922,4719213,4,15,11,4994670,35,4.555555556,17,18,0.49,COMPLETED,4.071388889,78.465,112
923,4720103,4,18,32,4439356,5,4,3,2,0.6,COMPLETED,0.686111111,11.276,95
924,4720242,4,9,17,5318134,31,4.571428571,15,16,0.48,COMPLETED,2.341388889,48.012,68
925,4721744,3,18,26,4464665,9,,1,8,0.11,CANCELED,0.103611111,2.673,
926,4723107,5,16,23,3301304,52,3.9,28,24,0.54,COMPLETED,5.541666667,89.246,115
927,4724083,4,19,7,5109473,37,4.272727273,18,19,0.49,COMPLETED,3.411388889,67.197,93
928,4724464,2,12,27,4228037,2,3,1,1,0.5,COMPLETED,0.483055556,7.348,140
929,4724552,4,11,39,4464894,68,4.275862069,56,12,0.82,COMPLETED,13.25305556,216.077,66
930,4725174,7,18,46,3933437,22,4.888888889,19,3,0.86,COMPLETED,4.975277778,112.951,151
931,4728671,7,22,27,3262669,47,4.136363636,41,6,0.87,COMPLETED,9.526111111,213.316,116
932,4734526,3,13,58,3968592,81,4.230769231,65,16,0.8,COMPLETED,17.91416667,316.545,69
933,4735617,1,16,33,3230022,63,4.535714286,50,13,0.79,COMPLETED,15.28111111,270.435,55
934,4735627,2,17,31,5252141,43,4.4,36,7,0.84,COMPLETED,13.90583333,190.342,116
935,4735855,1,18,58,3043821,73,4.25,57,16,0.78,COMPLETED,16.05305556,345.171,112
936,4735867,2,10,21,4813295,79,4.153846154,46,33,0.58,COMPLETED,13.91194444,300.406,184
937,4735945,4,17,52,3927587,19,4.4,16,3,0.84,COMPLETED,4.698611111,80.959,154
938,4736049,3,12,19,5331472,35,4.777777778,20,15,0.57,COMPLETED,5.744166667,112.606,133
939,4736223,2,7,26,4693823,8,,0,8,0,CANCELED,,,
940,4736314,2,10,29,5273713,21,4.444444444,16,5,0.76,COMPLETED,5.588611111,94.75,147
941,4736704,2,12,35,4682012,18,4,11,7,0.61,COMPLETED,2.748611111,43.085,114
942,4736784,1,8,50,3957598,15,4.5,11,4,0.73,COMPLETED,4.656666667,61.548,58
943,4737163,7,17,31,5399144,53,4.416666667,15,38,0.28,COMPLETED,2.531944444,52.575,64
944,4737811,2,17,7,3488558,3,,0,3,0,CANCELED,,,
945,4737985,2,17,10,3783556,12,4,8,4,0.67,COMPLETED,2.07,38.799,106
946,4740120,1,21,9,5333841,2,,0,2,0,CANCELED,,,
947,4740151,7,22,53,5300106,28,4.4,17,11,0.61,COMPLETED,3.267222222,70.642,143
948,4740161,1,19,59,4624744,18,5,7,11,0.39,COMPLETED,1.764722222,27.463,93
949,4740322,7,14,10,3481302,49,4.153846154,26,23,0.53,COMPLETED,6.017222222,114.387,46
950,4740834,2,16,54,3484498,12,,2,10,0.17,COMPLETED,0.414444444,9.679,127
951,4741637,7,13,55,5368033,2,4,1,1,0.5,COMPLETED,0.186388889,4.729,96
952,4741654,4,17,52,4479999,17,4.5,7,10,0.41,COMPLETED,2.065277778,32.038,125
953,4741675,2,16,56,3963740,21,4.571428571,12,9,0.57,COMPLETED,1.799166667,30.812,63
954,4741712,3,16,12,3376458,19,4.333333333,18,1,0.95,COMPLETED,5.705277778,95.553,173
955,4741740,5,12,21,5004140,2,,0,2,0,CANCELED,,,
956,4742252,4,18,19,4943540,78,4.206896552,54,24,0.69,COMPLETED,12.46277778,269.88,186
957,4742363,1,19,44,4391568,13,,0,13,0,CANCELED,,,
958,4744267,5,10,42,4553161,4,5,2,2,0.5,COMPLETED,0.532777778,12.42,113
959,4744404,2,15,25,3998370,8,3.5,7,1,0.88,COMPLETED,2.301388889,38.157,117
960,4745683,1,9,57,4775564,23,2,5,18,0.22,COMPLETED,1.235,20.249,180
961,4746082,3,16,24,5122653,57,4.217391304,48,9,0.84,COMPLETED,12.43416667,187.121,68
962,4746093,2,17,12,4434096,65,4.4,46,19,0.71,COMPLETED,15.57722222,292.115,154
963,4746552,1,6,7,4910676,8,4.75,6,2,0.75,COMPLETED,1.655,35.922,122
964,4747142,2,22,12,4899778,28,4.636363636,20,8,0.71,COMPLETED,3.748888889,78.336,59
965,4747243,2,21,18,4749633,33,4.222222222,17,16,0.52,COMPLETED,2.972222222,60.981,144
966,4747985,7,17,56,5137831,38,4.125,24,14,0.63,COMPLETED,6.511388889,109.818,136
967,4748299,4,14,42,3227250,129,4.3125,31,98,0.24,COMPLETED,4.846111111,107.035,122
968,4749557,2,16,54,3538592,26,3.8,18,8,0.69,COMPLETED,6.448888889,117.579,137
969,4751636,5,16,4,5367198,53,4.4,43,10,0.81,COMPLETED,12.11861111,155.762,58
970,4751686,7,16,53,4555930,100,4.517241379,63,37,0.63,COMPLETED,16.35,274.609,121
971,4752376,7,14,56,4976251,7,,3,4,0.43,COMPLETED,0.868055556,18.206,143
972,4753037,1,16,49,5291399,1,,0,1,0,CANCELED,,,
973,4753413,2,14,4,4552152,26,4.6,25,1,0.96,COMPLETED,5.821944444,95.762,145
974,4753620,7,12,32,5286060,30,4.5,7,23,0.23,COMPLETED,1.616666667,26.417,127
975,4754146,3,20,14,5239814,8,5,3,5,0.38,COMPLETED,0.754444444,12.458,68
976,4754846,3,18,25,3228368,1,,0,1,0,CANCELED,,,
977,4758376,7,16,59,4889666,9,2,3,6,0.33,COMPLETED,0.491944444,23.344,111
978,4758711,5,16,57,4382125,10,3.5,9,1,0.9,COMPLETED,2.825,46.439,78
979,4759510,5,18,9,4944977,5,5,4,1,0.8,COMPLETED,1.444166667,22.75,116
980,4759527,4,9,54,4393514,108,4.170731707,85,23,0.79,COMPLETED,20.64583333,374.665,65
981,4759874,4,13,1,4892205,82,4.473684211,54,28,0.66,COMPLETED,14.3775,260.838,157
982,4760053,2,11,41,5148444,2,,0,2,0,CANCELED,,,
983,4760057,6,18,49,3125183,8,,0,8,0,CANCELED,,,
984,4760071,7,16,38,5285962,18,4.166666667,11,7,0.61,COMPLETED,3.795277778,64.782,160
985,4760636,2,16,10,5203284,3,5,2,1,0.67,COMPLETED,0.767222222,15.34,87
986,4760860,6,13,46,4475427,10,5,6,4,0.6,COMPLETED,1.172777778,20.028,81
987,4761114,2,19,8,5267491,19,4,17,2,0.89,COMPLETED,4.615277778,78,87
988,4763758,2,10,45,3723701,1,,0,1,0,CANCELED,,,
989,4764392,3,9,44,4893320,15,4.25,9,6,0.6,COMPLETED,2.592777778,34.392,77
990,4764547,1,18,58,3363963,5,,0,5,0,CANCELED,,,
991,4765463,2,9,1,5401792,1,,0,1,0,CANCELED,,,
992,4765923,4,8,47,4792765,22,4.4,16,6,0.73,COMPLETED,0.701944444,16.239,101
993,4766432,4,18,43,4043345,17,4.555555556,13,4,0.76,COMPLETED,3.935277778,58.883,141
994,4768438,4,9,31,5253460,41,4.3,22,19,0.54,COMPLETED,6.930833333,110.718,172
995,4770413,1,11,36,5039302,13,4.8,8,5,0.62,COMPLETED,2.051944444,43.216,78
996,4773296,7,19,3,5442620,27,4.666666667,19,8,0.7,COMPLETED,5.581388889,119.26,171
997,4773361,1,11,15,4129045,14,4.4,9,5,0.64,COMPLETED,1.955555556,31.489,128
998,4776928,5,6,39,5313234,67,4.173913043,39,28,0.58,COMPLETED,11.20638889,206.278,135
999,4778333,3,11,42,5064853,4,,2,2,0.5,COMPLETED,0.491944444,8.083,115
1000,4778792,5,16,14,5306070,23,2.8,9,14,0.39,COMPLETED,5.123333333,70.65,144
1001,4778920,1,19,39,5395792,9,4.5,5,4,0.56,COMPLETED,2.042222222,34.887,134
1002,4779006,5,15,3,4727298,19,4.6,13,6,0.68,COMPLETED,3.751111111,79.859,132
1003,4779032,7,8,31,4662088,8,4,6,2,0.75,COMPLETED,1.694166667,32.3,163
1004,4780254,4,16,15,4304917,60,4.454545455,46,14,0.77,COMPLETED,11.56416667,179.475,56
1005,4785715,2,16,8,3789441,30,3.9,23,7,0.77,COMPLETED,6.7325,141.965,74
1006,4787193,1,11,59,4884457,5,3,3,2,0.6,CANCELED,0.324166667,5.161,
1007,4789669,2,6,56,5360900,4,,1,3,0.25,COMPLETED,0.195277778,5.194,108
1008,4790017,1,18,48,4239211,34,4.9,23,11,0.68,COMPLETED,4.610833333,93.683,109
1009,4790475,3,8,13,4111832,65,3.909090909,20,45,0.31,COMPLETED,5.444444444,97.07,106
1010,4791174,2,16,51,5181984,4,4,3,1,0.75,COMPLETED,0.678888889,11.758,154
1011,4791202,2,10,2,5402174,93,4.4,60,33,0.65,COMPLETED,21.41472222,313.34,200
1012,4791254,7,18,2,4529205,3,5,2,1,0.67,COMPLETED,0.442777778,8.148,53
1013,4792306,2,18,21,4092705,4,,0,4,0,CANCELED,,,
1014,4794380,2,14,7,5178280,1,,0,1,0,CANCELED,,,
1015,4795376,5,16,5,4771537,23,5,4,19,0.17,COMPLETED,1.346388889,11.115,133
1016,4797272,6,16,37,5286980,16,4.666666667,10,6,0.63,COMPLETED,2.080277778,32.284,109
1017,4797560,4,16,21,4579146,17,4.4,12,5,0.71,COMPLETED,4.918888889,58.929,81
1018,4797623,7,14,56,4654534,10,4.666666667,8,2,0.8,COMPLETED,1.916111111,21.336,64
1019,4797969,2,8,57,5036808,3,5,2,1,0.67,COMPLETED,0.571944444,9.494,103
1020,4798200,3,8,47,3090772,29,3.833333333,22,7,0.76,COMPLETED,6.333611111,98.907,69
1021,4798667,7,17,16,4205094,46,4.571428571,38,8,0.83,COMPLETED,9.275833333,197.302,153
1022,4802282,4,10,28,3842762,33,4.2,26,7,0.79,COMPLETED,5.232222222,102.699,231
1023,4803005,5,17,51,4828677,3,5,2,1,0.67,COMPLETED,0.816111111,13.648,124
1024,4803987,7,13,59,4408730,25,4.111111111,14,11,0.56,COMPLETED,5.729166667,61.132,105
1025,4803994,2,12,15,5182294,34,4.545454545,23,11,0.68,COMPLETED,6.725277778,132.253,121
1026,4805437,7,3,23,3276578,44,4.142857143,14,30,0.32,COMPLETED,2.512222222,58.327,117
1027,4808552,5,10,54,5111034,26,4.5,14,12,0.54,COMPLETED,4.482777778,80.994,101
1028,4808918,3,21,2,5374149,6,4.75,5,1,0.83,COMPLETED,1.1925,20.217,55
1029,4809284,4,8,19,5066277,25,4.666666667,7,18,0.28,COMPLETED,2.312222222,52.205,120
1030,4809311,1,19,14,3660150,9,5,4,5,0.44,COMPLETED,1.046944444,19.075,112
1031,4810047,5,19,34,5040359,24,,2,22,0.08,COMPLETED,0.696666667,13.701,117
1032,4810060,5,9,50,5001679,14,4,9,5,0.64,COMPLETED,3.096111111,46.973,87
1033,4810079,1,13,3,5326318,36,4.615384615,24,12,0.67,COMPLETED,5.753611111,108.491,120
1034,4810452,7,17,40,4257870,69,4.333333333,55,14,0.8,COMPLETED,14.14277778,267.592,68
1035,4810999,1,9,0,3770238,4,4.5,3,1,0.75,COMPLETED,0.001388889,5.065,105
1036,4811026,1,20,32,3520904,1,,0,1,0,CANCELED,,,
1037,4818253,2,10,27,4467730,11,4,5,6,0.45,COMPLETED,1.257777778,18.239,52
1038,4820689,5,14,33,5096660,29,4.833333333,17,12,0.59,COMPLETED,1.574444444,32.007,47
1039,4824444,3,16,4,3791646,49,3.615384615,19,30,0.39,COMPLETED,4.2525,60.605,64
1040,4825053,4,20,9,5128451,33,4.5,30,3,0.91,COMPLETED,6.769444444,146.08,265
1041,4825787,3,10,2,5350504,44,3.777777778,22,22,0.5,COMPLETED,3.816111111,61.352,63
1042,4825825,7,20,59,5443435,1,,0,1,0,CANCELED,,,
1043,4825882,2,9,48,5306861,23,4.666666667,22,1,0.96,COMPLETED,4.682777778,67.489,62
1044,4825983,2,20,22,5208987,57,4.19047619,41,16,0.72,COMPLETED,11.32138889,206.479,68
1045,4826294,6,18,55,4615599,2,,0,2,0,CANCELED,,,
1046,4826845,1,10,18,5281706,31,4.444444444,18,13,0.58,COMPLETED,4.162777778,78.409,93
1047,4826866,7,12,16,5016381,20,4.125,12,8,0.6,COMPLETED,4.988888889,96.334,154
1048,4826928,5,21,10,3493100,58,4.45,40,18,0.69,COMPLETED,11.11,214.76,129
1049,4826929,4,14,19,5404697,12,4.5,11,1,0.92,COMPLETED,2.1275,40.843,57
1050,4827065,3,12,7,5143793,25,3.75,11,14,0.44,COMPLETED,4.293055556,70.219,212
1051,4827426,2,18,38,4971511,52,4.615384615,22,30,0.42,COMPLETED,6.061111111,89.781,52
1052,4827440,4,20,8,3536422,6,5,3,3,0.5,COMPLETED,0.801388889,10.512,93
1053,4829956,7,19,9,5442627,6,3,2,4,0.33,CANCELED,0.126111111,3.531,
1054,4830034,2,16,9,4773337,31,4.1,18,13,0.58,COMPLETED,7.261111111,104.729,58
1055,4831940,4,19,11,5069760,23,4.125,15,8,0.65,COMPLETED,3.573611111,61.391,51
1056,4833154,3,23,7,5076732,68,4.210526316,41,27,0.6,COMPLETED,8.495833333,196.448,96
1057,4833627,6,20,46,3812164,19,3.888888889,16,3,0.84,COMPLETED,23.37583333,69.645,127
1058,4833765,7,6,50,4551991,3,3.5,2,1,0.67,COMPLETED,0.61,9.402,114
1059,4833776,4,19,27,4673932,29,4.05,26,3,0.9,COMPLETED,6.677777778,130.81,112
1060,4833944,4,6,39,5016139,5,,3,2,0.6,COMPLETED,0.762222222,12.254,81
1061,4834241,6,17,52,4937145,147,4.179104478,110,37,0.75,COMPLETED,31.6375,564.971,118
1062,4835217,2,9,46,4707081,37,4.666666667,24,13,0.65,COMPLETED,6.004722222,102.807,143
1063,4837208,3,19,20,4553233,1,,0,1,0,CANCELED,,,
1064,4838020,4,11,28,3869272,6,,0,6,0,CANCELED,,,
1065,4840058,3,11,52,4295589,58,4.608695652,46,12,0.79,COMPLETED,13.6675,240.012,172
1066,4840902,4,19,17,5403130,2,5,1,1,0.5,CANCELED,0.220277778,0.054,
1067,4842162,7,18,57,4930518,17,4.8,16,1,0.94,COMPLETED,4.225555556,101.769,144
1068,4843473,4,18,43,5165194,46,4,3,43,0.07,COMPLETED,0.721944444,12.194,95
1069,4844510,5,12,39,5372992,20,4.8,14,6,0.7,COMPLETED,4.067222222,65.333,183
1070,4844951,5,15,36,3999427,24,4.181818182,20,4,0.83,COMPLETED,6.305,98.048,133
1071,4845237,1,18,9,5236128,6,,1,5,0.17,CANCELED,0.000833333,0.088,
1072,4845310,1,7,58,4795140,6,,1,5,0.17,CANCELED,0.136388889,3.45,
1073,4845880,4,20,20,4138133,53,3.375,26,27,0.49,COMPLETED,4.706666667,98.57,101
1074,4846036,3,17,40,4827975,88,4.15625,67,21,0.76,COMPLETED,15.48222222,279.016,107
1075,4846111,3,8,27,3814645,6,4.5,4,2,0.67,COMPLETED,1.774444444,29.816,140
1076,4846523,5,11,28,4868795,2,4,1,1,0.5,COMPLETED,0.780555556,7.416,162
1077,4846985,5,18,12,5282580,26,4.454545455,20,6,0.77,COMPLETED,5.773611111,89.189,146
1078,4847371,5,21,51,5161336,9,4,2,7,0.22,COMPLETED,0.265277778,6.358,66
1079,4851117,3,19,20,3686268,84,4.36,55,29,0.65,COMPLETED,4.624722222,109.753,66
1080,4851938,2,11,27,4976454,3,,2,1,0.67,COMPLETED,0.670555556,3.885,87
1081,4852745,2,19,36,4725900,9,4,7,2,0.78,COMPLETED,2.943055556,51.853,109
1082,4853197,1,19,19,5373192,17,4,6,11,0.35,COMPLETED,3.308611111,49.3,126
1083,4854712,5,17,21,4846602,44,4.1875,30,14,0.68,COMPLETED,5.984444444,91.097,140
1084,4856408,6,10,30,5431577,2,5,1,1,0.5,COMPLETED,0.436666667,8.565,174
1085,4856723,5,14,23,4172842,39,4.65,29,10,0.74,COMPLETED,8.039722222,132.632,48
1086,4856793,3,22,33,5281577,21,4.333333333,12,9,0.57,COMPLETED,3.866111111,71.923,69
