,ride_id,driver_id,total_assigned
1973,7908AT,5086583,2
1974,78LK7D,5090027,84
1975,78OKSK,5091241,33
1976,78CP26,5092814,268
1977,78IMMM,5094786,55
1978,796M4P,5096248,6
1979,78HFM3,5096387,85
1980,78G737,5096768,6
1981,78FE8Q,5097470,7
1982,78Q230,5099486,1
1983,78CER6,5099563,19
1984,78LFNT,5099704,21
1985,78F3TB,5102685,109
1986,78CP03,5104140,90
1987,78HN1C,5104252,1
1988,78FIST,5104490,13
1989,7934GO,5105108,38
1990,78GRJS,5105116,58
1991,78H182,5105178,277
1992,78H7TI,5105605,25
1993,7915OT,5105648,53
1994,78BC5I,5105697,8
1995,7903QE,5105715,33
1996,78D7IK,5105736,82
1997,78EON1,5106296,72
1998,78C677,5106316,63
1999,78QKNI,5106365,39
2000,78MBCL,5106434,84
2001,78BG4I,5106446,166
2002,78SH4R,5106465,56
2003,79166S,5106492,98
2004,78I2D1,5106509,192
2005,78IN8O,5106546,105
2006,78J5PE,5107004,3
2007,78D1I2,5107074,179
2008,78AD7D,5107320,53
2009,78G93O,5107420,2
2010,796K78,5107549,2
2011,798ORI,5107555,30
2012,78GA8H,5107614,170
2013,78I6F9,5108422,18
2014,78TNES,5108848,8
2015,790L0O,5108961,75
2016,78R82R,5109000,26
2017,78B43H,5109577,48
2018,78GAD1,5110268,11
2019,78H0B5,5110612,147
2020,78T842,5113238,29
2021,78MRSK,5113388,153
2022,78J0BI,5113451,42
2023,78T16M,5113639,37
2024,78FH43,5113763,23
2025,78BHNE,5113855,260
2026,78JFA1,5113871,118
2027,78FOSN,5114152,59
2028,78D403,5114242,44
2029,78CP26,5114243,33
2030,78B1TH,5114321,1
2031,78QLBC,5114609,1
2032,78BMJS,5114627,182
2033,78C90N,5114683,5
2034,78BSFQ,5114957,89
2035,790J82,5115065,76
2036,78CG7P,5115269,37
2037,792P7G,5115287,3
2038,78N6N0,5115303,271
2039,78B50C,5115402,49
2040,78NEK8,5115463,178
2041,78ILAL,5115571,41
2042,78HC1P,5115924,3
2043,78NQ5T,5115955,83
2044,78NLEC,5116244,32
2045,795MG6,5116253,1
2046,798CTB,5116262,2
2047,791722,5116272,51
2048,78OIPH,5116275,54
2049,78BD9Q,5116282,291
2050,78RSPI,5116578,15
2051,78HHNN,5117191,27
2052,7908T5,5117508,16
2053,78C2I1,5118165,48
2054,78CGKF,5120155,43
2055,796SN6,5120431,10
2056,78MTSI,5120882,84
2057,7928G7,5121110,233
2058,78M3CJ,5121283,4
2059,798I2T,5121546,48
2060,78ANEK,5121588,11
2061,78GHF5,5121722,43
2062,78O8KB,5122002,136
2063,78R5PN,5122098,49
2064,78CGT9,5122168,163
2065,79AD4K,5122300,5
2066,795I9T,5122319,15
2067,78D6S3,5122519,211
2068,78FAQI,5122572,63
2069,78RGFI,5122573,1
2070,78FGQF,5122730,256
2071,78QE0K,5122889,2
2072,78MF8T,5122991,45
2073,78N1OA,5123003,125
2074,7907BD,5123131,52
2075,791KOD,5123211,53
2076,7953H8,5124008,1
2077,78CTA2,5124283,97
2078,78L06B,5124308,6
2079,78BRFO,5124364,22
2080,79BHDJ,5124388,8
2081,798AKR,5124702,166
2082,78CPA6,5125164,117
2083,7986DK,5125607,10
2084,78PA05,5125750,36
2085,78DPH6,5125852,51
2086,78LME3,5126940,104
2087,799CHQ,5126985,140
2088,798NP4,5128598,60
2089,78FH22,5128691,24
2090,78BG5C,5129379,35
2091,78R64Q,5129731,16
2092,798DKR,5130032,34
2093,78CQ2M,5130068,175
2094,78ARNB,5130078,5
2095,78D6S3,5130497,101
2096,78CGKF,5130595,53
2097,790CO7,5131314,7
2098,78GB4C,5131367,35
2099,78GF1G,5131392,55
2100,78S4IL,5131417,36
2101,78FI24,5131558,31
2102,78NJDQ,5131946,82
2103,78M8IS,5131960,54
2104,78KMC1,5132066,7
2105,798SHD,5132160,24
2106,799T7H,5132205,99
2107,794S5Q,5132261,29
2108,78DT4O,5133036,17
2109,78A535,5133155,2
2110,79BCP0,5137417,154
2111,78SGK6,5137500,53
2112,78BBDN,5137826,47
2113,78B230,5137931,513
2114,78D2I0,5137945,138
2115,78CPH4,5138131,54
2116,78Q51T,5138154,308
2117,78BD5G,5138226,10
2118,78QSQ3,5138232,58
2119,78QG1Q,5138434,15
2120,78MS5F,5138442,71
2121,78B467,5138590,1
2122,78B35L,5138597,9
2123,78ETGT,5138606,73
2124,798O9G,5138704,2
2125,796DOO,5138785,114
2126,78G02D,5139169,7
2127,78BCDM,5139220,4
2128,78QT17,5139492,14
2129,78C69P,5139500,107
2130,78D941,5139894,174
2131,790IM1,5140244,27
2132,78DMHI,5140279,101
2133,78ST5B,5140430,24
2134,78DC3I,5140469,2
2135,791HC3,5140837,92
2136,791NF9,5141194,41
2137,78AJF3,5141340,106
2138,78DHQM,5141749,39
2139,7944DT,5141790,188
2140,78COIT,5142034,30
2141,796L0D,5143527,24
2142,78FP4B,5145138,148
2143,78KSTC,5145165,1
2144,78BCT9,5145880,44
2145,793R60,5146462,56
2146,78BQ3G,5151321,80
2147,78M8H2,5152599,83
2148,78TT5Q,5154026,3
2149,78J1F9,5154441,141
2150,78JCIC,5157188,2
2151,78AJC1,5157551,8
2152,78GCMN,5157604,274
2153,78LRMB,5157666,49
2154,790Q21,5158006,1
2155,78IAHE,5158083,167
2156,78BBO3,5158130,8
2157,797EG5,5158195,9
2158,78ROOJ,5158512,24
2159,798HGF,5158721,30
2160,78CBDE,5158791,6
2161,79031Q,5158978,15
2162,799C7B,5159079,70
2163,78C6BA,5159194,73
2164,794KN4,5159306,115
2165,78BS78,5159456,32
2166,798JL8,5159535,95
2167,78FSPS,5159557,41
2168,7900Q7,5159581,12
2169,78NJDQ,5159604,53
2170,78LHMQ,5159663,94
2171,78CP1S,5159744,308
2172,78B4QL,5159884,145
2173,78ID3R,5160351,3
2174,78ILGP,5160367,51
2175,790HEF,5160387,19
2176,794P8J,5160437,5
2177,78GFPK,5160491,69
2178,78L0A8,5160519,127
2179,78NBRS,5160589,21
2180,78OBKH,5160722,3
2181,78LRB9,5163916,136
2182,7983C1,5164027,46
2183,78JI0B,5164176,62
2184,78PJ9I,5164474,142
2185,78B3P3,5164551,81
2186,78LK7D,5164670,93
2187,794PIS,5164691,4
2188,796RHI,5164699,19
2189,78CM1F,5164805,101
2190,796EO7,5164950,121
2191,78BK76,5165078,87
2192,78R44C,5165081,52
2193,78QBE1,5165101,85
2194,78CBA7,5165146,7
2195,7909JA,5165202,18
2196,79029H,5165223,11
2197,78BL1O,5165267,142
2198,78D4K2,5165566,72
2199,78B3TL,5165750,3
2200,797G0J,5165753,3
2201,78F322,5165758,76
2202,799867,5165788,143
2203,78T95O,5165804,68
2204,78D1I2,5165907,275
2205,78QMRN,5165911,75
2206,78IG7P,5166041,112
2207,79B9KG,5166066,1
2208,78QNR5,5166106,22
2209,78OD74,5166152,244
2210,78LNKC,5166170,11
2211,78I774,5168368,30
2212,790J82,5168824,98
2213,7907SQ,5168825,77
2214,78BBD2,5168997,102
2215,799R31,5169018,59
2216,78A6T1,5169068,39
2217,78NPI0,5169103,13
2218,78QA5T,5169128,9
2219,78TNP6,5169159,1
2220,78MR8K,5169181,167
2221,78A5RF,5169220,29
2222,78NCE7,5169313,55
2223,78H5OI,5169362,45
2224,78KNA5,5169406,28
2225,78MDJ3,5169474,138
2226,78T23S,5169488,50
2227,794R9E,5169841,75
2228,78JBE1,5169920,106
2229,78LQ7M,5169939,26
2230,78CBS5,5169990,14
2231,78GQLB,5169992,1
2232,799ST1,5170112,31
2233,78FB7K,5170169,200
2234,796SJL,5170190,44
2235,78CT58,5170666,138
2236,78CGJ6,5170700,163
2237,78LI5G,5170838,2
2238,7985QP,5170925,1
2239,7913T7,5171216,2
2240,78BOAD,5171835,5
2241,78BRNK,5173349,1
2242,78LM70,5173687,6
2243,78DJ2H,5173690,25
2244,78FOKA,5173784,70
2245,78R6J9,5173801,225
2246,78PI3M,5173828,1
2247,78D62B,5173941,61
2248,793STD,5174281,29
2249,78DJF9,5174479,19
2250,78K4LM,5174524,148
2251,78L81T,5174633,59
2252,78MF18,5174739,14
2253,78FQQF,5174762,74
2254,79B3GJ,5174834,34
2255,798F71,5175148,3
2256,78AP1P,5175155,54
2257,7998F5,5175169,19
2258,78NDK5,5175458,3
2259,78C27O,5176366,4
2260,78CQ2M,5176672,25
2261,78TB2M,5178673,57
2262,7986GJ,5178892,26
2263,7994A0,5178946,13
2264,796J8L,5178953,156
2265,78L14N,5179321,46
2266,78JSNF,5179341,74
2267,78JBE1,5179599,100
2268,78NBMK,5179669,24
2269,78FH0J,5179681,94
2270,790M1B,5179697,3
2271,78FES4,5179716,11
2272,78BBT1,5179834,4
2273,78F3S8,5180045,66
2274,78O2T6,5180169,88
2275,78GGT0,5180196,6
2276,78D1BH,5180805,10
2277,78O6BD,5180816,211
2278,796CF5,5180860,1
2279,796L9T,5181071,11
2280,79379M,5185459,20
2281,78AIDD,5187545,105
2282,78FIHO,5188420,34
2283,78SJ6O,5188466,12
2284,792OF7,5188977,1
2285,78GGT0,5189448,314
2286,78L2MF,5191048,7
2287,78OTQF,5192870,2
2288,78R36K,5193118,72
2289,78H901,5193630,15
2290,78D020,5195083,100
2291,78SPPQ,5195392,67
2292,7978KI,5195668,20
2293,78MDKK,5196043,146
2294,78NJEA,5196121,3
2295,797GON,5196461,95
2296,78LBD2,5196817,195
2297,78OHCO,5196875,74
2298,78C061,5197278,37
2299,78QG8S,5197328,25
2300,78C7DQ,5197330,207
2301,78B71A,5197331,3
2302,799KKD,5197333,58
2303,78E2HH,5197336,13
2304,78BR64,5197505,1
2305,790T2L,5197853,6
2306,79A2RA,5198118,24
2307,78NBJR,5198143,11
2308,78J13F,5198183,23
2309,78JETF,5198213,125
2310,794D0J,5198241,179
2311,78ODKR,5198297,315
2312,78C4KA,5198325,27
2313,78G5P6,5198898,45
2314,78BLHH,5200975,106
2315,78RFMQ,5201418,38
2316,79B9D7,5202420,10
2317,791C6N,5202469,135
2318,78SLNR,5202619,228
2319,78F3K7,5202646,108
2320,78D2LQ,5202811,90
2321,78QBIT,5203201,89
2322,78H7AS,5203223,60
2323,798AKR,5203454,61
2324,78J7PN,5203567,81
2325,796DJD,5203655,2
2326,78NEHI,5203691,62
2327,78DP4B,5203834,3
2328,78FQQF,5204223,133
2329,78Q0TI,5204269,231
2330,78MAGS,5204340,154
2331,78FLOS,5204390,6
2332,78C01O,5204436,64
2333,78O9GP,5204596,27
2334,78CQCJ,5204615,50
2335,78B8B2,5204624,129
2336,78DCC7,5204713,27
2337,790B36,5204770,29
2338,78F1LL,5205057,3
2339,78CK4G,5205188,93
2340,78DO9K,5205270,58
2341,78K9PF,5205403,25
2342,78JSON,5205436,7
2343,79A4M6,5205496,118
2344,78BMAO,5205524,109
2345,78HL61,5206116,39
2346,78CKHB,5206133,66
2347,78M3CJ,5206160,13
2348,797J8D,5206192,146
2349,78Q53I,5206206,7
2350,78CTCE,5206216,101
2351,78GD8J,5206263,48
2352,799QM0,5206289,119
2353,790HEF,5206985,24
2354,78O7R8,5207399,66
2355,78B017,5207903,49
2356,791D8C,5207960,1
2357,78BBNJ,5208543,55
2358,78T10A,5208572,91
2359,79028B,5209456,3
2360,7951HI,5209840,1
2361,78OCOO,5210534,36
2362,78ANEK,5210804,16
2363,7988L3,5210811,16
2364,78J9OL,5210834,312
2365,78CQL5,5210850,41
2366,78BO8O,5210868,87
2367,78ID5S,5210877,14
2368,78HKGD,5211054,11
2369,78B05L,5211102,7
2370,79416L,5211305,200
2371,78L9GJ,5211554,3
2372,78B17P,5211874,47
2373,7977BG,5211966,119
2374,795SA6,5211972,74
2375,79B0J4,5212014,107
2376,78PGTD,5212156,2
2377,78MEJQ,5212182,257
2378,79ADDM,5212248,89
2379,78FMFM,5212475,70
2380,794928,5212626,70
2381,78GFBE,5212631,53
2382,799JA4,5212684,5
2383,78D1TP,5212708,61
2384,798GHG,5213337,18
2385,78IH7K,5213341,124
2386,78RR0A,5213377,205
2387,794928,5213425,65
2388,78NAMN,5213646,32
2389,78OJMS,5213677,44
2390,78MR5N,5214903,128
2391,78G4IB,5214953,15
2392,78NK0A,5215556,12
2393,78TR87,5216259,87
2394,78COK7,5217312,89
2395,78JDPK,5217382,31
2396,78QHO3,5217465,20
2397,78F3K7,5217632,66
2398,78C01O,5217691,183
2399,78KRSJ,5217975,37
2400,78BDCC,5218127,23
2401,790JP6,5218158,6
2402,78BJBF,5218407,56
2403,78C7NN,5218774,109
2404,799Q5B,5219121,14
2405,78F5ER,5219142,132
2406,78BKES,5219143,58
2407,78PMH0,5219573,1
2408,78BQRE,5219684,4
2409,78KL5S,5219811,28
2410,78DMHS,5219823,41
2411,790PP0,5219843,60
2412,78L77R,5219846,121
2413,78B5IS,5219854,80
2414,78OR34,5219893,30
2415,78J58S,5219896,2
2416,78KE6J,5219897,24
2417,78A695,5219901,48
2418,78C01O,5219909,86
2419,78JI89,5219932,90
2420,78GIMT,5220022,29
2421,7962S5,5220164,103
2422,78BP3S,5220398,18
2423,7968TR,5220405,1
2424,78IB38,5220621,32
2425,78TFKO,5221083,261
2426,78AQQC,5221152,18
2427,78LTCB,5221432,21
2428,78B5IS,5224535,22
2429,78CH9B,5224595,98
2430,78QRT4,5224799,61
2431,78QD92,5225058,156
2432,78CH1A,5225227,30
2433,78AHID,5225299,2
2434,7912AJ,5225384,342
2435,78RA7G,5225414,211
2436,78C78F,5225579,10
2437,790ICL,5226134,34
2438,78Q5PK,5226218,1
2439,78RGQ3,5226268,30
2440,78LABA,5226360,174
2441,799K13,5226367,92
2442,78GTJS,5226457,1
2443,78CLBC,5226534,203
2444,798098,5226694,130
2445,78A85T,5226722,7
2446,78MNFQ,5226726,187
2447,78ALB8,5226786,91
2448,78SHEJ,5226790,1
2449,794658,5226796,51
2450,78COP2,5226849,56
2451,78C24I,5226907,87
2452,79B85M,5227169,13
2453,78M7H7,5227310,10
2454,796GRF,5227369,49
2455,797EBG,5227428,53
2456,78C2P6,5227489,51
2457,78JCIN,5227760,53
2458,78CEB5,5228005,49
2459,78GAK8,5228217,193
2460,78GH9L,5228266,197
2461,7915MS,5228332,3
2462,78GAGI,5228379,110
2463,78J8DM,5229386,13
2464,78FLKT,5229395,20
2465,78C1B3,5229400,17
2466,78CT58,5230208,96
2467,78B5JR,5230512,3
2468,78PFMG,5230954,14
2469,78JFT3,5231863,38
2470,78TG7F,5231905,171
2471,78CRK6,5231912,3
2472,78A76B,5233854,71
2473,78H7G1,5236416,88
2474,78G6OL,5237322,40
2475,78F5HH,5237534,82
2476,7920PE,5238663,31
2477,78FAM0,5239253,9
2478,78GOSP,5239391,22
2479,792KQG,5239462,39
2480,790NQC,5239592,99
2481,794LLF,5239618,2
2482,78EQM5,5239873,260
2483,78F966,5239971,103
2484,796RT8,5240139,18
2485,78KC87,5241743,2
2486,78C7NN,5242099,9
2487,78DPH5,5244767,24
2488,78EFTR,5244851,292
2489,78RHAK,5245211,182
2490,78G5RO,5245363,1
2491,78F903,5245536,158
2492,78PKFF,5246837,2
2493,78K7B9,5247203,3
2494,79625I,5247802,100
2495,78GFPK,5247866,45
2496,78B2E1,5247914,16
2497,78PHEA,5248009,5
2498,78LH60,5248041,111
2499,78BD48,5248216,24
2500,7915OT,5248346,149
2501,78FJQ6,5248382,100
2502,78SA6T,5248461,18
2503,78GGKF,5248796,21
2504,78FHEN,5248798,33
2505,78GFM6,5248853,33
2506,78SIOD,5248864,66
2507,799GOJ,5248886,105
2508,78BNQO,5248892,71
2509,798B7D,5248896,12
2510,78TB90,5249115,1
2511,78D0CR,5249447,53
2512,78D2I0,5249464,189
2513,78A9A2,5249531,252
2514,78CJRE,5249560,259
2515,790IH1,5249585,57
2516,78L546,5249631,180
2517,78LF7C,5249943,1
2518,78COS2,5249965,65
2519,7924GL,5249989,69
2520,78BLRR,5250030,425
2521,78CH9B,5250079,173
2522,78EJKE,5250124,15
2523,78FQ8L,5250178,100
2524,78CINN,5250332,20
2525,78HP07,5250341,141
2526,78BELF,5250387,15
2527,78GCJE,5250420,40
2528,78F04C,5250472,256
2529,796DS3,5250661,62
2530,78CRT0,5251049,70
2531,78EGO9,5251178,69
2532,78D184,5251219,5
2533,78DCL9,5251522,7
2534,78CGJ6,5251626,24
2535,790NE3,5251643,1
2536,78H9KS,5252376,62
2537,78E309,5252394,104
2538,78CJRE,5252585,185
2539,78R4SJ,5252600,27
2540,78K5C1,5252919,58
2541,78D56M,5254374,133
2542,799I40,5254427,34
2543,79933B,5254477,162
2544,78RL7D,5254568,89
2545,792J1J,5254892,43
2546,7915A2,5254990,1
2547,78K947,5255185,53
2548,78HA09,5255321,71
2549,78ACTG,5255324,312
2550,78PLPC,5255328,153
2551,78CT58,5255389,120
2552,78QGAI,5255426,112
2553,78BL1O,5255479,248
2554,78I198,5255562,65
2555,78OJSS,5255600,39
2556,78LESO,5255679,127
2557,78FOSF,5255916,45
2558,78CLL3,5255932,224
2559,78HI1D,5255956,53
2560,78MKEE,5256215,88
2561,78C443,5256251,75
2562,78QKLB,5256255,48
2563,78LODO,5256348,10
2564,78ASE1,5256384,231
2565,7979HK,5256496,102
2566,78BHQB,5256637,82
2567,78PMN6,5256793,98
2568,78NCHP,5256879,2
2569,78LL3K,5256940,66
2570,78ALB8,5256960,52
2571,78J42R,5257385,89
2572,78PHJD,5257432,176
2573,78EL8I,5257598,124
2574,78E3F1,5257861,51
2575,78FLHB,5257943,1
2576,78FH1A,5257974,11
2577,78GTFP,5258211,208
2578,78LBBK,5258650,115
2579,799MHC,5260426,8
2580,78G5PA,5261768,108
2581,78PAL4,5262415,125
2582,78GENQ,5262474,156
2583,78IN0I,5262626,3
2584,78ENR4,5262720,56
2585,78DIN9,5263080,24
2586,78M02B,5263235,9
2587,78QO9I,5264033,93
2588,78FFD4,5264040,304
2589,78COA2,5264240,86
2590,78MHQD,5264376,216
2591,78RN5P,5264442,78
2592,78LILB,5264496,4
2593,78OSQF,5264526,225
2594,78C061,5264597,147
2595,78B4CB,5264739,133
2596,78Q51T,5265055,4
2597,78BMJS,5265138,296
2598,797GON,5265421,44
2599,78DJF9,5265446,218
2600,78KTKL,5265447,70
2601,78DL7P,5265493,40
2602,78A604,5265495,116
2603,78H5OI,5265927,81
2604,78C3SH,5265992,46
2605,78KM33,5266018,62
2606,78LH9T,5266108,59
2607,78J028,5266172,25
2608,78FB8P,5266272,69
2609,78QEBN,5266354,151
2610,78LE3S,5270397,284
2611,78PJ9I,5270410,99
2612,793NHK,5270676,79
2613,78BAOS,5270734,21
2614,78BS0A,5270894,146
2615,798MMH,5271207,53
2616,78I8LK,5271509,58
2617,78GLIR,5271687,133
2618,78OSMH,5271768,138
2619,78D89R,5271863,68
2620,78CI87,5272224,58
2621,78IO11,5272393,85
2622,78AB09,5272414,39
2623,78E59S,5272555,75
2624,796HMN,5272566,29
2625,78M051,5272682,142
2626,797BT4,5273026,2
2627,78ALB8,5273061,173
2628,78QF24,5273096,166
2629,78TMR6,5273180,186
2630,78Sep4,5273325,18
2631,78MSPT,5273458,56
2632,791LAP,5273459,126
2633,798FLJ,5273682,27
2634,78I5NS,5274023,26
2635,79AN9D,5274185,48
2636,78KKKH,5274896,14
2637,78R6D4,5275005,28
2638,78CQS8,5275594,221
2639,7901FQ,5276036,136
2640,78CQ2M,5276173,232
2641,78BO6I,5277578,108
2642,78CFR7,5280558,118
2643,78BHFO,5280589,14
2644,7948ER,5285685,98
2645,78BMJS,5285826,295
2646,78HB4A,5285833,13
2647,78P3M4,5285902,155
2648,78FQ3T,5286057,127
2649,78P2LT,5286121,18
2650,78TSBB,5286388,279
2651,78J0M8,5286474,4
2652,78CDRF,5286475,77
2653,78F8N3,5286519,30
2654,794KT1,5286607,7
2655,78ITBL,5286608,6
2656,78PF3O,5286640,46
2657,78G80N,5286793,12
2658,798PDG,5286799,40
2659,7974DH,5286887,171
2660,78A77P,5286942,14
2661,78CJF7,5286978,167
2662,78BKEN,5287180,27
2663,79AQDE,5287238,1
2664,78TIDA,5287268,50
2665,78EOEL,5287308,21
2666,78QE51,5287650,79
2667,78KKJP,5287719,11
2668,78G6LQ,5288212,65
2669,78F7PH,5288312,8
2670,78MC65,5288367,86
2671,78MBLD,5288834,112
2672,78O66F,5289038,150
2673,78GPJK,5289067,50
2674,78CJRE,5289364,475
2675,78DMGB,5289482,27
2676,78CM1F,5289561,361
2677,78CQ2M,5289574,181
2678,78ES8N,5289626,23
2679,78O5I1,5289702,1
2680,79A9H6,5289711,38
2681,78ONDP,5289967,254
2682,791HIQ,5289981,25
2683,78A6O2,5290055,7
2684,78E3HP,5291593,30
2685,78D9HT,5291911,51
2686,78BHEA,5293143,152
2687,7904NS,5293470,20
2688,78Q0S1,5294513,224
2689,7915OT,5294547,64
2690,78ARAL,5294669,17
2691,78D15A,5294803,216
2692,78APMN,5294837,5
2693,78TR87,5294962,80
2694,78ETGT,5295024,73
2695,78E7JR,5295034,57
2696,78D4K2,5295088,13
2697,798DC9,5295158,94
2698,78CQ2M,5295219,98
2699,78EM2M,5295327,57
2700,78K9PF,5295458,2
2701,78CM61,5295742,96
2702,78P774,5295754,339
2703,78FOKA,5295810,62
2704,78FSD3,5295836,126
2705,78BI4I,5295948,149
2706,78H0O0,5296171,12
2707,78ETGA,5296340,4
2708,798L0H,5296437,24
2709,78M2G5,5296470,81
2710,78OAEA,5296471,102
2711,78D62B,5296473,35
2712,78IJQO,5296506,36
2713,78M7TD,5296585,213
2714,79AHOT,5296598,9
2715,798HJQ,5296602,15
2716,78C5DH,5296605,72
2717,78L81T,5296776,141
2718,78C319,5296800,14
2719,78LM4B,5296806,1
2720,78HCAC,5296815,27
2721,78G1S1,5296824,97
2722,78AJ0S,5296903,102
2723,78DSQ3,5296961,1
2724,78S85Q,5297055,15
2725,78CCLI,5297310,130
2726,797IQI,5297335,73
2727,78OJMS,5297412,43
2728,78GFM6,5297427,16
2729,78BOL4,5297495,102
2730,79A4BN,5297500,1
2731,78MQ7P,5297733,133
2732,78Q7TE,5297921,151
2733,78CCS1,5298095,129
2734,794O0R,5301233,3
2735,78DS0C,5301387,37
2736,78N34B,5301623,8
2737,798FDF,5302078,19
2738,78J53A,5302110,44
2739,78GA9G,5302142,69
2740,78CM1F,5302183,474
2741,78B4C7,5302294,23
2742,792Q7N,5302416,2
2743,78PHR9,5302420,174
2744,78CJRE,5302455,137
2745,7998HF,5302481,31
2746,78FN13,5302516,18
2747,78QROF,5302685,5
2748,78N6HC,5302760,10
2749,78ITDQ,5302762,30
2750,78KTKL,5302790,267
2751,78C365,5302995,24
2752,78MJ0H,5303101,44
2753,78QQ71,5303130,12
2754,78A604,5303157,293
2755,78CL2J,5303234,2
2756,78A76F,5303372,100
2757,78GGA5,5303604,23
2758,78BLC5,5303683,12
2759,78MI7H,5303691,98
2760,7914BC,5303740,11
2761,796LJ3,5303746,33
2762,796RQC,5303987,116
2763,78FIGM,5304003,33
2764,78GIA7,5304013,4
2765,78CSOG,5304149,100
2766,78KKMR,5304161,19
2767,799R5L,5304330,19
2768,791P7Q,5304619,63
2769,78AIDD,5304683,101
2770,78L4HS,5304718,78
2771,78G5PA,5304780,67
2772,78RA7G,5305045,99
2773,79AM9A,5305051,1
2774,793OBH,5305072,59
2775,78R5CO,5305086,38
2776,78SIMQ,5305088,192
2777,78R1ID,5305117,3
2778,78F3IN,5305118,5
2779,78D64C,5305152,44
2780,78FMBS,5305674,3
2781,78HO1P,5306125,132
2782,78GG95,5308363,19
2783,78GDQK,5308944,2
2784,78OBS0,5309101,18
2785,78AAOR,5309104,109
2786,78A9K6,5309242,317
2787,78CJRE,5309384,357
2788,78A8EI,5309730,54
2789,78CAJQ,5310158,34
2790,78CLBC,5310359,64
2791,78RKRQ,5310443,102
2792,78I69I,5310502,107
2793,78C365,5310519,81
2794,78QO07,5310862,6
2795,795366,5310941,56
2796,78G935,5310952,116
2797,78RFDL,5310984,28
2798,78D34H,5310994,17
2799,78OSOQ,5310997,110
2800,78QCST,5311001,225
2801,78B3SO,5311003,66
2802,78E2F6,5311075,653
2803,78BMJA,5311176,22
2804,78NH4Q,5311253,24
2805,78NL76,5311278,13
2806,78OAEA,5311290,118
2807,78GFM6,5311808,158
2808,78RHCQ,5312004,10
2809,7989C9,5312059,42
2810,78RNR2,5312094,120
2811,78ARS6,5312109,32
2812,78IB38,5312134,155
2813,792M22,5312492,24
2814,78MNFQ,5312574,145
2815,7901AN,5312625,48
2816,78D4K2,5313093,57
2817,78P93N,5315004,100
2818,78F8TK,5316186,159
2819,7970JT,5316614,73
2820,78BJTS,5316680,110
2821,78B97S,5316930,8
2822,78E0DK,5316933,6
2823,799QN2,5316975,300
2824,78BSLF,5317096,109
2825,79899G,5317195,3
2826,78MRT5,5317240,96
2827,799KN4,5317375,143
2828,78QC8J,5317450,82
2829,791IJ1,5317456,131
2830,78FNCM,5317465,183
2831,78LL02,5317468,132
2832,78F2SH,5317507,43
2833,78F90A,5317602,29
2834,78CJ4P,5317671,15
2835,78NHH5,5317704,57
2836,78FJH1,5318161,13
2837,78LOPL,5318180,12
2838,78BD9N,5318376,1
2839,78ARAL,5318395,85
2840,78FLD7,5318396,55
2841,78FRS2,5318399,198
2842,78MESE,5318402,74
2843,78CH9B,5318423,87
2844,78NLM1,5318498,39
2845,79A4DE,5318550,82
2846,78NFFJ,5318558,4
2847,78O7AA,5318723,15
2848,78BAR3,5318865,10
2849,799S8M,5318877,127
2850,794658,5318906,253
2851,78MQQ9,5319005,250
2852,78S44D,5319237,191
2853,78PDDR,5319254,39
2854,78IL83,5319312,26
2855,797D5M,5319326,26
2856,78F0JA,5319424,86
2857,78F08O,5319635,228
2858,796B4R,5319719,30
2859,78GMO3,5319829,130
2860,78I2D1,5319842,176
2861,7917F3,5320299,58
2862,78TEJJ,5323373,2
2863,78OCFN,5323813,167
2864,78R21P,5323821,18
2865,798PMN,5323842,19
2866,78C7NN,5323904,128
2867,78G2P2,5323965,90
2868,78D7FM,5324300,123
2869,78DP90,5324317,26
2870,78SO3B,5324367,13
2871,798P3P,5324405,10
2872,78RA7A,5324522,191
2873,78PGCB,5324525,70
2874,78TNHO,5324527,30
2875,78FBB2,5324537,10
2876,78RCA9,5324633,138
2877,78FP4B,5324858,32
2878,796NJ6,5325002,71
2879,78BL1O,5325020,32
2880,78M051,5325055,43
2881,79B0J4,5325056,82
2882,78BKES,5325100,123
2883,78RTIA,5325123,30
2884,790MCN,5325133,106
2885,799QLJ,5325152,220
2886,790BBM,5325193,10
2887,78A9A2,5325471,97
2888,790MBO,5325592,12
2889,78C6TC,5325603,1
2890,78G1S1,5325641,55
2891,78C983,5325707,44
2892,78LAKO,5326434,2
2893,78EKA8,5326464,122
2894,78H182,5326516,112
2895,78M2PQ,5326523,52
2896,78LOEK,5326541,4
2897,795EQO,5326658,2
2898,78PF3O,5327093,132
2899,78TPA1,5327161,74
2900,78ASE1,5327331,70
2901,78JEE1,5327495,89
2902,78CH9B,5327808,241
2903,79ACHD,5328213,32
2904,78C3SH,5329133,41
2905,78EN1K,5329150,18
2906,78D89R,5329329,71
2907,78MDKK,5330863,109
2908,799S55,5331077,114
2909,78CFAG,5331644,63
2910,78IAKM,5331645,1
2911,78IRE0,5331692,159
2912,78L43L,5331762,3
2913,78GJF6,5331953,36
2914,791CHS,5332096,104
2915,790BN6,5332146,24
2916,78PHK0,5332149,119
2917,78CH4N,5332151,40
2918,78GFM6,5332163,272
2919,78A5D3,5332197,176
2920,799GOJ,5332254,17
2921,795CE2,5332275,8
2922,78EJCG,5332342,9
2923,78CHLF,5332405,2
2924,799C7P,5332449,14
2925,78JP25,5332470,49
2926,78LGKG,5332522,75
2927,78KID4,5332597,170
