,Unnamed: 0,driver_id,day_of_week,total_days,Hour,Minute,passenger_id,total_requests,total_assigned,avg_rating,completed_rides,ACR,status,ride_duration_hour,total_distance_covered_km,avg_fare,abandoned_trips,% completed_rides,canceled_rides,driver_id,total_monthly_trips
607,630,4424797,4,6,6,51,3516865,59,136,4.210526316,40,0.294117647,1,12.86777778,150.963,89.325,77,67.79661016949152,19,4424797,149
608,1877,4425346,1,3,13,22,4838879,20,31,4.4,20,0.64516129,1,4.775277778,86.87200000000001,97.2,11,100.0,0,4425346,93
609,1487,4425941,5,4,14,33,4164764,33,65,4.375,15,0.230769231,1,4.232777778,63.533,95.33333333,32,45.45454545454545,18,4425941,53
610,1486,4428002,5,4,10,23,4540481,34,52,4.6875,26,0.5,1,5.7825,124.622,103.0769231,18,76.47058823529412,8,4428002,99
611,1055,4428818,3,5,14,0,4892299,25,114,4.833333333,13,0.114035088,1,2.916944444,56.053,97.46153846,89,52.0,12,4428818,105
612,1876,4431252,7,3,21,21,4555895,8,22,4.0,6,0.272727273,1,1.710277778,31.184,110.3333333,14,75.0,2,4431252,26
613,2663,4432882,6,1,20,24,5432800,2,11,1.0,1,0.090909091,0,0.000277778,0.062,45.0,9,50.0,1,4432882,5
614,629,4434650,3,6,19,33,3770422,43,120,3.818181818,18,0.15,1,2.465,67.464,91.83333333,77,41.860465116279066,25,4434650,45
615,247,4435017,1,7,19,26,4933629,64,423,4.307692308,32,0.075650118,1,7.19,140.238,101.5,359,50.0,32,4435017,86
616,2294,4441147,4,2,16,57,4628383,12,18,4.25,8,0.444444444,1,1.976666667,43.538,119.0,6,66.66666666666666,4,4441147,23
617,2662,4441562,7,1,12,52,4952239,6,27,2.666666667,4,0.148148148,1,0.8019444440000001,15.451,88.0,21,66.66666666666666,2,4441562,7
618,1054,4441781,2,5,17,16,5273772,38,49,3.777777778,32,0.653061224,1,7.255833332999999,127.682,96.5,11,84.21052631578947,6,4441781,99
619,1485,4443257,5,4,7,16,5230192,22,36,4.714285714,13,0.361111111,1,1.913888889,53.628,95.38461538,14,59.09090909090909,9,4443257,61
620,628,4444577,3,6,11,35,5118173,87,208,4.171428571,74,0.355769231,1,23.50138889,425.346,120.1756757,121,85.0574712643678,13,4444577,273
621,627,4445887,2,6,18,23,4728764,12,65,4.0,5,0.076923077,1,2.024722222,37.189,142.0,53,41.66666666666667,7,4445887,23
622,2293,4448069,7,2,20,21,4594431,5,31,5.0,4,0.129032258,1,0.7525,17.852,107.75,26,80.0,1,4448069,18
623,2292,4449056,4,2,17,35,4046706,6,24,5.0,6,0.25,1,1.295,22.535,91.16666667,18,100.0,0,4449056,6
624,1484,4449538,2,4,9,11,5401829,21,75,4.714285714,15,0.2,1,2.063888889,48.533,85.33333333,54,71.42857142857143,6,4449538,45
625,626,4450505,4,6,14,49,5419377,47,108,4.619047619,36,0.333333333,1,10.27444444,176.87099999999995,108.4444444,61,76.59574468085106,11,4450505,164
626,2291,4450526,3,2,9,27,4635168,10,41,1.0,8,0.195121951,1,2.148611111,40.294,105.75,31,80.0,2,4450526,36
627,2290,4463621,3,2,15,19,4766692,2,10,5.0,1,0.1,0,0.185277778,0.19,45.0,8,50.0,1,4463621,3
628,625,4464332,2,6,8,38,4949730,97,196,4.222222222,73,0.37244898,1,23.05833333,384.512,112.7808219,99,75.25773195876289,24,4464332,382
629,1053,4464438,5,5,16,3,4554518,17,54,4.166666667,13,0.240740741,1,2.93,51.949,99.46153846,37,76.47058823529412,4,4464438,31
630,624,4464698,3,6,18,48,4765740,29,247,4.4,18,0.072874494,1,1.963055556,35.218,63.44444444,218,62.06896551724138,11,4464698,66
631,623,4465138,5,6,20,12,3481302,64,284,4.75,13,0.045774648,1,1.943055556,51.234,95.23076923,220,20.3125,51,4465138,67
632,2289,4465335,7,2,11,53,5317965,6,26,5.0,5,0.192307692,1,1.270833333,25.111,104.0,20,83.33333333333334,1,4465335,12
633,1052,4465421,3,5,17,0,5017268,45,57,4.666666667,33,0.578947368,1,11.43222222,180.655,114.3939394,12,73.33333333333333,12,4465421,205
634,1483,4465526,2,4,15,21,5247971,19,67,4.6,12,0.179104478,1,3.141388889,58.867,105.5833333,48,63.157894736842096,7,4465526,72
635,2288,4465655,2,2,21,4,5122490,5,65,4.307563701,1,0.015384615,1,0.233055556,4.783,119.0,60,20.0,4,4465655,52
636,2287,4465664,2,2,19,13,3495246,16,32,3.5,9,0.28125,1,2.700277778,52.434,123.2222222,16,56.25,7,4465664,108
637,1482,4466671,3,4,12,48,3484532,38,78,4.176470588,26,0.333333333,1,4.668611111000001,86.711,82.5,40,68.42105263157895,12,4466671,68
638,622,4468616,2,6,13,47,4868993,29,98,3.0,3,0.030612245,1,0.009722222,10.118,87.0,69,10.344827586206897,26,4468616,3
639,621,4472358,7,6,18,30,5181343,126,170,4.326923077,89,0.523529412,1,23.44583333,456.923,110.59550559999998,44,70.63492063492063,37,4472358,316
640,1051,4472618,4,5,13,54,4879441,48,288,3.0,2,0.006944444,1,0.000833333,4.2,69.0,240,4.166666666666666,46,4472618,3
641,2286,4472631,7,2,17,16,4992224,25,49,4.333333333,17,0.346938776,1,3.206388889,57.414,86.41176471,24,68.0,8,4472631,70
642,2661,4473097,1,1,11,41,5058538,3,4,4.307563701,1,0.25,1,0.553888889,10.107,182.0,1,33.33333333333333,2,4473097,9
643,1875,4473248,7,3,22,9,4861095,8,16,4.0,5,0.3125,1,0.461666667,12.207,78.4,8,62.5,3,4473248,43
644,620,4473842,3,6,17,58,4480685,30,82,4.625,22,0.26829268300000003,1,5.573888889,120.746,114.1363636,52,73.33333333333333,8,4473842,116
645,619,4478130,5,6,8,25,5416081,47,64,4.423076923,45,0.703125,1,12.42555556,192.323,97.6,17,95.74468085106385,2,4478130,89
646,618,4479381,7,6,20,32,4600349,35,44,3.7,30,0.681818182,1,7.5836111110000015,130.225,98.4,9,85.71428571428571,5,4479381,89
647,2660,4479481,5,1,9,15,4588384,7,17,4.307563701,3,0.176470588,1,0.931111111,11.222,87.33333333,10,42.857142857142854,4,4479481,53
648,1050,4480466,1,5,20,29,3627798,13,43,4.666666667,5,0.11627907,1,0.7725,21.024,95.8,30,38.46153846153847,8,4480466,11
649,1049,4486278,1,5,13,10,3879557,46,60,4.458333333,35,0.583333333,1,8.45,137.269,89.31428571,14,76.08695652173914,11,4486278,126
650,2285,4486294,4,2,16,37,4992841,15,32,4.166666667,12,0.375,1,4.098055556,53.165,99.83333333,17,80.0,3,4486294,112
651,1481,4486334,1,4,8,5,3715212,64,169,4.083333333,17,0.100591716,1,5.24,93.967,114.1764706,105,26.5625,47,4486334,51
652,617,4486426,4,6,13,51,4851762,54,146,4.25,40,0.273972603,1,11.48972222,209.077,111.475,92,74.07407407407408,14,4486426,254
653,246,4486760,3,7,11,12,4718729,43,110,4.4,17,0.154545455,1,4.2525,72.423,103.1176471,67,39.53488372093023,26,4486760,39
654,616,4487064,1,6,18,57,5396533,68,168,4.230769231,46,0.273809524,1,14.71444444,229.042,105.0869565,100,67.64705882352942,22,4487064,286
655,1480,4487174,1,4,12,47,3403332,10,50,4.2,8,0.16,1,3.085,43.92,111.75,40,80.0,2,4487174,69
656,615,4487711,7,6,15,5,3054098,9,41,4.0,9,0.219512195,1,2.2475,35.775,92.66666667,32,100.0,0,4487711,47
657,614,4489028,4,6,20,49,5062369,31,148,4.3,16,0.108108108,1,3.856666667,83.411,112.375,117,51.612903225806456,15,4489028,38
658,1479,4489917,2,4,12,4,4751940,37,54,3.923076923,19,0.351851852,1,5.4986111110000016,97.385,112.3684211,17,51.35135135135135,18,4489917,146
659,1048,4492069,3,5,12,10,4013647,44,93,4.6,28,0.301075269,1,6.483333332999999,134.968,103.9642857,49,63.63636363636363,16,4492069,158
660,1047,4492521,5,5,10,54,3108446,22,107,5.0,2,0.018691589,1,0.431666667,7.952000000000001,89.5,85,9.090909090909092,20,4492521,14
661,1478,4493103,4,4,17,31,4271673,14,52,4.8,12,0.230769231,1,2.7580555560000004,49.70399999999999,94.0,38,85.71428571428571,2,4493103,39
662,2659,4493282,4,1,14,51,4204338,4,4,4.0,3,0.75,1,0.763333333,15.15,106.0,0,75.0,1,4493282,40
663,1477,4493375,1,4,11,12,4967976,18,79,4.5,14,0.17721519,1,4.510277778,65.406,101.6428571,61,77.7777777777778,4,4493375,55
664,1046,4493566,7,5,17,44,5344657,18,52,4.333333333,6,0.115384615,1,1.8975,21.045,87.66666667,34,33.33333333333333,12,4493566,43
665,1476,4494042,2,4,10,56,3375562,23,74,4.833333333,18,0.243243243,1,5.542777778,83.955,101.8888889,51,78.26086956521739,5,4494042,45
666,2658,4495750,2,1,10,37,3632661,1,10,5.0,1,0.1,1,0.500555556,9.24,174.0,9,100.0,0,4495750,2
667,1045,4498157,5,5,18,50,4715775,52,67,4.523809524,44,0.656716418,1,8.394444444,156.257,88.22727273,15,84.61538461538461,8,4498157,93
668,1475,4498291,1,4,6,51,3539776,41,60,4.428571429,29,0.483333333,1,9.346944444,157.65,113.0689655,19,70.73170731707317,12,4498291,218
669,1874,4498319,5,3,15,4,4954659,12,26,3.333333333,8,0.307692308,1,2.219166667,44.702,120.875,14,66.66666666666666,4,4498319,22
670,1474,4498853,6,4,17,28,5397719,38,123,4.777777778,21,0.17073170699999998,1,6.7130555560000005,104.839,109.5714286,85,55.26315789473685,17,4498853,63
671,2284,4499526,1,2,11,6,4920074,6,24,4.666666667,4,0.166666667,1,1.450555556,23.245,118.0,18,66.66666666666666,2,4499526,13
672,2657,4500882,1,1,5,57,5335854,3,13,1.0,2,0.153846154,1,0.423055556,13.526,131.0,10,66.66666666666666,1,4500882,24
673,1044,4510026,5,5,13,44,4902442,26,58,4.5,6,0.103448276,1,1.187777778,19.836,83.5,32,23.07692307692308,20,4510026,28
674,613,4510388,3,6,10,0,3191381,50,70,4.1111111110000005,32,0.457142857,1,3.556388889,58.33600000000001,59.1875,20,64.0,18,4510388,147
675,612,4510572,1,6,14,5,4632958,31,72,4.6,23,0.319444444,1,5.085555556,104.131,105.0,41,74.19354838709677,8,4510572,200
676,2283,4511571,1,2,13,59,3859891,4,14,4.307563701,2,0.14285714300000002,1,0.715555556,12.434,125.0,10,50.0,2,4511571,13
677,1873,4511903,5,3,10,13,3999292,7,41,4.0,4,0.097560976,1,1.4316666669999998,20.31,106.0,34,57.14285714285714,3,4511903,32
678,245,4511960,1,7,19,1,4761024,55,95,4.2380952380000005,35,0.368421053,1,10.88444444,193.515,116.02857140000002,40,63.63636363636363,20,4511960,179
679,611,4514439,3,6,15,55,3899581,78,172,4.5,48,0.279069767,1,10.43055556,213.228,101.6458333,94,61.53846153846154,30,4514439,190
680,1473,4516025,5,4,16,29,3274972,30,65,4.222222222,22,0.33846153799999995,1,6.721944444,110.987,107.6363636,35,73.33333333333333,8,4516025,74
681,1872,4516334,2,3,11,21,3085302,12,60,5.0,6,0.1,1,1.856111111,31.176,109.6666667,48,50.0,6,4516334,37
682,1043,4516926,7,5,7,52,4525495,73,222,4.166666667,19,0.08558558599999999,1,4.486666667,97.651,111.6315789,149,26.02739726027397,54,4516926,62
683,1042,4517057,1,5,14,1,5125284,74,167,4.3,45,0.269461078,1,13.75444444,223.646,106.24444440000002,93,60.81081081081082,29,4517057,158
684,2282,4517432,7,2,11,58,4998325,8,19,4.25,7,0.368421053,1,1.438333333,28.902,93.57142857,11,87.5,1,4517432,95
685,244,4517800,7,7,13,30,4595693,38,239,4.055555556,30,0.12552301300000002,1,8.043888889,147.036,105.3666667,201,78.94736842105263,8,4517800,195
686,2281,4518689,4,2,14,27,5197316,23,55,3.0,5,0.090909091,1,0.895833333,26.807,117.4,32,21.73913043478261,18,4518689,19
687,2656,4519589,3,1,20,0,3900379,3,22,4.0,1,0.045454545,1,767.5355556,1.775,57.0,19,33.33333333333333,2,4519589,1
688,2655,4520568,5,1,11,7,4537984,2,5,4.307563701,1,0.2,0,0.306666667,4.515,98.0,3,50.0,1,4520568,20
689,1871,4524411,3,3,12,53,4604755,49,102,3.75,5,0.049019608,1,1.885,32.226,128.6,53,10.20408163265306,44,4524411,53
690,1472,4525054,5,4,14,7,4210772,26,76,4.0,14,0.184210526,1,3.668333333,71.044,111.0,50,53.846153846153854,12,4525054,39
691,610,4525331,3,6,9,42,4961917,84,128,4.576923077,67,0.5234375,1,21.67555556,337.566,108.19402990000002,44,79.76190476190476,17,4525331,349
692,2654,4529500,2,1,17,0,4712121,2,4,4.307563701,1,0.25,1,0.579444444,8.201,153.0,2,50.0,1,4529500,6
693,1471,4529583,4,4,18,36,4242333,17,37,5.0,9,0.243243243,1,3.237222222,42.956,110.1111111,20,52.941176470588246,8,4529583,44
694,1041,4529926,5,5,8,55,5312730,18,52,4.166666667,10,0.192307692,1,2.580277778,43.929,133.8,34,55.555555555555564,8,4529926,47
695,2653,4530279,7,1,15,49,4666328,12,13,4.5,9,0.692307692,1,1.690833333,37.442,93.44444444,1,75.0,3,4530279,39
696,1870,4531224,4,3,18,10,4105079,4,20,4.5,3,0.15,1,0.629166667,11.232,88.66666667,16,75.0,1,4531224,117
697,243,4531818,6,7,15,6,3784032,45,69,4.375,28,0.405797101,1,6.644444444,104.356,90.64285714,24,62.22222222222222,17,4531818,147
698,1869,4532374,1,3,15,1,4042513,42,82,4.1428571430000005,27,0.329268293,1,8.355,150.172,115.4444444,40,64.28571428571429,15,4532374,133
699,2652,4534594,1,1,7,11,4447386,1,17,4.307563701,1,0.05882352900000001,1,0.263055556,6.295,123.0,16,100.0,0,4534594,3
700,2280,4535225,4,2,11,35,5389779,3,5,4.307563701,1,0.2,1,0.317777778,6.434,127.0,2,33.33333333333333,2,4535225,9
701,2651,4536703,1,1,10,24,3067181,8,18,4.0,8,0.444444444,1,2.349444444,47.268,119.75,10,100.0,0,4536703,23
702,1470,4536733,3,4,20,2,3421130,21,62,4.5,8,0.129032258,1,2.008333333,35.63,106.375,41,38.095238095238095,13,4536733,55
703,242,4536821,4,7,15,15,4513456,64,141,4.333333333,44,0.312056738,1,13.55166667,231.675,113.7727273,77,68.75,20,4536821,159
704,1469,4537035,1,4,22,4,4406647,15,86,4.2,11,0.127906977,1,1.763333333,38.097,85.90909091,71,73.33333333333333,4,4537035,14
705,1040,4538988,6,5,16,0,5157454,34,133,3.9375,20,0.15037594,1,5.343333333,82.979,98.75,99,58.82352941176471,14,4538988,48
706,1039,4540166,5,5,16,36,4129314,50,123,4.296296296,41,0.333333333,1,11.79611111,199.372,106.0,73,82.0,9,4540166,171
707,2650,4540397,3,1,20,12,5202361,1,4,4.307563701,1,0.25,1,0.517777778,9.38,171.0,3,100.0,0,4540397,1
708,609,4540772,5,6,13,28,4389756,91,113,4.088888889,81,0.716814159,1,20.56166667,351.756,100.1234568,22,89.01098901098902,10,4540772,261
709,2279,4541189,2,2,13,15,5150614,13,36,5.0,8,0.222222222,1,2.729722222,45.52,116.0,23,61.53846153846154,5,4541189,25
710,608,4541499,5,6,10,17,4296998,58,138,4.272727273,44,0.31884058,1,11.94083333,212.64,106.4545455,80,75.86206896551724,14,4541499,189
711,2649,4541735,5,1,22,8,5264878,2,9,4.307563701,1,0.111111111,1,0.17944444399999998,4.6560000000000015,117.0,7,50.0,1,4541735,3
712,607,4541864,1,6,11,25,4514116,38,120,4.307563701,2,0.016666667,1,0.186944444,7.881,93.0,82,5.263157894736842,36,4541864,14
713,2278,4541888,5,2,8,45,3607662,2,7,5.0,2,0.28571428600000004,1,0.4975,10.673,111.5,5,100.0,0,4541888,36
714,1868,4546226,7,3,15,11,4961050,10,47,3.666666667,5,0.106382979,1,1.136666667,23.128,103.8,37,50.0,5,4546226,19
715,2648,4551598,2,1,18,2,4970528,1,2,4.307563701,1,0.5,1,0.245833333,4.3610000000000015,95.0,1,100.0,0,4551598,30
716,1038,4552096,5,5,17,28,5424650,64,182,4.615384615,35,0.192307692,1,8.529166667,135.894,90.45714286,118,54.6875,29,4552096,130
717,606,4552639,5,6,8,47,3941712,35,246,5.0,8,0.032520325,1,1.331111111,29.521,92.625,211,22.857142857142854,27,4552639,42
718,2647,4553073,1,1,17,48,5157232,9,31,4.5,2,0.064516129,1,3.56,16.009,126.0,22,22.222222222222218,7,4553073,6
719,1468,4553536,4,4,16,8,4060629,6,31,3.5,3,0.096774194,0,0.000555556,1.413,45.0,25,50.0,3,4553536,19
720,2277,4553688,4,2,9,42,4984364,3,15,4.0,2,0.133333333,1,0.478611111,6.006,92.5,12,66.66666666666666,1,4553688,22
721,241,4553888,3,7,7,35,4844932,39,92,4.125,37,0.402173913,1,9.854444444,167.14700000000005,101.8648649,53,94.87179487179485,2,4553888,178
722,1867,4554267,5,3,10,10,4455665,25,29,4.909090909,24,0.8275862070000001,1,7.5869444439999985,121.103,109.6666667,4,96.0,1,4554267,91
723,605,4554374,5,6,18,20,5423842,48,118,4.421052632,37,0.313559322,1,8.603611111000001,164.702,103.972973,70,77.08333333333334,11,4554374,67
724,1037,4555145,5,5,9,39,5230419,60,175,4.210526316,32,0.182857143,1,9.183888889,176.415,114.75,115,53.33333333333334,28,4555145,137
725,1036,4557650,2,5,17,37,4330298,40,53,4.230769231,23,0.433962264,1,5.264166667,93.294,93.65217391,13,57.49999999999999,17,4557650,113
726,1866,4558413,1,3,6,55,4858142,6,11,5.0,5,0.454545455,1,1.01,19.587,92.4,5,83.33333333333334,1,4558413,31
727,1865,4559491,2,3,19,18,5406690,21,45,4.428571429,13,0.288888889,1,2.856111111,57.38399999999999,97.38461538,24,61.904761904761905,8,4559491,25
728,1035,4564875,7,5,21,16,4525682,22,123,4.777777778,15,0.12195122,1,3.6175,66.178,99.86666667,101,68.18181818181817,7,4564875,30
729,604,4565655,7,6,17,42,4695318,22,118,4.615384615,19,0.161016949,1,6.526388889,102.933,115.1052632,96,86.36363636363636,3,4565655,68
730,1467,4565751,7,4,19,48,3674771,13,65,5.0,8,0.123076923,1,2.896666667,48.83600000000001,121.25,52,61.53846153846154,5,4565751,24
731,2646,4566126,4,1,17,7,3459922,1,5,5.0,1,0.2,1,0.581666667,11.496,202.0,4,100.0,0,4566126,1
732,2276,4566970,1,2,12,21,3658079,9,11,5.0,6,0.545454545,1,1.811666667,29.945,104.8333333,2,66.66666666666666,3,4566970,31
733,603,4571158,5,6,11,14,4555681,62,92,4.25,27,0.293478261,1,3.8325,75.727,75.11111111,30,43.548387096774185,35,4571158,101
734,1466,4571377,1,4,13,11,4547662,12,14,4.5,8,0.571428571,1,1.948611111,35.939,97.125,2,66.66666666666666,4,4571377,55
735,1465,4571445,1,4,15,57,4241370,51,59,3.916666667,23,0.389830508,1,3.225,64.986,76.52173913,8,45.098039215686285,28,4571445,35
736,602,4571534,3,6,12,20,5073572,92,207,4.314285714,70,0.338164251,1,19.12888889,324.394,102.4857143,115,76.08695652173914,22,4571534,493
737,240,4571584,5,7,12,7,3973870,44,125,4.5,21,0.168,1,5.062777778,118.812,124.952381,81,47.72727272727273,23,4571584,78
738,601,4572050,3,6,12,13,5270650,72,119,4.090909091,47,0.394957983,1,10.77861111,194.699,93.74468085,47,65.27777777777779,25,4572050,118
739,2645,4572342,7,1,11,48,4658321,7,21,3.0,7,0.333333333,1,1.731388889,32.188,100.8571429,14,100.0,0,4572342,56
740,1864,4572797,5,3,17,44,5372516,10,27,4.0,6,0.222222222,1,2.773333333,32.593,119.5,17,60.0,4,4572797,63
741,2275,4573162,3,2,10,58,4339074,6,17,5.0,4,0.235294118,1,1.175833333,17.713,101.5,11,66.66666666666666,2,4573162,6
742,239,4573559,1,7,13,8,5388820,71,156,4.05,46,0.294871795,1,11.8,196.252,96.76086957,85,64.7887323943662,25,4573559,219
743,2274,4574640,4,2,20,55,4380979,4,24,5.0,2,0.083333333,1,0.273888889,5.065,80.0,20,50.0,2,4574640,4
744,600,4577172,1,6,11,34,4580033,37,146,4.625,28,0.191780822,1,5.756666667,97.785,83.53571429,109,75.67567567567569,9,4577172,67
745,1863,4578297,2,3,13,20,3266040,8,248,4.307563701,1,0.004032258,0,0.239722222,3.849,88.0,240,12.5,7,4578297,35
746,238,4578390,3,7,9,53,3603914,49,120,4.47826087,42,0.35,1,13.45722222,211.305,108.6904762,71,85.71428571428571,7,4578390,264
747,2644,4578396,1,1,17,54,5301991,1,1,4.307563701,1,1.0,1,0.456944444,5.52,113.0,0,100.0,0,4578396,6
748,599,4579092,3,6,20,33,4319759,46,102,4.454545455,38,0.37254902,1,8.424444444,203.592,112.57894740000002,56,82.6086956521739,8,4579092,142
749,2643,4579381,4,1,14,31,3712670,1,4,4.0,1,0.25,1,0.4225,6.917999999999998,134.0,3,100.0,0,4579381,1
750,237,4579461,7,7,1,46,5413960,72,89,4.5,62,0.696629213,1,13.525,272.922,107.32258059999998,17,86.1111111111111,10,4579461,215
751,1034,4579497,2,5,13,47,5207833,34,121,3.75,13,0.107438017,1,2.842222222,51.69300000000001,94.38461538,87,38.23529411764706,21,4579497,91
752,1464,4579596,2,4,12,50,4500565,37,54,4.0,28,0.518518519,1,6.070833333,133.398,110.6428571,17,75.67567567567569,9,4579596,152
753,1463,4579638,4,4,21,36,5276552,14,205,4.5,10,0.048780488,1,1.6322222219999998,33.306999999999995,88.6,191,71.42857142857143,4,4579638,52
754,1862,4581156,5,3,9,51,4687126,59,102,4.1363636360000005,42,0.411764706,1,12.40722222,203.951,106.4285714,43,71.18644067796609,17,4581156,239
755,2642,4583184,2,1,12,29,4107618,1,3,4.0,1,0.333333333,1,0.419444444,6.379,126.0,2,100.0,0,4583184,11
756,598,4585923,2,6,9,42,5305967,113,164,4.2826086960000005,83,0.506097561,1,18.98388889,340.269,96.3373494,51,73.45132743362831,30,4585923,394
757,597,4592166,7,6,14,16,4904376,79,195,4.1428571430000005,68,0.348717949,1,18.8525,348.7480000000001,108.8823529,116,86.0759493670886,11,4592166,314
758,1033,4592639,4,5,11,57,4045945,45,128,3.666666667,37,0.2890625,1,10.55583333,181.078,104.4324324,83,82.2222222222222,8,4592639,195
759,2641,4597921,2,1,18,46,5372654,10,19,5.0,1,0.052631579000000005,1,0.173333333,2.358,65.0,9,10.0,9,4597921,1
760,236,4598077,5,7,14,20,3887546,202,234,4.183098592,155,0.662393162,1,45.04333333,733.9,107.52903229999998,32,76.73267326732673,47,4598077,572
761,1861,4598089,3,3,16,11,5317129,8,25,4.5,7,0.28,1,2.2075,36.357,106.4285714,17,87.5,1,4598089,20
762,2640,4599002,1,1,16,14,5282247,3,3,4.307563701,1,0.333333333,1,0.468888889,8.22,157.0,0,33.33333333333333,2,4599002,1
763,1462,4599041,2,4,10,32,5402383,42,146,4.333333333,16,0.109589041,1,4.418888889,80.79,107.9375,104,38.095238095238095,26,4599041,36
764,2273,4599095,2,2,6,17,4589146,5,16,4.0,4,0.25,1,0.861666667,24.425,126.5,11,80.0,1,4599095,11
765,2272,4599422,2,2,21,8,4913362,2,17,5.0,2,0.117647059,1,0.6980555559999999,14.345999999999998,151.0,15,100.0,0,4599422,6
766,1860,4599428,3,3,14,33,5015284,15,42,4.75,12,0.28571428600000004,1,3.574166667,84.166,140.5,27,80.0,3,4599428,46
767,596,4600591,7,6,18,13,5368768,71,114,4.517241379,54,0.473684211,1,11.29583333,240.733,100.0185185,43,76.05633802816901,17,4600591,204
768,1859,4603124,1,3,22,2,4243104,18,24,4.3,12,0.5,1,2.478333333,52.51,112.6666667,6,66.66666666666666,6,4603124,24
769,1461,4604343,3,4,21,17,4983137,31,77,4.076923077,24,0.311688312,1,4.906388889,104.303,109.0,46,77.4193548387097,7,4604343,130
770,1858,4604445,1,3,9,46,4250545,5,5,4.0,1,0.2,1,0.384722222,6.599,157.0,0,20.0,4,4604445,24
771,2639,4604762,5,1,9,32,4714547,1,15,4.307563701,1,0.066666667,1,0.4675,8.218,158.0,14,100.0,0,4604762,2
772,1460,4604790,5,4,12,39,5157393,5,6,5.0,5,0.833333333,1,1.0525,23.411,112.8,1,100.0,0,4604790,34
773,595,4605659,5,6,14,34,4757269,38,50,4.25,8,0.16,1,1.723888889,28.294,86.375,12,21.052631578947366,30,4605659,47
774,2638,4606067,2,1,12,37,5110174,14,15,4.333333333,10,0.666666667,1,2.438055556,39.02,95.7,1,71.42857142857143,4,4606067,120
775,1032,4606374,3,5,20,17,4531954,52,143,3.857142857,42,0.293706294,1,10.49055556,208.55,107.4285714,91,80.76923076923076,10,4606374,160
776,1459,4607384,4,4,18,35,3926093,13,58,3.375,12,0.206896552,1,3.092222222,38.179,87.33333333,45,92.30769230769229,1,4607384,24
777,2271,4608249,3,2,20,26,5072015,2,14,5.0,2,0.14285714300000002,1,1.091944444,23.02,202.5,12,100.0,0,4608249,5
778,235,4608464,6,7,22,46,5253437,84,126,4.1724137930000005,61,0.484126984,1,12.87777778,209.053,94.24590164,42,72.61904761904762,23,4608464,180
779,1031,4611227,3,5,11,45,5184662,57,105,4.461538462,27,0.257142857,1,8.768888889,144.41,111.037037,48,47.368421052631575,30,4611227,68
780,1030,4612373,1,5,7,47,4155810,20,45,3.142857143,15,0.333333333,1,3.189166667,70.363,103.5333333,25,75.0,5,4612373,77
781,594,4612459,4,6,21,33,4283167,51,100,4.5,33,0.33,1,5.406388889,109.748,83.63636364,49,64.70588235294117,18,4612459,121
782,1857,4612889,2,3,21,25,4420035,14,37,3.0,11,0.297297297,1,2.281944444,38.475,89.81818182,23,78.57142857142857,3,4612889,14
783,1458,4613032,6,4,21,6,4305331,44,57,4.769230769,24,0.421052632,1,4.725555556000001,85.06299999999997,86.66666667,13,54.54545454545454,20,4613032,279
784,1029,4613526,2,5,11,35,4944639,61,195,4.3125,31,0.158974359,1,9.307222222,166.725,113.2258065,134,50.819672131147534,30,4613526,62
785,1856,4613832,1,3,10,30,4628387,25,51,4.285714286,16,0.31372549,1,4.4025,82.845,107.875,26,64.0,9,4613832,62
786,2637,4618187,2,1,14,50,3791349,1,5,5.0,1,0.2,1,0.106944444,2.003,60.0,4,100.0,0,4618187,160
787,2636,4620268,2,1,21,3,5407098,1,1,4.307563701,1,1.0,1,0.052222222,0.578,45.0,0,100.0,0,4620268,37
788,1028,4624228,1,5,17,49,3534435,18,185,3.666666667,7,0.037837838,1,3.004444444,54.08,146.8571429,167,38.888888888888886,11,4624228,36
789,593,4625469,5,6,15,3,4650975,20,42,4.666666667,8,0.19047619,1,2.474166667,40.349,105.5,22,40.0,12,4625469,59
790,1855,4625503,1,3,10,14,4677915,21,104,4.625,15,0.144230769,1,4.391944444,81.122,113.0666667,83,71.42857142857143,6,4625503,136
791,2270,4626035,3,2,9,31,3458489,9,32,4.307563701,2,0.0625,1,0.5563888889999999,7.752000000000002,90.5,23,22.222222222222218,7,4626035,17
792,592,4626074,4,6,10,37,4405251,58,125,4.35,41,0.328,1,12.30138889,239.931,120.5365854,67,70.6896551724138,17,4626074,170
793,591,4626846,1,6,11,41,5384217,85,158,4.0,66,0.417721519,1,21.75055556,391.398,121.4242424,73,77.64705882352942,19,4626846,323
794,2635,4626859,1,1,18,58,4910767,2,4,4.307563701,1,0.25,0,0.258055556,3.977,90.0,2,50.0,1,4626859,1
795,234,4626980,2,7,21,14,4198519,106,174,4.322580645,69,0.396551724,1,16.425,293.372,101.7536232,68,65.09433962264151,37,4626980,239
796,2634,4627021,5,1,13,31,3779799,1,14,1.0,1,0.071428571,1,1.057777778,8.996,166.0,13,100.0,0,4627021,41
797,1027,4627142,2,5,13,18,3534796,19,52,4.285714286,11,0.211538462,1,2.995833333,51.692,101.2727273,33,57.894736842105274,8,4627142,39
798,1457,4627263,4,4,10,28,3521338,14,94,4.5,5,0.053191489,1,1.4875,28.276,125.0,80,35.714285714285715,9,4627263,36
799,2633,4630383,1,1,11,36,4816888,3,7,5.0,3,0.428571429,1,0.668611111,9.037,79.66666667,4,100.0,0,4630383,12
